ACCOUNTCLIENTCATEGORY,ACCOUNTID,ACCOUNTINDUSTRY,ACCOUNTMARKETINGSEGMENT,ACCOUNTNAME,ACTIVITYID,AMOUNT,CLOSEDATE,CREATEDDATE,DAYSSINCELASTACTIVITY,EXPECTEDREVENUE,FORECASTCATEGORY,ID,ISCLOSED,ISWON,LEADSOURCE,OPPORTUNITYAGE,OPPORTUNITYNAME,OPPORTUNITYOWNER,OWNERCITY,OWNERID,OWNERSMALLPHOTOURL,OWNERSTATE,PROBABILITY,RECORDTYPENAME,STAGE,STAGENAME,STAGESORTORDER,TIMEINSTAGEDURATIONSECONDS,LastProcessedDate
Gold,001B000000WJEBzIAP,Utilities,Mass Market,Change Healthcare,Activity 450,47500,2019-07-08,2019-09-17,579,47500,Omitted,006B0000003n2oWIAQ,true,false,Fields Sales,294,Change Healthcare - 47.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,IL,0,Simple,Closed Lost,Closed Lost,9,55772947,2020-05-25
Platinum,001B000000WJEF6IAP,Shipping,Mass Market,ColdCypress,Activity 166,22500,2020-07-03,2019-06-29,233,22500,Best Case,006B00000049VQhIAM,false,false,Telesales,374,ColdCypress - 22.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,IL,90,Channel (Partner),Negotiation,Negotiation,7,24914671,2020-05-25
Silver,001B000000SS4B7IAL,Retail,Affluent Professionals,Micro Concepts & Solutions.,Activity 171,60000,2020-08-15,2019-08-28,259,60000,Pipeline,006B00000049VLMIA2,false,false,Fields Sales,314,Micro Concepts & Solutions. - 60k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,IL,75,Channel (Partner),Proposal/Quote,Proposal/Quote,5,12867369,2020-05-25
Gold,001B000000SS409IAD,Consulting,Affluent Professionals,A.H. Belo Management Services,Activity 493,60000,2019-03-21,2019-12-19,686,60000,Omitted,006B0000003hgc5IAA,true,false,Fields Sales,201,A.H. Belo Management Services - 60k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,0,Simple,Closed Lost,Closed Lost,9,32462073,2020-05-25
Silver,001B000000lwNtqIAE,Insurance,Affluent Professionals,Anderson Performance Imprvmnt,Activity 504,60000,2019-02-28,2019-06-23,854,60000,Omitted,006B0000004t2V5IAI,true,false,Fields Sales,380,Anderson Performance Imprvmnt - 60k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Simple,Closed Lost,Closed Lost,9,23363138,2020-05-25
Gold,001B000000SS44KIAT,Shipping,Retired,Quorum,Activity 357,59000,2019-07-28,2019-11-28,562,59000,Omitted,006B00000049VDWIA2,true,false,Reseller,222,Quorum - 59k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,0,Channel (Partner),Closed Lost,Closed Lost,9,53474001,2020-05-25
Gold,001B000000SS52eIAD,Telecommunications,Mass Market,Gradient Technologies,Activity 559,51000,2019-01-20,2019-11-04,775,51000,Omitted,006B0000004t2YnIAI,true,false,Fields Sales,246,Gradient Technologies - 51k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,FL,0,Simple,Closed Lost,Closed Lost,9,3795419,2020-05-25
Silver,001B000000lwNsUIAU,Environmental,Mass Market,Knovation,Activity 364,38500,2019-07-27,2019-11-19,583,38500,Omitted,006B0000003WbTJIA0,true,false,Fields Sales,231,Knovation - 38.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Channel (Partner),Closed Lost,Closed Lost,9,35745890,2020-05-25
Gold,001B000000SS4tgIAD,Shipping,Millennials,NDS Systems,Activity 391,170000,2019-06-11,2019-06-23,621,170000,Omitted,006B0000004t2UhIAI,true,false,Fields Sales,380,NDS Systems - 170k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,FL,0,Channel (Partner),Closed Lost,Closed Lost,9,28940950,2020-05-25
Platinum,001B000000SS51kIAD,Food & Beverage,Retired,Kaidara Software Inc,Activity 432,52500,2019-01-26,2019-09-27,764,52500,Closed,006B0000003n2zwIAA,true,true,Fields Sales,284,Kaidara Software Inc - 52.5k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,FL,100,Simple,Closed Won,Closed Won,8,50004990,2020-05-25
Platinum,001B000000SS4rEIAT,Environmental,Mass Market,Verigold.com,Activity 311,200000,2019-10-29,2019-11-06,477,200000,Omitted,006B00000049VBTIA2,true,false,Fields Sales,244,Verigold.com - 200k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,CA,0,Simple,Closed Lost,Closed Lost,9,61621150,2020-05-25
Platinum,001B000000SS4A9IAL,Construction,Millennials,MovePoint,Activity 20,75000,2020-05-17,2019-11-02,296,75000,Closed,006B0000003hgp1IAA,true,true,Reseller,248,MovePoint - 75k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,CA,100,Simple,Closed Won,Closed Won,8,49719045,2020-05-25
Silver,001B000000SS4kzIAD,Education,High Net Worth Families,US Pharma,Activity 93,52500,2020-01-23,2019-11-18,401,52500,Omitted,006B00000049UzSIAU,true,false,Fields Sales,232,US Pharma - 52.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,0,Simple,Closed Lost,Closed Lost,9,23216261,2020-05-25
Gold,001B000000WJE1jIAH,Manufacturing,Mass Market,Data Interface Systems Corp.,Activity 329,50500,2019-09-22,2019-10-23,511,50500,Omitted,006B00000049UvMIAU,true,false,Fields Sales,258,Data Interface Systems Corp. - 50.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Simple,Closed Lost,Closed Lost,9,9521529,2020-05-25
Gold,001B000000SS49aIAD,Biotechnology,Retired,ValvTechnologies,Activity 598,30000,2020-05-19,2019-05-23,358,30000,Commit,006B0000003X11hIAC,false,false,Fields Sales,411,ValvTechnologies - 30k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,35,Advanced,Needs Analysis,Needs Analysis,3,13426065,2020-05-25
Platinum,001B000000WJE2MIAX,Engineering,High Net Worth Families,Tonic Software,Activity 252,37500,2020-04-14,2019-12-14,297,37500,Omitted,006B00000049UxPIAU,true,false,Fields Sales,206,Tonic Software - 37.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,IL,0,Simple,Closed Lost,Closed Lost,9,12002598,2020-05-25
Silver,001B000000SS3ogIAD,Healthcare & Life Sciences,Millennials,Computercare,Activity 362,45000,2019-07-28,2019-10-13,617,45000,Omitted,006B00000049VdHIAU,true,false,Reseller,268,Computercare - 45k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,0,Channel (Partner),Closed Lost,Closed Lost,9,22907253,2020-05-25
Gold,001B000000SS46UIAT,Healthcare & Life Sciences,Affluent Professionals,David Lerner Associates,Activity 502,47500,2019-03-08,2019-08-03,727,47500,Closed,006B0000004t2UsIAI,true,true,Fields Sales,339,David Lerner Associates - 47.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,100,Simple,Closed Won,Closed Won,8,7193418,2020-05-25
Platinum,001B000000SS4INIA1,Education,Mass Market,AES Intellinet Corp.,Activity 675,27500,2018-08-27,2019-06-30,947,27500,Omitted,006B0000003WbusIAC,true,false,Fields Sales,373,AES Intellinet Corp. - 27.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Advanced,Closed Lost,Closed Lost,9,55223790,2020-05-25
Silver,001B000000SS47WIAT,Communications,Mass Market,FuelDog,Activity 700,25500,2018-10-14,2019-06-07,914,25500,Closed,006B0000003Wbh7IAC,true,true,Fields Sales,396,FuelDog - 25.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,IL,100,Simple,Closed Won,Closed Won,8,60185548,2020-05-25
Platinum,001B000000SS45tIAD,Shipping,Affluent Professionals,Clearview Staffing Software,Activity 202,51000,2020-10-26,2019-11-25,222,51000,Best Case,006B00000049VFOIA2,false,false,Fields Sales,225,Clearview Staffing Software - 51k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,FL,20,Channel (Partner),Qualification,Qualification,2,18908702,2020-05-25
Gold,001B000000SS4MJIA1,Biotechnology,Millennials,Main Factors Inc,Activity 115,23000,2020-10-15,2019-10-11,236,23000,Best Case,006B00000049VjzIAE,false,false,Other,270,Main Factors Inc - 23k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,FL,75,Channel (Partner),Proposal/Quote,Proposal/Quote,5,45780738,2020-05-25
Silver,001B000000lwNvdIAE,Entertainment,Millennials,CEC Entertainment,Activity 60,34500,2020-03-10,2019-10-03,377,34500,Omitted,006B00000049VTTIA2,true,false,Fields Sales,278,CEC Entertainment - 34.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Simple,Closed Lost,Closed Lost,9,41250579,2020-05-25
Silver,001B000000SS4lMIAT,Construction,Affluent Professionals,Piracle,Activity 21,46600,2020-05-22,2019-10-23,307,46600,Omitted,006B00000049V06IAE,true,false,Reseller,258,Piracle - 46.6k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,IL,0,Simple,Closed Lost,Closed Lost,9,22628288,2020-05-25
Gold,001B000000SS3RyIAL,Insurance,Affluent Professionals,JusticeTrax INC,Activity 277,55000,2020-10-26,2019-11-27,220,55000,Pipeline,006B00000049UhiIAE,false,false,Fields Sales,223,JusticeTrax INC - 55k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,CA,20,Simple,Qualification,Qualification,2,56197567,2020-05-25
Silver,001B000000SS3TTIA1,Electronics,High Net Worth Families,DeNooyer Chevrolet,Activity 283,69000,2020-07-03,2019-08-19,318,69000,Best Case,006B00000049UjIIAU,false,false,Reseller,323,DeNooyer Chevrolet - 69k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,FL,90,Simple,Negotiation,Negotiation,7,41984705,2020-05-25
Platinum,001B000000bwMcVIAU,Not For Profit,Millennials,ClientExpert Solutions,Activity 437,195000,2019-04-27,2019-07-09,719,195000,Closed,006B0000003n2wJIAQ,true,true,Fields Sales,364,ClientExpert Solutions - 195k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,100,Simple,Closed Won,Closed Won,8,1251989,2020-05-25
Gold,001B000000SS4XmIAL,Energy,Millennials,Emagia Corporation,Activity 7,49500,2020-06-06,2019-09-26,319,49500,Closed,006B00000049UmyIAE,true,true,Reseller,285,Emagia Corporation - 49.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,100,Simple,Closed Won,Closed Won,8,12598549,2020-05-25
Platinum,001B000000SS4qpIAD,Insurance,Mass Market,Av Marketing Inc,Activity 724,35000,2018-09-16,2019-12-10,873,35000,Omitted,006B0000004t2TQIAY,true,false,Reseller,210,Av Marketing Inc - 35k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,CA,0,Simple,Closed Lost,Closed Lost,9,2151688,2020-05-25
Gold,001B000000SS41DIAT,Government,Retired,AEN,Activity 215,150000,2020-03-31,2019-09-07,374,150000,Closed,006B0000003WbY1IAK,true,true,Reseller,304,AEN - 150k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,IL,100,Channel (Partner),Closed Won,Closed Won,8,60809805,2020-05-25
Platinum,001B000000SS4d0IAD,Food & Beverage,Millennials,ContiGroup Companies,Activity 18,50400,2020-05-14,2019-12-07,277,50400,Omitted,006B00000049UwYIAU,true,false,Reseller,213,ContiGroup Companies - 50.4k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Simple,Closed Lost,Closed Lost,9,42582081,2020-05-25
Silver,001B000000SS42GIAT,Not For Profit,Millennials,Systems Sales Support,Activity 462,200000,2019-07-30,2019-11-18,556,200000,Omitted,006B0000003n2jZIAQ,true,false,Reseller,232,Systems Sales Support - 200k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Simple,Closed Lost,Closed Lost,9,31016751,2020-05-25
Gold,001B000000bwMdlIAE,Electronics,Mass Market,Capture Technologies,Activity 302,175000,2020-02-13,2019-06-21,402,175000,Omitted,006B00000049VhaIAE,true,false,Fields Sales,382,Capture Technologies - 175k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Simple,Closed Lost,Closed Lost,9,26269057,2020-05-25
Gold,001B000000SS4stIAD,Other,Retired,Integrated Device Technology,Activity 654,66500,2018-12-02,2019-09-19,829,66500,Closed,006B0000004t2URIAY,true,true,Fields Sales,292,Integrated Device Technology - 66.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,IL,100,Simple,Closed Won,Closed Won,8,56497173,2020-05-25
Gold,001B000000SS48lIAD,Healthcare & Life Sciences,Affluent Professionals,Patrice Curtis,Activity 193,108500,2020-07-30,2019-10-06,223,108500,Pipeline,006B00000049VJ4IAM,false,false,Fields Sales,275,Patrice Curtis - 108.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,75,Channel (Partner),Proposal/Quote,Proposal/Quote,5,41686764,2020-05-25
Platinum,001B000000bwMTiIAM,Telecommunications,High Net Worth Families,Modius,Activity 510,62500,2019-03-08,2019-10-01,721,62500,Omitted,006B0000004t2LGIAY,true,false,Fields Sales,280,Modius - 62.5k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,0,Simple,Closed Lost,Closed Lost,9,2824680,2020-05-25
Platinum,001B000000SS4mMIAT,Financial Services,Retired,Birdland Enterprises,Activity 242,45000,2020-07-09,2019-11-13,236,45000,Best Case,006B00000049V1kIAE,false,false,Fields Sales,237,Birdland Enterprises - 45k,Mark Garet,New York,0051U000005KhW6QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,NY,90,Simple,Negotiation,Negotiation,7,19283897,2020-05-25
Silver,001B000000lwNsOIAU,Banking,Millennials,Summerfield Farm Products,Activity 216,37500,2020-08-03,2019-11-15,235,37500,Best Case,006B00000049V5QIAU,false,false,Telesales,235,Summerfield Farm Products - 37.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,IL,20,Simple,Qualification,Qualification,2,15170715,2020-05-25
Silver,001B000000SS4iDIAT,Communications,Affluent Professionals,Concrete.com,Activity 126,32500,2020-05-03,2019-08-14,398,32500,Omitted,006B00000049VbfIAE,true,false,Fields Sales,328,Concrete.com - 32.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,0,Simple,Closed Lost,Closed Lost,9,8353430,2020-05-25
Gold,001B000000SS4tfIAD,Entertainment,Mass Market,sneezy.org,Activity 72,162500,2020-02-10,2019-11-18,375,162500,Closed,006B00000049VFeIAM,true,true,Fields Sales,232,sneezy.org - 162.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,100,Simple,Closed Won,Closed Won,8,20385262,2020-05-25
Silver,001B000000sxHkpIAE,Education,Millennials,Web  X,Activity 295,180000,2018-10-31,2019-10-01,883,180000,Omitted,006B0000003WaubIAC,true,false,Telesales,280,Web  X - 180k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Channel (Partner),Closed Lost,Closed Lost,9,8297557,2020-05-25
Silver,001B000000SS47LIAT,Not For Profit,Mass Market,United States Lime & Minerals,Activity 697,65000,2019-10-06,2019-09-03,505,65000,Omitted,006B0000003WbgvIAC,true,false,Reseller,308,United States Lime & Minerals - 65k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,0,Simple,Closed Lost,Closed Lost,9,3520397,2020-05-25
Platinum,001B000000SS4FKIA1,Manufacturing,Mass Market,Atinera,Activity 442,155000,2019-07-14,2019-06-21,724,155000,Omitted,006B0000003n2wUIAQ,true,false,Reseller,382,Atinera - 155k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,FL,0,Simple,Closed Lost,Closed Lost,9,2922021,2020-05-25
Gold,001B000000bwMZqIAM,Electronics,Retired,CAM ERA,Activity 531,150000,2019-02-15,2019-09-23,722,150000,Omitted,006B0000004t2TqIAI,true,false,Reseller,288,CAM ERA - 150k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Simple,Closed Lost,Closed Lost,9,10410701,2020-05-25
Gold,001B000000UkRxbIAF,Manufacturing,High Net Worth Families,TC Computers,Activity 618,150000,2020-03-10,2019-07-14,354,150000,Pipeline,006B0000003X0yaIAC,false,false,Reseller,359,TC Computers - 150k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,20,Simple,Qualification,Qualification,2,34032938,2020-05-25
Platinum,001B000000SS47qIAD,Utilities,Retired,Applied Digital,Activity 701,24000,2019-04-08,2019-09-23,680,24000,Omitted,006B0000003WbhcIAC,true,false,Reseller,288,Applied Digital - 24k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Simple,Closed Lost,Closed Lost,9,60448357,2020-05-25
Silver,001B000000SS4CuIAL,Manufacturing,Retired,Norstan,Activity 687,200000,2019-09-19,2019-11-04,548,200000,Closed,006B0000003WbntIAC,true,true,Reseller,246,Norstan - 200k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,FL,100,Simple,Closed Won,Closed Won,8,25084550,2020-05-25
Gold,001B000000SS444IAD,Chemicals,Millennials,Johnson Mcclean Assoc Inc,Activity 196,150000,2020-05-24,2019-09-22,291,150000,Closed,006B00000049VD7IAM,true,true,Fields Sales,289,Johnson Mcclean Assoc Inc - 150k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,100,Channel (Partner),Closed Won,Closed Won,8,5676314,2020-05-25
Silver,001B000000sxKEtIAM,Food & Beverage,Millennials,Accelerator Labs,Activity 744,75000,2018-08-30,2019-11-18,898,75000,Omitted,006B0000003hgUQIAY,true,false,Fields Sales,232,Accelerator Labs - 75k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,IL,0,Simple,Closed Lost,Closed Lost,9,22325468,2020-05-25
Gold,001B000000WJE5tIAH,Insurance,Millennials,Magically Inc,Activity 123,30600,2020-04-25,2019-09-05,320,30600,Omitted,006B00000049Vf5IAE,true,false,Reseller,306,Magically Inc - 30.6k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,0,Simple,Closed Lost,Closed Lost,9,9794702,2020-05-25
Gold,001B000000SS4zyIAD,Electronics,Retired,Flight Systems,Activity 422,21000,2019-07-06,2019-09-01,681,21000,Closed,006B0000003n2x5IAA,true,true,Fields Sales,310,Flight Systems - 21k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,CA,100,Channel (Partner),Closed Won,Closed Won,8,8403023,2020-05-25
Silver,001B000000SS4IGIA1,Machinery,Mass Market,Axis Technologies,Activity 431,65000,2019-11-30,2019-10-01,479,65000,Omitted,006B0000003n2zmIAA,true,false,Fields Sales,280,Axis Technologies - 65k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Simple,Closed Lost,Closed Lost,9,58236835,2020-05-25
Platinum,001B000000SS42bIAD,Utilities,Mass Market,Actuate Corporation,Activity 543,70500,2018-08-20,2019-09-24,942,70500,Closed,006B0000003hgfeIAA,true,true,Fields Sales,287,Actuate Corporation - 70.5k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,CA,100,Simple,Closed Won,Closed Won,8,21026966,2020-05-25
Platinum,001B000000SS41mIAD,Banking,Mass Market,Parkway Motors,Activity 69,27500,2020-03-04,2019-09-26,350,27500,Closed,006B00000049VBJIA2,true,true,Reseller,285,Parkway Motors - 27.5k,Mark Garet,New York,0051U000005KhW6QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,NY,100,Channel (Partner),Closed Won,Closed Won,8,54472786,2020-05-25
Platinum,001B000000SS4mMIAT,Financial Services,Retired,Birdland Enterprises,Activity 84,150000,2020-02-18,2019-11-01,387,150000,Omitted,006B00000049V1lIAE,true,false,Fields Sales,249,Birdland Enterprises - 150k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Channel (Partner),Closed Lost,Closed Lost,9,28743940,2020-05-25
