"Emission_Category","AccountId","Energy_Consumption","Ground_Travel_Emissions_Category","LastProcessedDate","Consumption_Type","City","RenewalEnergy","Vendor","Date","Business_Travel_Type","Emission_Type","Emission_Source","Country","AccountExternalId","GTE_Value","Cost_Center_Name","AccountName","Electricity_Consumption_Value","Energy_Consumption_Value","Emission_Value","Emissions_from_Business_Travel","Carbon_Intensity"
"Vehicle","001B000001SklaOIAR","Fuel Oil","Taxi","2023-03-24","Energy",,"False","Delta","2023-02-07","Ground Travel","Ground Travel","Vehicle","Brazil","SupplierAcct204","2300","AMER Sales","Yubo LATAM",0,7,78,31000,0.08
"Vehicle","001B000001SklaOIAR","Biomass","Personal Car","2023-03-24","Electricity",,"True","United Airlines","2023-02-05","Air Travel","Hotel Stay","Vehicle","Argentina","SupplierAcct204","1500","AMER Sales","Yubo LATAM",11,0,78,31000,0.08
"Vehicle","001B000001SklaOIAR","Natural Gas","#N/A","2023-03-24","Energy",,"False","United Airlines","2023-02-03","Air Travel","Air Travel","Vehicle","Argentina","SupplierAcct204","#N/A","AMER Sales","Yubo LATAM",0,9,98,31000,0.04
"Vehicle","001B000001SklaOIAR","Solar","Rental Car","2023-03-24","Electricity",,"True","United Airlines","2023-01-31","Air Travel","Ground Travel","Vehicle","Argentina","SupplierAcct204","900","AMER Sales","Yubo LATAM",8,0,98,31000,0.13
"Vehicle","001B000001SklaOIAR","Wind","Taxi","2023-03-24","Electricity",,"True","British Airways","2023-01-30","Private Jet","Hotel Stay","Vehicle","Argentina","SupplierAcct204","900","AMER Sales","Yubo LATAM",14,0,98,31000,0.08
"Vehicle","001B000001SklaOIAR","Biomass","#N/A","2023-03-24","Electricity",,"True","United Airlines","2023-01-19","Ground Travel","Air Travel","Vehicle","Argentina","SupplierAcct204","#N/A","AMER Sales","Yubo LATAM",11,0,78,31000,0.12
"Vehicle","001B000001SklaOIAR","Wind","Personal Car","2023-03-24","Electricity",,"True","Delta","2023-01-04","Private Jet","Hotel Stay","Vehicle","Argentina","SupplierAcct204","1000","AMER Sales","Yubo LATAM",23,0,98,31000,0.12
"Commercial Building","001B000001SklaOIAR","Solar","#N/A","2023-03-24","Electricity",,"True","Delta","2023-04-19","Private Jet","Commercial Building","Commercial Building","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",7,0,140,31000,0.12
"Commercial Building","001B000001SklaOIAR","Steam","#N/A","2023-03-24","Electricity",,"False","United Airlines","2023-03-27"," Rental Car","Commercial Building","Commercial Building","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",1,0,140,31000,0.12
"Commercial Building","001B000001SklaOIAR","Diesel","#N/A","2023-03-24","Energy",,"False","United Airlines","2023-03-18","Private Jet","Commercial Building","Commercial Building","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",0,11,140,31000,0.04
"Commercial Building","001B000001SklaOIAR","Biomass","#N/A","2023-03-24","Electricity",,"True","United Airlines","2023-02-27","Air Travel","Commercial Building","Commercial Building","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",9,0,112,31000,0.09
"Commercial Building","001B000001SklaOIAR","Wind","#N/A","2023-03-24","Electricity",,"True","Delta","2023-02-05","Private Jet","Commercial Building","Commercial Building","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",20,0,140,31000,0.13
"Commercial Building","001B000001SklaOIAR","Fuel Oil","#N/A","2023-03-24","Energy",,"False","United Airlines","2023-01-14","Private Jet","Commercial Building","Commercial Building","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",0,9,140,31000,0.08
"Commercial Building","001B000001SklaOIAR","Fuel Oil","#N/A","2023-03-24","Energy",,"False","British Airways","2023-01-13","Private Jet","Commercial Building","Commercial Building","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",0,8,112,31000,0.09
"Equipment","001B000001SklaOIAR","Hydroelectricity","#N/A","2023-03-24","Electricity",,"True","United Airlines","2023-04-26"," Rental Car","Equipment","Equipment","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",8,0,140,31000,0.08
"Equipment","001B000001SklaOIAR","Cooling","#N/A","2023-03-24","Electricity",,"False","Delta","2023-04-14","Air Travel","Equipment","Equipment","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",7,0,112,31000,0.09
"Data Center Facility","001B000001SklaOIAR","Fuel Oil","#N/A","2023-03-24","Energy",,"False","United Airlines","2023-04-07","Air Travel","Data Center Facility","Equipment","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",0,1,140,31000,0.12
"Data Center Facility","001B000001SklaOIAR","Solar","#N/A","2023-03-24","Electricity",,"True","Delta","2023-04-01","Air Travel","Data Center Facility","Equipment","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",14,0,112,31000,0.13
"Equipment","001B000001SklaOIAR","Wind","#N/A","2023-03-24","Electricity",,"True","British Airways","2023-03-26","Private Jet","Equipment","Equipment","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",18,0,112,31000,0.05
"Equipment","001B000001SklaOIAR","Solar","#N/A","2023-03-24","Electricity",,"True","Delta","2023-02-15","Air Travel","Equipment","Equipment","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",21,0,140,31000,0.08
"Equipment","001B000001SklaOIAR","Solar","#N/A","2023-03-24","Electricity",,"True","Delta","2023-01-12","Ground Travel","Equipment","Equipment","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",9,0,140,31000,0.13
"Company Shuttle","001B000001SklaOIAR","Biomass","Taxi","2023-03-24","Electricity",,"True","United Airlines","2023-04-29","Air Travel","Company Shuttle ","Travel","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",19,0,56,31000,0.12
"Company Shuttle","001B000001SklaOIAR","Wind","Subway","2023-03-24","Electricity",,"True","Delta","2023-04-07","Ground Travel","Company Shuttle ","Travel","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",9,0,56,31000,0.13
"Travel","001B000001SklaOIAR","Fuel Oil","#N/A","2023-03-24","Energy",,"False","Delta","2023-04-01","Air Travel","Private Jet","Travel","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",0,6,56,31000,0.13
"Travel","001B000001SklaOIAR","Hydroelectricity","#N/A","2023-03-24","Electricity",,"True","Emirates","2023-03-29","Private Jet","Other","Travel","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",4,0,56,31000,0.09
"Company Shuttle","001B000001SklaOIAR","Biomass","Subway","2023-03-24","Electricity",,"True","KLM","2023-03-28","Air Travel","Company Shuttle ","Travel","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",6,0,56,31000,0.08
"Travel","001B000001SklaOIAR","Fuel Oil","#N/A","2023-03-24","Energy",,"False","United Airlines","2023-03-26","Private Jet","Other","Travel","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",0,2,56,31000,0.12
"Travel","001B000001SklaOIAR","Natural Gas","#N/A","2023-03-24","Energy",,"False","United Airlines","2023-03-18","Air Travel","Other","Travel","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",0,8,45,31000,0.08
"Company Shuttle","001B000001SklaOIAR","Solar","Personal Car","2023-03-24","Electricity",,"True","United Airlines","2023-03-11","Ground Travel","Company Shuttle ","Travel","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",11,0,56,31000,0.13
"Travel","001B000001SklaOIAR","Biomass","Subway","2023-03-24","Electricity",,"True","United Airlines","2023-03-02","Ground Travel","Fleet Vehicle","Travel","Argentina","SupplierAcct204","1000","LATAM Sales","Yubo LATAM",13,0,56,31000,0.09
"Travel","001B000001SklaOIAR","Solar","Subway","2023-03-24","Electricity",,"True","Delta","2023-02-09","Ground Travel","Fleet Vehicle","Travel","Argentina","SupplierAcct204","1500","LATAM Sales","Yubo LATAM",10,0,56,31000,0.12
"Company Shuttle","001B000001SklaOIAR","Fuel Oil","Limousine","2023-03-24","Energy",,"False","United Airlines","2023-02-03","Private Jet","Company Shuttle ","Travel","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",0,5,45,31000,0.12
"Travel","001B000001SklaOIAR","Hydroelectricity","#N/A","2023-03-24","Electricity",,"True","Emirates","2023-01-25","Private Jet","Other","Travel","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",22,0,45,31000,0.13
"Company Shuttle","001B000001SklaOIAR","Wind","Taxi","2023-03-24","Electricity",,"True","United Airlines","2023-01-05","Private Jet","Company Shuttle ","Travel","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",7,0,56,31000,0.12
"Travel","001B000001SklaOIAR","Wind","#N/A","2023-03-24","Electricity",,"True","British Airways","2023-01-04","Ground Travel","Private Jet","Travel","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",14,0,56,31000,0.08
"Vehicle","001B000001SklaOIAR","Solar","Personal Car","2023-03-24","Electricity",,"True","United Airlines","2023-04-19","Ground Travel","Hotel Stay","Vehicle","Brazil","SupplierAcct204","900","AMER HR","Yubo LATAM",16,0,78,31000,0.12
"Vehicle","001B000001SklaOIAR","Heat","Subway","2023-03-24","Electricity",,"False","Delta","2023-03-27","Air Travel","Hotel Stay","Vehicle","Brazil","SupplierAcct204","1200","AMER HR","Yubo LATAM",3,0,98,31000,0.08
"Vehicle","001B000001SklaOIAR","Solar","Rental Car","2023-03-24","Electricity",,"True","Delta","2023-03-22","Private Jet","Hotel Stay","Vehicle","Brazil","SupplierAcct204","1000","AMER HR","Yubo LATAM",2,0,98,31000,0.13
"Vehicle","001B000001SklaOIAR","Natural Gas","Taxi","2023-03-24","Energy",,"False","United Airlines","2023-03-16","Air Travel","Hotel Stay","Vehicle","Brazil","SupplierAcct204","1200","AMER HR","Yubo LATAM",0,5,98,31000,0.09
"Vehicle","001B000001SklaOIAR","Solar","Personal Car","2023-03-24","Electricity",,"True","United Airlines","2023-03-05","Private Jet","Ground Travel","Vehicle","Brazil","SupplierAcct204","900","AMER HR","Yubo LATAM",10,0,98,31000,0.12
"Vehicle","001B000001SklaOIAR","Solar","#N/A","2023-03-24","Electricity",,"True","Delta","2023-01-08","Air Travel","Air Travel","Vehicle","Brazil","SupplierAcct204","#N/A","AMER HR","Yubo LATAM",12,0,98,31000,0.13
"Commercial Building","001B000001SklaOIAR","Biomass","#N/A","2023-03-24","Electricity",,"True","United Airlines","2023-04-05","Private Jet","Commercial Building","Commercial Building","Brazil","SupplierAcct204","#N/A","AMER HR","Yubo LATAM",12,0,112,31000,0.09
"Commercial Building","001B000001SklaOIAR","Diesel","#N/A","2023-03-24","Energy",,"False","Delta","2023-04-05","Ground Travel","Commercial Building","Commercial Building","Brazil","SupplierAcct204","#N/A","AMER HR","Yubo LATAM",0,7,112,31000,0.13
"Commercial Building","001B000001SklaOIAR","Solar","#N/A","2023-03-24","Electricity",,"True","British Airways","2023-03-27","Air Travel","Commercial Building","Commercial Building","Brazil","SupplierAcct204","#N/A","AMER HR","Yubo LATAM",16,0,112,31000,0.09
"Commercial Building","001B000001SklaOIAR","Solar","#N/A","2023-03-24","Electricity",,"True","KLM","2023-02-04","Air Travel","Commercial Building","Commercial Building","Brazil","SupplierAcct204","#N/A","AMER HR","Yubo LATAM",10,0,140,31000,0.13
"Data Center Facility","001B000001SklaOIAR","Fuel Oil","#N/A","2023-03-24","Energy",,"False","United Airlines","2023-02-14","Ground Travel","Data Center Facility","Data Center Facility","Brazil","SupplierAcct204","#N/A","AMER Sales","Yubo LATAM",0,7,140,31000,0.08
"Data Center Facility","001B000001SklaOIAR","Hydroelectricity","#N/A","2023-03-24","Electricity",,"True","United Airlines","2023-01-05","Ground Travel","Data Center Facility","Data Center Facility","Brazil","SupplierAcct204","#N/A","AMER HR","Yubo LATAM",20,0,112,31000,0.05
"Equipment","001B000001SklaOIAR","Hydroelectricity","#N/A","2023-03-24","Electricity",,"True","KLM","2023-04-29","Hotel Stay","Equipment","Equipment","Brazil","SupplierAcct204","#N/A","AMER HR","Yubo LATAM",1,0,112,31000,0.08
"Data Center Facility","001B000001SklaOIAR","Steam","#N/A","2023-03-24","Electricity",,"False","KLM","2023-02-20","Private Jet","Data Center Facility","Equipment","Brazil","SupplierAcct204","#N/A","AMER HR","Yubo LATAM",17,0,112,31000,0.13
"Equipment","001B000001SklaOIAR","Wind","#N/A","2023-03-24","Electricity",,"True","Emirates","2023-02-05","Ground Travel","Equipment","Equipment","Brazil","SupplierAcct204","#N/A","AMER HR","Yubo LATAM",6,0,112,31000,0.12
"Equipment","001B000001SklaOIAR","Hydroelectricity","#N/A","2023-03-24","Electricity",,"True","British Airways","2023-01-15"," Rental Car","Equipment","Equipment","Brazil","SupplierAcct204","#N/A","AMER Sales","Yubo LATAM",18,0,140,31000,0.08
"Company Shuttle","001B000001SklaOIAR","Solar","Personal Car","2023-03-24","Electricity",,"True","Delta","2023-04-28"," Rental Car","Company Shuttle ","Travel","Brazil","SupplierAcct204","#N/A","AMER Sales","Yubo LATAM",9,0,56,31000,0.06
"Travel","001B000001SklaOIAR","Solar","Limousine","2023-03-24","Electricity",,"True","Delta","2023-04-13","Private Jet","Fleet Vehicle","Travel","Brazil","SupplierAcct204","1200","AMER Sales","Yubo LATAM",19,0,56,31000,0.09
"Company Shuttle","001B000001SklaOIAR","Cooling","Rental Car","2023-03-24","Electricity",,"False","United Airlines","2023-03-29"," Rental Car","Company Shuttle ","Travel","Brazil","SupplierAcct204","#N/A","AMER Sales","Yubo LATAM",13,0,56,31000,0.08
"Travel","001B000001SklaOIAR","Biomass","Taxi","2023-03-24","Electricity",,"True","Delta","2023-03-21","Private Jet","Fleet Vehicle","Travel","Brazil","SupplierAcct204","2300","AMER Sales","Yubo LATAM",7,0,56,31000,0.12
"Travel","001B000001SklaOIAR","Wind","#N/A","2023-03-24","Electricity",,"True","Delta","2023-03-20"," Rental Car","Private Jet","Travel","Brazil","SupplierAcct204","#N/A","AMER Sales","Yubo LATAM",12,0,56,31000,0.05
"Travel","001B000001SklaOIAR","Biomass","Subway","2023-03-24","Electricity",,"True","British Airways","2023-03-10","Ground Travel","Fleet Vehicle","Travel","Brazil","SupplierAcct204","1200","AMER Sales","Yubo LATAM",6,0,56,31000,0.09
"Company Shuttle","001B000001SklaOIAR","Hydroelectricity","Subway","2023-03-24","Electricity",,"True","Delta","2023-02-27","Private Jet","Company Shuttle ","Travel","Argentina","SupplierAcct204","#N/A","AMER Sales","Yubo LATAM",14,0,56,31000,0.13
"Travel","001B000001SklaOIAR","Solar","Subway","2023-03-24","Electricity",,"True","Emirates","2023-02-24","Ground Travel","Fleet Vehicle","Travel","Argentina","SupplierAcct204","1000","AMER Sales","Yubo LATAM",9,0,45,31000,0.13
"Travel","001B000001SklaOIAR","Solar","#N/A","2023-03-24","Electricity",,"True","United Airlines","2023-02-21","Air Travel","Other","Travel","Argentina","SupplierAcct204","#N/A","AMER Sales","Yubo LATAM",17,0,56,31000,0.08
"Company Shuttle","001B000001SklaOIAR","Wind","Taxi","2023-03-24","Electricity",,"True","KLM","2023-02-17","Ground Travel","Company Shuttle ","Travel","Argentina","SupplierAcct204","#N/A","AMER Sales","Yubo LATAM",22,0,45,31000,0.04
"Travel","001B000001SklaOIAR","Wind","#N/A","2023-03-24","Electricity",,"True","British Airways","2023-02-10","Private Jet","Private Jet","Travel","Argentina","SupplierAcct204","#N/A","AMER Sales","Yubo LATAM",16,0,45,31000,0.05
"Travel","001B000001SklaOIAR","Solar","#N/A","2023-03-24","Electricity",,"True","United Airlines","2023-02-07","Air Travel","Private Jet","Travel","Argentina","SupplierAcct204","#N/A","AMER Sales","Yubo LATAM",23,0,45,31000,0.08
"Travel","001B000001SklaOIAR","Cooling","#N/A","2023-03-24","Electricity",,"False","United Airlines","2023-01-18"," Rental Car","Other","Travel","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",15,0,56,31000,0.13
"Vehicle","001B000001SklaOIAR","Wind","Personal Car","2023-03-24","Electricity",,"True","KLM","2023-04-30","Private Jet","Hotel Stay","Vehicle","Argentina","SupplierAcct204","2300","LATAM Sales","Yubo LATAM",16,0,78,31000,0.13
"Vehicle","001B000001SklaOIAR","Wind","Taxi","2023-03-24","Electricity",,"True","KLM","2023-04-23","Air Travel","Hotel Stay","Vehicle","Argentina","SupplierAcct204","1000","LATAM Sales","Yubo LATAM",18,0,78,31000,0.13
"Vehicle","001B000001SklaOIAR","Diesel","Personal Car","2023-03-24","Energy",,"False","United Airlines","2023-03-24","Air Travel","Ground Travel","Vehicle","Argentina","SupplierAcct204","1200","LATAM Sales","Yubo LATAM",0,3,78,31000,0.12
"Vehicle","001B000001SklaOIAR","Biomass","#N/A","2023-03-24","Electricity",,"True","United Airlines","2023-03-12","Air Travel","Air Travel","Vehicle","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",7,0,98,31000,0.12
"Vehicle","001B000001SklaOIAR","Wind","Taxi","2023-03-24","Electricity",,"True","United Airlines","2023-02-13","Air Travel","Ground Travel","Vehicle","Argentina","SupplierAcct204","1500","LATAM Sales","Yubo LATAM",5,0,78,31000,0.13
"Vehicle","001B000001SklaOIAR","Wind","Personal Car","2023-03-24","Electricity",,"True","British Airways","2023-02-11","Ground Travel","Ground Travel","Vehicle","Argentina","SupplierAcct204","900","LATAM Sales","Yubo LATAM",14,0,98,31000,0.05
"Vehicle","001B000001SklaOIAR","Diesel","Personal Car","2023-03-24","Energy",,"False","United Airlines","2023-02-07","Air Travel","Ground Travel","Vehicle","Argentina","SupplierAcct204","2300","LATAM Sales","Yubo LATAM",0,5,98,31000,0.09
"Vehicle","001B000001SklaOIAR","Solar","Personal Car","2023-03-24","Electricity",,"True","British Airways","2023-01-30","Private Jet","Ground Travel","Vehicle","Argentina","SupplierAcct204","2300","LATAM Sales","Yubo LATAM",21,0,98,31000,0.12
"Vehicle","001B000001SklaOIAR","Solar","#N/A","2023-03-24","Electricity",,"True","Delta","2023-01-22"," Rental Car","Air Travel","Vehicle","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",21,0,98,31000,0.13
"Vehicle","001B000001SklaOIAR","Diesel","Limousine","2023-03-24","Energy",,"False","United Airlines","2023-01-11","Private Jet","Ground Travel","Vehicle","Argentina","SupplierAcct204","2000","LATAM Sales","Yubo LATAM",0,2,78,31000,0.08
"Commercial Building","001B000001SklaOIAR","Biomass","#N/A","2023-03-24","Electricity",,"True","Emirates","2022-12-21","Private Jet","Commercial Building","Commercial Building","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",2,0,140,15000,0.13
"Data Center Facility","001B000001SklaOIAR","Solar","#N/A","2023-03-24","Electricity",,"True","United Airlines","2022-04-21","Hotel Stay","Data Center Facility","Data Center Facility","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",21,0,140,15000,0.09
"Data Center Facility","001B000001SklaOIAR","Biomass","#N/A","2023-03-24","Electricity",,"True","KLM","2022-02-09","Air Travel","Data Center Facility","Equipment","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",3,0,140,15000,0.12
"Company Shuttle","001B000001SklaOIAR","Solar","Taxi","2023-03-24","Electricity",,"True","Delta","2022-11-15","Air Travel","Company Shuttle ","Travel","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",14,0,140,15000,0.13
"Company Shuttle","001B000001SklaOIAR","Fuel Oil","Subway","2023-03-24","Energy",,"False","United Airlines","2022-11-07","Private Jet","Company Shuttle ","Travel","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",0,6,112,15000,0.11
"Travel","001B000001SklaOIAR","Natural Gas","#N/A","2023-03-24","Energy",,"False","Delta","2022-04-14","Air Travel","Private Jet","Travel","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",0,6,112,15000,0.08
