Emission_Category,Energy_Consumption,Ground_Travel_Emissions_Category,Consumption_Type,City,RenewalEnergy,Vendor,Date,Business_Travel_Type,Emission_Type,Emission_Source,Country,Cost_Center_Name,Electricity_Consumption_Value,Energy_Consumption_Value,Emission_Value,Emissions_from_Business_Travel,GTE_Value,Carbon_Intensity
Data Center Facility,Heat,,Electricity,Dublin,False,British Airways,2022-02-13,Private Jet,Data Center Facility,Data Center Facility,Ireland,EMEA Sales,2,0,150,31000,,0.03
Travel,Solar,,Electricity,Tokyo,True,Delta,2021-02-27,Hotel Stay,Private Jet,Travel,Japan,EMEA Sales,5,0,200,15000,,0.26
Comercial Building,Solar,,Electricity,Tokyo,True,United Airlines,2022-04-14, Rental Car,Comercial Building,Comercial Building,Japan,APAC Sales,3,0,200,31000,,0.46
Travel,Wind,,Electricity,New York,True,Delta,2020-11-21,Air Travel,Other,Travel,United States of America,General COO,9,0,400,7000,,0.21
Travel,Solar,Subway,Electricity,San Fransisco ,True,Emirates,2022-02-24,Ground Travel,Fleet Vehicle,Travel,United States of America,LATAM Sales,9,0,400,31000,1000,0.68
Vehicle,Cooling,,Electricity,Dublin,False,KLM,2020-03-09,Air Travel,Air Travel,Vehicle,Ireland,APAC Sales,19,0,100,7000,,0.01
Vehicle,Hydroelectricity,Rental Car,Electricity,Paris,True,United Airlines,2022-04-29,Ground Travel,Ground Travel,Vehicle,France,General COO,16,0,200,31000,1500,0.09
Travel,Diesel,,Energy,Tokyo,False,United Airlines,2021-07-02,Ground Travel,Private Jet,Travel,Japan,EMEA Sales,0,6,150,15000,,0.6
Company Shuttle,Wind,Personal Car,Electricity,New York,True,British Airways,2022-02-01,Air Travel,Company Shuttle ,Travel,United States of America,AMER Sales,2,0,500,31000,,0.49
Vehicle,Solar,Limousine,Electricity,Paris,True,United Airlines,2021-10-13,Private Jet,Ground Travel,Vehicle,France,LATAM Sales,22,0,100,15000,900,0.62
Vehicle,Biomass,Personal Car,Electricity,San Fransisco ,True,Delta,2020-06-09,Private Jet,Hotel Stay,Vehicle,United States of America,EMEA Sales,22,0,500,7000,1000,0.41
Travel,Fuel Oil,Subway,Energy,San Fransisco ,False,Delta,2022-03-23,Ground Travel,Fleet Vehicle,Travel,United States of America,EMEA Sales,0,7,500,31000,900,0.68
Comercial Building,Biomass,,Electricity,Tokyo,True,Emirates,2022-01-27,Private Jet,Comercial Building,Comercial Building,Japan,General COO,1,0,200,31000,,0.24
Data Center Facility,Hydroelectricity,,Electricity,New York,True,United Airlines,2020-04-02,Air Travel,Data Center Facility,Equipment,United States of America,APAC Sales,19,0,400,7000,,0.67
Equipment,Solar,,Electricity,San Fransisco ,True,Delta,2022-02-15,Ground Travel,Equipment,Equipment,United States of America,APAC Marketing,7,0,500,31000,,0.47
Vehicle,Solar,,Electricity,Paris,True,United Airlines,2021-12-19,Air Travel,Air Travel,Vehicle,France,EMEA Sales,7,0,100,15000,,0.68
Travel,Cooling,,Electricity,San Fransisco ,False,Delta,2022-04-06,Ground Travel,Other,Travel,United States of America,AMER HR,16,0,400,31000,,0.62
Comercial Building,Fuel Oil,,Energy,Tokyo,False,United Airlines,2020-01-20, Rental Car,Comercial Building,Comercial Building,Japan,APAC Sales,0,1,200,7000,,0.61
Equipment,Wind,,Electricity,New York,True,KLM,2021-09-07,Private Jet,Equipment,Equipment,United States of America,LATAM Sales,4,0,400,15000,,0.61
Data Center Facility,Solar,,Electricity,San Fransisco ,True,United Airlines,2022-03-30,Private Jet,Data Center Facility,Equipment,United States of America,APAC Sales,7,0,500,31000,,0.49
Travel,Solar,,Electricity,Paris,True,British Airways,2022-04-20,Air Travel,Private Jet,Travel,France,General COO,13,0,200,31000,,0.64
Vehicle,Diesel,Subway,Energy,San Fransisco ,False,Delta,2022-03-03,Hotel Stay,Ground Travel,Vehicle,United States of America,EMEA Sales,0,12,500,31000,2000,0.66
Vehicle,Biomass,,Electricity,New York,True,United Airlines,2020-02-10,Ground Travel,Air Travel,Vehicle,United States of America,EMEA Sales,19,0,400,7000,,0.45
Vehicle,Wind,Personal Car,Electricity,Tokyo,True,Delta,2021-07-23,Air Travel,Hotel Stay,Vehicle,Japan,EMEA Sales,1,0,200,15000,1200,0.42
Travel,Natural Gas,,Energy,Dublin,False,British Airways,2022-02-07,Ground Travel,Other,Travel,Ireland,EMEA Sales,0,6,150,31000,,0.66
Company Shuttle,Hydroelectricity,Taxi,Electricity,San Fransisco ,True,Delta,2022-02-26,Private Jet,Company Shuttle ,Travel,United States of America,EMEA Sales,13,0,500,31000,,0.42
Travel,Biomass,Subway,Electricity,Paris,True,KLM,2020-10-22,Air Travel,Fleet Vehicle,Travel,France,APAC Sales,15,0,100,7000,2300,0.23
Travel,Diesel,Personal Car,Energy,Tokyo,False,Emirates,2022-04-14,Ground Travel,Fleet Vehicle,Travel,Japan,AMER Sales,0,6,100,31000,2000,0.69
Comercial Building,Wind,,Electricity,Dublin,True,Delta,2021-12-21, Rental Car,Comercial Building,Comercial Building,Ireland,LATAM Sales,12,0,100,15000,,0.07
Vehicle,Fuel Oil,Subway,Energy,New York,False,United Airlines,2022-04-14,Air Travel,Ground Travel,Vehicle,United States of America,APAC Sales,0,2,400,31000,1500,0.22
Travel,Solar,,Electricity,San Fransisco ,True,United Airlines,2020-07-23,Ground Travel,Private Jet,Travel,United States of America,APAC Sales,8,0,400,7000,,0.64
Vehicle,Cooling,,Electricity,San Fransisco ,False,United Airlines,2021-07-09,Private Jet,Air Travel,Vehicle,United States of America,AMER HR,21,0,500,15000,,0.63
Travel,Solar,,Electricity,Tokyo,True,Delta,2022-03-13, Rental Car,Other,Travel,Japan,General COO,17,0,200,31000,,0.07
Company Shuttle,Steam,Limousine,Electricity,New York,False,United Airlines,2022-01-19,Air Travel,Company Shuttle ,Travel,United States of America,APAC Sales,19,0,500,31000,,0.65
Equipment,Biomass,,Electricity,Dublin,True,Delta,2020-08-28,Ground Travel,Equipment,Equipment,Ireland,APAC Marketing,2,0,150,7000,,0.29
Vehicle,Wind,Taxi,Electricity,San Fransisco ,True,British Airways,2022-01-30,Private Jet,Hotel Stay,Vehicle,United States of America,EMEA Sales,14,0,500,31000,900,0.4
Data Center Facility,Solar,,Electricity,Paris,True,United Airlines,2021-08-06,Air Travel,Data Center Facility,Data Center Facility,France,General COO,12,0,400,15000,,0.4
Comercial Building,Hydroelectricity,,Electricity,Tokyo,True,United Airlines,2022-04-22,Ground Travel,Comercial Building,Comercial Building,Japan,EMEA Sales,10,0,150,31000,,0.26
Vehicle,Solar,Personal Car,Electricity,New York,True,KLM,2021-12-03,Private Jet,Hotel Stay,Vehicle,United States of America,LATAM Sales,21,0,400,15000,2300,0.41
Travel,Diesel,,Energy,Paris,False,Delta,2022-02-14,Private Jet,Other,Travel,France,APAC Sales,0,2,200,31000,,0.65
Vehicle,Fuel Oil,Rental Car,Energy,San Fransisco ,False,British Airways,2020-03-22,Air Travel,Ground Travel,Vehicle,United States of America,EMEA Sales,0,7,500,7000,1000,0.68
Equipment,Solar,,Electricity,San Fransisco ,True,Delta,2022-03-02,Hotel Stay,Equipment,Equipment,United States of America,EMEA Sales,16,0,400,31000,,0.48
Travel,Solar,,Electricity,New York,True,United Airlines,2020-12-31,Ground Travel,Private Jet,Travel,United States of America,EMEA Sales,8,0,400,7000,,0.62
Company Shuttle,Biomass,Personal Car,Electricity,Tokyo,True,Emirates,2021-10-13, Rental Car,Company Shuttle ,Travel,Japan,APAC Sales,18,0,400,15000,,0.43
Vehicle,Hydroelectricity,,Electricity,Dublin,True,Delta,2022-04-01,Air Travel,Air Travel,Vehicle,Ireland,EMEA Sales,7,0,100,31000,,0.42
Data Center Facility,Cooling,,Electricity,San Fransisco ,False,United Airlines,2022-01-25,Ground Travel,Data Center Facility,Data Center Facility,United States of America,EMEA Sales,11,0,500,31000,,0.64
Travel,Wind,Taxi,Electricity,Paris,True,KLM,2022-03-17,Private Jet,Fleet Vehicle,Travel,France,General COO,23,0,100,31000,1500,0.47
Vehicle,Natural Gas,Subway,Energy,San Fransisco ,False,Delta,2020-03-23,Private Jet,Hotel Stay,Vehicle,United States of America,LATAM Sales,0,5,500,7000,2000,0.49
Data Center Facility,Solar,,Electricity,Tokyo,True,British Airways,2022-02-18,Air Travel,Data Center Facility,Equipment,Japan,EMEA Sales,13,0,200,31000,,0.63
Vehicle,Wind,Personal Car,Electricity,New York,True,United Airlines,2021-03-26,Private Jet,Ground Travel,Vehicle,United States of America,APAC Sales,18,0,400,15000,1200,0.27
Travel,Biomass,,Electricity,San Fransisco ,True,Delta,2022-02-12,Air Travel,Other,Travel,United States of America,APAC Sales,18,0,500,31000,,0.62
Equipment,Diesel,,Energy,Paris,False,United Airlines,2021-06-25,Ground Travel,Equipment,Equipment,France,EMEA Sales,0,6,100,15000,,0.6
Travel,Hydroelectricity,Subway,Electricity,New York,True,United Airlines,2022-02-09,Ground Travel,Fleet Vehicle,Travel,United States of America,AMER HR,13,0,400,31000,900,0.44
Comercial Building,Solar,,Electricity,Tokyo,True,Delta,2020-01-14,Air Travel,Comercial Building,Comercial Building,Japan,EMEA Sales,22,0,200,7000,,0.45
Company Shuttle,Fuel Oil,Subway,Energy,San Fransisco ,False,United Airlines,2022-02-09, Rental Car,Company Shuttle ,Travel,United States of America,APAC Sales,0,1,400,31000,,0.47
Travel,Biomass,,Electricity,New York,True,United Airlines,2021-01-17,Ground Travel,Private Jet,Travel,United States of America,AMER Sales,1,0,500,15000,,0.61
Vehicle,Wind,,Electricity,Tokyo,True,British Airways,2020-08-20,Air Travel,Air Travel,Vehicle,Japan,APAC Marketing,12,0,150,7000,,0.65
Vehicle,Solar,Subway,Electricity,Dublin,True,KLM,2022-01-27,Private Jet,Ground Travel,Vehicle,Ireland,LATAM Sales,9,0,100,31000,1200,0.03
Vehicle,Geothermal,Personal Car,Electricity,Paris,True,Delta,2022-04-17,Ground Travel,Hotel Stay,Vehicle,France,General COO,12,0,100,31000,1000,0.42
Travel,Solar,,Electricity,San Fransisco ,True,United Airlines,2020-05-08,Private Jet,Private Jet,Travel,United States of America,EMEA Sales,13,0,500,7000,,0.66
Comercial Building,Solar,,Electricity,New York,True,Emirates,2022-01-25,Air Travel,Comercial Building,Comercial Building,United States of America,APAC Sales,3,0,400,31000,,0.21
Vehicle,Cooling,,Electricity,Tokyo,False,United Airlines,2021-12-27,Ground Travel,Air Travel,Vehicle,Japan,EMEA Sales,18,0,150,15000,,0.06
Company Shuttle,Wind,Taxi,Electricity,San Fransisco ,True,United Airlines,2022-01-05,Private Jet,Company Shuttle ,Travel,United States of America,General COO,7,0,500,31000,,0.63
Travel,Fuel Oil,,Energy,San Fransisco ,False,KLM,2021-12-11,Air Travel,Other,Travel,United States of America,EMEA Sales,0,5,500,15000,,0.45
Equipment,Diesel,,Energy,Dublin,False,British Airways,2020-10-31,Hotel Stay,Equipment,Equipment,Ireland,General COO,0,7,150,7000,,0.22
Travel,Solar,Subway,Electricity,Paris,True,United Airlines,2022-01-19, Rental Car,Fleet Vehicle,Travel,France,EMEA Sales,15,0,100,31000,2300,0.27
Data Center Facility,Biomass,,Electricity,Tokyo,True,Delta,2022-02-14,Private Jet,Data Center Facility,Equipment,Japan,LATAM Sales,11,0,200,31000,,0.41
Equipment,Hydroelectricity,,Electricity,New York,True,United Airlines,2020-08-22,Air Travel,Equipment,Equipment,United States of America,APAC Sales,4,0,400,7000,,0.4
Travel,Solar,,Electricity,Paris,True,Delta,2022-03-19,Private Jet,Private Jet,Travel,France,EMEA Sales,4,0,200,31000,,0.69
Vehicle,Solar,Personal Car,Electricity,San Fransisco ,True,Delta,2021-09-19,Ground Travel,Ground Travel,Vehicle,United States of America,AMER HR,16,0,400,15000,1500,0.66
Vehicle,Solar,Limousine,Electricity,New York,True,United Airlines,2022-04-02,Ground Travel,Hotel Stay,Vehicle,United States of America,APAC Sales,20,0,400,31000,2300,0.66
Vehicle,Solar,,Electricity,San Fransisco ,True,Delta,2022-03-25,Air Travel,Air Travel,Vehicle,United States of America,EMEA Sales,8,0,500,31000,,0.42
Data Center Facility,Natural Gas,,Energy,Tokyo,False,British Airways,2021-11-28,Private Jet,Data Center Facility,Data Center Facility,Japan,EMEA Sales,0,8,200,15000,,0.26
Travel,Biomass,,Electricity,Paris,True,United Airlines,2020-02-06,Air Travel,Other,Travel,France,APAC Sales,11,0,200,7000,,0.61
Company Shuttle,Wind,Subway,Electricity,San Fransisco ,True,Delta,2022-04-07,Ground Travel,Company Shuttle ,Travel,United States of America,General COO,9,0,500,31000,,0.69
Travel,Solar,Personal Car,Electricity,Dublin,True,United Airlines,2022-02-09,Ground Travel,Fleet Vehicle,Travel,Ireland,APAC Sales,7,0,100,31000,2000,0.68
Comercial Building,Diesel,,Energy,Tokyo,False,Delta,2021-01-22,Private Jet,Comercial Building,Comercial Building,Japan,LATAM Sales,0,12,200,15000,,0.62
Travel,Wind,,Electricity,San Fransisco ,True,KLM,2020-08-12,Air Travel,Private Jet,Travel,United States of America,APAC Marketing,15,0,500,7000,,0.49
Vehicle,Cooling,Taxi,Electricity,New York,False,Emirates,2022-02-09,Ground Travel,Hotel Stay,Vehicle,United States of America,APAC Sales,5,0,400,31000,1200,0.64
Company Shuttle,Biomass,Personal Car,Electricity,Tokyo,True,Delta,2022-01-07,Private Jet,Company Shuttle ,Travel,Japan,EMEA Sales,20,0,100,31000,,0.49
Comercial Building,Hydroelectricity,,Electricity,San Fransisco ,True,United Airlines,2020-02-05,Air Travel,Comercial Building,Comercial Building,United States of America,General COO,9,0,400,7000,,0.69
Vehicle,Solar,,Electricity,Paris,True,United Airlines,2021-06-18,Hotel Stay,Air Travel,Vehicle,France,AMER Sales,20,0,100,15000,,0.46
Data Center Facility,Solar,,Electricity,New York,True,KLM,2022-03-11,Ground Travel,Data Center Facility,Equipment,United States of America,APAC Sales,20,0,500,31000,,0.43
Vehicle,Solar,Rental Car,Electricity,San Fransisco ,True,United Airlines,2022-01-31,Air Travel,Ground Travel,Vehicle,United States of America,EMEA Sales,8,0,500,31000,900,0.68
Equipment,Wind,,Electricity,Dublin,True,British Airways,2020-05-11,Private Jet,Equipment,Equipment,Ireland,AMER HR,2,0,150,7000,,0.09
Travel,Heat,,Electricity,Tokyo,False,Delta,2022-01-12, Rental Car,Other,Travel,Japan,EMEA Sales,18,0,150,31000,,0.66
Travel,Fuel Oil,Taxi,Energy,San Fransisco ,False,United Airlines,2021-01-26,Ground Travel,Fleet Vehicle,Travel,United States of America,EMEA Sales,0,3,500,15000,1500,0.47
Travel,Hydroelectricity,,Electricity,New York,True,Delta,2022-02-10,Air Travel,Private Jet,Travel,United States of America,EMEA Sales,17,0,400,31000,,0.26
Travel,Fuel Oil,,Energy,San Fransisco ,False,United Airlines,2021-05-20, Rental Car,Other,Travel,United States of America,EMEA Sales,0,11,500,15000,,0.69
Vehicle,Biomass,Subway,Electricity,Paris,True,British Airways,2020-05-29,Private Jet,Ground Travel,Vehicle,France,APAC Sales,21,0,100,7000,2000,0.69
Vehicle,Solar,,Electricity,Tokyo,True,Delta,2022-02-22,Ground Travel,Air Travel,Vehicle,Japan,APAC Sales,2,0,200,31000,,0.25
Equipment,Wind,,Electricity,New York,True,Emirates,2022-02-05,Ground Travel,Equipment,Equipment,United States of America,LATAM Sales,6,0,400,31000,,0.61
Vehicle,Biomass,Subway,Electricity,San Fransisco ,True,KLM,2020-09-28,Air Travel,Hotel Stay,Vehicle,United States of America,General COO,1,0,400,7000,1000,0.47
Data Center Facility,Hydroelectricity,,Electricity,Dublin,True,United Airlines,2022-03-28,Private Jet,Data Center Facility,Data Center Facility,Ireland,EMEA Sales,1,0,100,31000,,0.02
Comercial Building,Cooling,,Electricity,San Fransisco ,False,Delta,2022-02-17,Ground Travel,Comercial Building,Comercial Building,United States of America,EMEA Sales,4,0,500,31000,,0.68
Travel,Solar,Taxi,Electricity,Paris,True,United Airlines,2021-02-28,Air Travel,Fleet Vehicle,Travel,France,APAC Sales,2,0,200,15000,1000,0.1
Company Shuttle,Wind,Personal Car,Electricity,New York,True,British Airways,2022-03-09, Rental Car,Company Shuttle ,Travel,United States of America,APAC Marketing,2,0,400,31000,,0.23
Vehicle,Diesel,Limousine,Energy,Paris,False,United Airlines,2020-03-29,Air Travel,Ground Travel,Vehicle,France,EMEA Sales,0,8,100,7000,2300,0.4
Company Shuttle,Fuel Oil,Personal Car,Energy,Tokyo,False,United Airlines,2022-03-04,Private Jet,Company Shuttle ,Travel,Japan,LATAM Sales,0,12,200,31000,,0.66
Vehicle,Solar,Personal Car,Electricity,Tokyo,True,Delta,2021-06-14,Private Jet,Hotel Stay,Vehicle,Japan,General COO,13,0,400,15000,900,0.25
Comercial Building,Solar,,Electricity,New York,True,Delta,2022-04-09,Ground Travel,Comercial Building,Comercial Building,United States of America,APAC Sales,4,0,400,31000,,0.48
Travel,Steam,Subway,Electricity,San Fransisco ,False,United Airlines,2020-10-06,Hotel Stay,Fleet Vehicle,Travel,United States of America,EMEA Sales,5,0,500,7000,1200,0.41
Travel,Hydroelectricity,,Electricity,San Fransisco ,True,Delta,2022-01-17,Ground Travel,Other,Travel,United States of America,AMER HR,8,0,500,31000,,0.66
Equipment,Wind,,Electricity,Dublin,True,United Airlines,2021-08-06,Private Jet,Equipment,Equipment,Ireland,EMEA Sales,1,0,150,15000,,0.26
Data Center Facility,Natural Gas,,Energy,San Fransisco ,False,Emirates,2022-01-30,Air Travel,Data Center Facility,Equipment,United States of America,EMEA Sales,0,10,400,31000,,0.41
Travel,Diesel,,Energy,New York,False,United Airlines,2021-12-28,Air Travel,Private Jet,Travel,United States of America,General COO,0,1,400,15000,,0.69
Vehicle,Solar,,Electricity,Tokyo,True,British Airways,2022-04-29,Private Jet,Air Travel,Vehicle,Japan,EMEA Sales,15,0,150,31000,,0.62
Travel,Solar,,Electricity,San Fransisco ,True,KLM,2020-01-18,Air Travel,Other,Travel,United States of America,LATAM Sales,16,0,500,7000,,0.63
Vehicle,Biomass,,Electricity,Paris,True,Delta,2022-03-23,Ground Travel,Air Travel,Vehicle,France,AMER Sales,22,0,100,31000,,0.64
Equipment,Solar,,Electricity,Paris,True,Delta,2020-07-01, Rental Car,Equipment,Equipment,France,EMEA Sales,14,0,100,7000,,0.29
Travel,Cooling,Taxi,Electricity,San Fransisco ,False,United Airlines,2021-10-14,Private Jet,Fleet Vehicle,Travel,United States of America,General COO,3,0,500,15000,1000,0.46
Vehicle,Wind,Subway,Electricity,New York,True,United Airlines,2022-02-13,Ground Travel,Ground Travel,Vehicle,United States of America,APAC Sales,4,0,500,31000,1500,0.45
Company Shuttle,Solar,Subway,Electricity,Tokyo,True,British Airways,2022-03-15,Air Travel,Company Shuttle ,Travel,Japan,APAC Sales,7,0,150,31000,,0.47
Comercial Building,Fuel Oil,,Energy,San Fransisco ,False,KLM,2020-07-11,Ground Travel,Comercial Building,Comercial Building,United States of America,APAC Sales,0,9,500,7000,,0.63
Travel,Diesel,,Energy,Tokyo,False,Delta,2022-01-23,Air Travel,Private Jet,Travel,Japan,EMEA Sales,0,4,200,31000,,0.47
Data Center Facility,Hydroelectricity,,Electricity,Paris,True,United Airlines,2021-02-14,Ground Travel,Data Center Facility,Data Center Facility,France,APAC Sales,16,0,200,15000,,0.41
Vehicle,Solar,Personal Car,Electricity,New York,True,United Airlines,2022-01-01,Private Jet,Hotel Stay,Vehicle,United States of America,APAC Marketing,6,0,400,31000,2300,0.22
Equipment,Wind,,Electricity,Dublin,True,Delta,2021-06-25,Private Jet,Equipment,Equipment,Ireland,AMER HR,20,0,100,15000,,0.49
Travel,Biomass,,Electricity,New York,True,Delta,2020-05-16, Rental Car,Other,Travel,United States of America,LATAM Sales,18,0,400,7000,,0.67
Vehicle,Biomass,Subway,Electricity,San Fransisco ,True,British Airways,2022-03-26,Ground Travel,Ground Travel,Vehicle,United States of America,EMEA Sales,22,0,400,31000,2000,0.68
Vehicle,Solar,Taxi,Electricity,San Fransisco ,True,United Airlines,2022-04-20,Hotel Stay,Hotel Stay,Vehicle,United States of America,APAC Sales,2,0,500,31000,900,0.45
Vehicle,Solar,,Electricity,Tokyo,True,United Airlines,2022-02-26,Air Travel,Air Travel,Vehicle,Japan,EMEA Sales,6,0,200,31000,,0.27
Travel,Biomass,,Electricity,Paris,True,Emirates,2020-04-05,Private Jet,Private Jet,Travel,France,General COO,18,0,100,7000,,0.61
Comercial Building,Fuel Oil,,Energy,New York,False,United Airlines,2022-04-20,Ground Travel,Comercial Building,Comercial Building,United States of America,APAC Sales,0,2,400,31000,,0.43
Travel,Solar,Personal Car,Electricity,San Fransisco ,True,KLM,2021-08-06,Air Travel,Fleet Vehicle,Travel,United States of America,LATAM Sales,15,0,500,15000,1200,0.64
Data Center Facility,Natural Gas,,Energy,Tokyo,False,Delta,2022-03-20,Air Travel,Data Center Facility,Equipment,Japan,EMEA Sales,0,5,200,31000,,0.66
Company Shuttle,Wind,Personal Car,Electricity,Dublin,True,United Airlines,2020-04-23,Private Jet,Company Shuttle ,Travel,Ireland,APAC Sales,6,0,150,7000,,0.01
Vehicle,Diesel,Limousine,Energy,San Fransisco ,False,British Airways,2021-10-08,Ground Travel,Hotel Stay,Vehicle,United States of America,General COO,0,5,500,15000,1500,0.43
Data Center Facility,Cooling,,Electricity,Tokyo,False,United Airlines,2022-03-05, Rental Car,Data Center Facility,Data Center Facility,Japan,EMEA Sales,14,0,150,31000,,0.46
Travel,Hydroelectricity,,Electricity,Paris,True,Delta,2022-02-17,Ground Travel,Private Jet,Travel,France,EMEA Sales,20,0,100,31000,,0.61
Vehicle,Hydroelectricity,Subway,Electricity,New York,True,KLM,2021-04-26,Private Jet,Ground Travel,Vehicle,United States of America,APAC Sales,10,0,400,15000,1000,0.61
Equipment,Solar,,Electricity,San Fransisco ,True,Delta,2020-10-05,Air Travel,Equipment,Equipment,United States of America,EMEA Sales,4,0,400,7000,,0.62
Company Shuttle,Wind,Rental Car,Electricity,Dublin,True,Delta,2022-02-12,Ground Travel,Company Shuttle ,Travel,Ireland,EMEA Sales,16,0,100,31000,,0.62
Comercial Building,Fuel Oil,,Energy,San Fransisco ,False,United Airlines,2022-01-14,Private Jet,Comercial Building,Comercial Building,United States of America,General COO,0,9,500,31000,,0.4
Travel,Biomass,,Electricity,Paris,True,United Airlines,2020-02-26,Air Travel,Other,Travel,France,APAC Marketing,17,0,400,7000,,0.49
Vehicle,Solar,,Electricity,Tokyo,True,British Airways,2021-09-23,Ground Travel,Air Travel,Vehicle,Japan,EMEA Sales,21,0,200,15000,,0.65
Travel,Biomass,Taxi,Electricity,San Fransisco ,True,Delta,2022-03-21,Private Jet,Fleet Vehicle,Travel,United States of America,LATAM Sales,7,0,500,31000,2300,0.61
Travel,Solar,,Electricity,New York,True,Delta,2022-04-12,Air Travel,Other,Travel,United States of America,AMER Sales,10,0,500,31000,,0.23
Data Center Facility,Diesel,,Energy,Paris,False,United Airlines,2021-04-20,Air Travel,Data Center Facility,Data Center Facility,France,AMER HR,0,7,100,15000,,0.27
Vehicle,Solar,Personal Car,Electricity,New York,True,United Airlines,2022-04-19,Ground Travel,Hotel Stay,Vehicle,United States of America,General COO,16,0,400,31000,900,0.65
Travel,Wind,Subway,Electricity,Tokyo,True,Delta,2020-03-30, Rental Car,Fleet Vehicle,Travel,Japan,EMEA Sales,5,0,100,7000,2000,0.09
Vehicle,Cooling,,Electricity,San Fransisco ,False,United Airlines,2022-04-23,Private Jet,Air Travel,Vehicle,United States of America,EMEA Sales,20,0,500,31000,,0.61
Company Shuttle,Solar,Personal Car,Electricity,San Fransisco ,True,Emirates,2020-10-20,Ground Travel,Company Shuttle ,Travel,United States of America,EMEA Sales,23,0,400,7000,,0.49
Equipment,Solar,,Electricity,Dublin,True,KLM,2021-05-22,Hotel Stay,Equipment,Equipment,Ireland,APAC Sales,19,0,100,15000,,0.07
Vehicle,Wind,Subway,Electricity,Tokyo,True,British Airways,2022-01-27,Ground Travel,Ground Travel,Vehicle,Japan,APAC Sales,16,0,150,31000,1200,0.6
Travel,Hydroelectricity,,Electricity,San Fransisco ,True,Delta,2022-03-15,Private Jet,Private Jet,Travel,United States of America,EMEA Sales,17,0,500,31000,,0.68
Comercial Building,Solar,,Electricity,New York,True,United Airlines,2022-03-17,Air Travel,Comercial Building,Comercial Building,United States of America,APAC Sales,7,0,400,31000,,0.43
Vehicle,Fuel Oil,Subway,Energy,Paris,False,United Airlines,2020-01-29,Air Travel,Hotel Stay,Vehicle,France,LATAM Sales,0,9,100,7000,1500,0.66
Vehicle,Solar,Limousine,Electricity,New York,True,Delta,2022-01-09,Private Jet,Ground Travel,Vehicle,United States of America,APAC Sales,22,0,400,31000,1000,0.63
Travel,Solar,,Electricity,Tokyo,True,United Airlines,2021-08-12, Rental Car,Other,Travel,Japan,General COO,12,0,200,15000,,0.2
Equipment,Solar,,Electricity,Paris,True,Delta,2022-01-07,Ground Travel,Equipment,Equipment,France,APAC Sales,1,0,200,31000,,0.64
Vehicle,Wind,,Electricity,San Fransisco ,True,United Airlines,2021-05-26,Private Jet,Air Travel,Vehicle,United States of America,EMEA Sales,11,0,500,15000,,0.42
Company Shuttle,Natural Gas,Taxi,Energy,New York,False,Emirates,2022-03-16,Ground Travel,Company Shuttle ,Travel,United States of America,EMEA Sales,0,10,400,31000,,0.42
Travel,Hydroelectricity,,Electricity,Tokyo,True,British Airways,2020-02-06,Air Travel,Private Jet,Travel,Japan,EMEA Sales,16,0,400,7000,,0.46
Comercial Building,Solar,,Electricity,Dublin,True,United Airlines,2022-04-09,Air Travel,Comercial Building,Comercial Building,Ireland,APAC Sales,8,0,150,31000,,0.27
Data Center Facility,Biomass,,Electricity,San Fransisco ,True,KLM,2021-02-09,Air Travel,Data Center Facility,Equipment,United States of America,AMER HR,3,0,500,15000,,0.61
Travel,Fuel Oil,Subway,Energy,San Fransisco ,False,United Airlines,2022-03-21,Private Jet,Fleet Vehicle,Travel,United States of America,EMEA Sales,0,7,400,31000,2000,0.49
Data Center Facility,Solar,,Electricity,Paris,True,Delta,2020-10-31,Ground Travel,Data Center Facility,Data Center Facility,France,General COO,19,0,100,7000,,0.07
Comercial Building,Biomass,,Electricity,San Fransisco ,True,Delta,2022-03-11,Air Travel,Comercial Building,Comercial Building,United States of America,EMEA Sales,3,0,500,31000,,0.65
Vehicle,Biomass,Personal Car,Electricity,New York,True,Delta,2020-01-28,Ground Travel,Ground Travel,Vehicle,United States of America,APAC Sales,10,0,500,7000,1200,0.22
Company Shuttle,Diesel,Taxi,Energy,Tokyo,False,United Airlines,2021-10-11,Private Jet,Company Shuttle ,Travel,Japan,APAC Marketing,0,9,200,15000,,0.25
Travel,Wind,,Electricity,Tokyo,True,British Airways,2022-04-14, Rental Car,Private Jet,Travel,Japan,AMER Sales,19,0,150,31000,,0.46
Equipment,Hydroelectricity,,Electricity,New York,True,United Airlines,2022-01-09,Hotel Stay,Equipment,Equipment,United States of America,APAC Sales,20,0,400,31000,,0.64
Vehicle,Diesel,Rental Car,Energy,Paris,False,Delta,2020-05-07,Air Travel,Hotel Stay,Vehicle,France,LATAM Sales,0,12,200,7000,2300,0.49
Travel,Solar,,Electricity,San Fransisco ,True,KLM,2021-07-20,Ground Travel,Other,Travel,United States of America,General COO,21,0,500,15000,,0.47
Vehicle,Biomass,,Electricity,San Fransisco ,True,United Airlines,2022-03-12,Air Travel,Air Travel,Vehicle,United States of America,LATAM Sales,7,0,500,31000,,0.64
Travel,Geothermal,Subway,Electricity,Dublin,True,Delta,2022-02-21,Private Jet,Fleet Vehicle,Travel,Ireland,APAC Sales,10,0,100,31000,1500,0.49
