"ProjectName","ProjectId","LastProcessedDate","MitigationType","ProjectExternaId","ReportDate","BusinessRegion","CountryCode3Digits","AdditionalBenefits","ProjectType","Country","TotalPurchasedCredits","CostPerUnit","AvgCreditsPurchased","TotalAllocatedCredits","CreditsAvailable","CreditsAllocated","AvgPrice","TotalAvailableCredits","SustainabilityCredits","CreditsPurchased"
"Carbon Credit Project 93",,"2023-09-18","Sequestration","SDO.1093","2014-02-17","LATAM","ECU","Biodiversity","Forestry and Land Use","Ecuador",2500,20,20,1150,1,2,24,1350,750,1
"Carbon Credit Project 93",,"2023-09-18","Sequestration","SDO.1093","2017-02-23","LATAM","ECU","Biodiversity","Forestry and Land Use","Ecuador",2500,30,10,1150,4,4,24,1350,750,1
"Carbon Credit Project 14 - CAN",,"2023-09-18","Removal","SDO.1014","2017-07-24","AMER","CAN","Health","Industrial Manufacturing","Canada",2500,40,80,1150,1,5,24,1350,750,1
"Carbon Credit Project 14 - CAN",,"2023-09-18","Removal","SDO.1014","2022-03-04","AMER","CAN","Health","Industrial Manufacturing","Canada",2500,40,90,1150,2,2,24,1350,750,1
"Carbon Credit Project 93",,"2023-09-18","Sequestration","SDO.1093","2017-08-01","LATAM","ECU","Biodiversity","Forestry and Land Use","Ecuador",2500,30,20,1150,1,5,24,1350,750,1
"Carbon Credit Project 14 - CAN",,"2023-09-18","Removal","SDO.1014","2019-12-20","AMER","CAN","Health","Industrial Manufacturing","Canada",2500,40,90,1150,1,3,24,1350,750,1
"Carbon Credit Project 93",,"2023-09-18","Sequestration","SDO.1093","2014-08-06","LATAM","ECU","Biodiversity","Forestry and Land Use","Ecuador",2500,30,10,1150,3,2,24,1350,750,1
"Carbon Credit Project 93",,"2023-09-18","Sequestration","SDO.1093","2015-01-01","LATAM","ECU","Biodiversity","Forestry and Land Use","Ecuador",2500,20,20,1150,5,3,24,1350,750,1
"Carbon Credit Project 14 - CAN",,"2023-09-18","Removal","SDO.1014","2014-06-12","AMER","CAN","Health","Industrial Manufacturing","Canada",2500,30,80,1150,5,3,24,1350,750,1
"Carbon Credit Project 14 - CAN",,"2023-09-18","Removal","SDO.1014","2017-05-08","AMER","CAN","Health","Industrial Manufacturing","Canada",2500,30,90,1150,2,5,24,1350,750,1
"Carbon Credit Project 93",,"2023-09-18","Sequestration","SDO.1093","2019-02-27","LATAM","ECU","Biodiversity","Forestry and Land Use","Ecuador",2500,30,30,1150,4,3,24,1350,750,1
"Carbon Credit Project 93",,"2023-09-18","Sequestration","SDO.1093","2021-10-09","LATAM","ECU","Biodiversity","Forestry and Land Use","Ecuador",2500,20,10,1150,4,1,24,1350,750,1
"Carbon Credit Project 14 - CAN",,"2023-09-18","Removal","SDO.1014","2019-10-28","AMER","CAN","Health","Industrial Manufacturing","Canada",2500,30,90,1150,3,3,24,1350,750,1
"Carbon Credit Project 93",,"2023-09-18","Sequestration","SDO.1093","2019-02-07","LATAM","ECU","Biodiversity","Forestry and Land Use","Ecuador",2500,30,10,1150,4,3,24,1350,750,1
"Carbon Credit Project 14 - CAN",,"2023-09-18","Removal","SDO.1014","2019-05-09","AMER","CAN","Health","Industrial Manufacturing","Canada",2500,30,90,1150,2,3,24,1350,750,1
"Carbon Credit Project 14 - CAN",,"2023-09-18","Removal","SDO.1014","2023-09-26","AMER","CAN","Health","Industrial Manufacturing","Canada",2500,30,90,1150,5,3,24,1350,750,1
"Carbon Credit Project 93",,"2023-09-18","Sequestration","SDO.1093","2020-09-24","LATAM","ECU","Biodiversity","Forestry and Land Use","Ecuador",2500,30,20,1150,1,1,24,1350,750,1
"Carbon Credit Project 47",,"2023-09-18","Reduction","SDO.1047","2016-02-18","EMEA","TUR","Energy Access","Industrial Manufacturing","Turkey",2500,30,10,1150,1,2,24,1350,750,1
"Carbon Credit Project 43",,"2023-09-18","Removal","SDO.1043","2019-04-11","EMEA","DEU","Health","Agriculture","Germany",2500,30,50,1150,4,3,24,1350,750,2
"Carbon Credit Project 53",,"2023-09-18","Sequestration","SDO.1053","2021-07-31","EMEA","MAR","Energy Access","Forestry and Land Use","Morocco",2500,30,40,1150,2,1,24,1350,750,2
"Carbon Credit Project 47",,"2023-09-18","Reduction","SDO.1047","2017-12-12","EMEA","TUR","Energy Access","Industrial Manufacturing","Turkey",2500,30,70,1150,5,4,24,1350,750,1
"Carbon Credit Project 43",,"2023-09-18","Removal","SDO.1043","2023-08-05","EMEA","DEU","Health","Agriculture","Germany",2500,20,10,1150,3,4,24,1350,750,1
"Carbon Credit Project 53",,"2023-09-18","Sequestration","SDO.1053","2018-10-30","EMEA","MAR","Energy Access","Forestry and Land Use","Morocco",2500,30,20,1150,5,2,24,1350,750,1
"Carbon Credit Project 43",,"2023-09-18","Removal","SDO.1043","2016-11-24","EMEA","DEU","Health","Agriculture","Germany",2500,30,30,1150,2,2,24,1350,750,1
"Carbon Credit Project 53",,"2023-09-18","Sequestration","SDO.1053","2016-02-05","EMEA","MAR","Energy Access","Forestry and Land Use","Morocco",2500,30,20,1150,4,2,24,1350,750,1
"Carbon Credit Project 47",,"2023-09-18","Reduction","SDO.1047","2018-10-10","EMEA","TUR","Energy Access","Industrial Manufacturing","Turkey",2500,40,40,1150,3,1,24,1350,750,1
"Carbon Credit Project 43",,"2023-09-18","Removal","SDO.1043","2019-03-04","EMEA","DEU","Health","Agriculture","Germany",2500,20,10,1150,5,2,24,1350,750,1
"Carbon Credit Project 47",,"2023-09-18","Reduction","SDO.1047","2015-03-08","EMEA","TUR","Energy Access","Industrial Manufacturing","Turkey",2500,30,30,1150,2,3,24,1350,750,1
"Carbon Credit Project 53",,"2023-09-18","Sequestration","SDO.1053","2019-11-12","EMEA","MAR","Energy Access","Forestry and Land Use","Morocco",2500,30,20,1150,4,3,24,1350,750,1
"Carbon Credit Project 53",,"2023-09-18","Sequestration","SDO.1053","2015-05-30","EMEA","MAR","Energy Access","Forestry and Land Use","Morocco",2500,30,10,1150,5,3,24,1350,750,1
"Carbon Credit Project 43",,"2023-09-18","Removal","SDO.1043","2016-08-17","EMEA","DEU","Health","Agriculture","Germany",2500,20,20,1150,1,3,24,1350,750,1
"Carbon Credit Project 47",,"2023-09-18","Reduction","SDO.1047","2014-01-15","EMEA","TUR","Energy Access","Industrial Manufacturing","Turkey",2500,30,30,1150,4,2,24,1350,750,1
"Carbon Credit Project 43",,"2023-09-18","Removal","SDO.1043","2022-03-25","EMEA","DEU","Health","Agriculture","Germany",2500,30,10,1150,5,2,24,1350,750,1
"Carbon Credit Project 53",,"2023-09-18","Sequestration","SDO.1053","2020-04-18","EMEA","MAR","Energy Access","Forestry and Land Use","Morocco",2500,20,10,1150,1,1,24,1350,750,1
"Carbon Credit Project 47",,"2023-09-18","Reduction","SDO.1047","2019-08-23","EMEA","TUR","Energy Access","Industrial Manufacturing","Turkey",2500,30,10,1150,1,3,24,1350,750,1
"Carbon Credit Project 43",,"2023-09-18","Removal","SDO.1043","2017-09-13","EMEA","DEU","Health","Agriculture","Germany",2500,20,70,1150,5,5,24,1350,750,1
"Carbon Credit Project 53",,"2023-09-18","Sequestration","SDO.1053","2017-07-13","EMEA","MAR","Energy Access","Forestry and Land Use","Morocco",2500,30,80,1150,2,4,24,1350,750,1
"Carbon Credit Project 47",,"2023-09-18","Reduction","SDO.1047","2017-07-01","EMEA","TUR","Energy Access","Industrial Manufacturing","Turkey",2500,40,10,1150,2,5,24,1350,750,1
"Carbon Credit Project 53",,"2023-09-18","Sequestration","SDO.1053","2015-11-21","EMEA","MAR","Energy Access","Forestry and Land Use","Morocco",2500,20,10,1150,4,3,24,1350,750,1
"Carbon Credit Project 43",,"2023-09-18","Removal","SDO.1043","2017-05-14","EMEA","DEU","Health","Agriculture","Germany",2500,20,30,1150,5,4,24,1350,750,1
"Carbon Credit Project 47",,"2023-09-18","Reduction","SDO.1047","2016-11-25","EMEA","TUR","Energy Access","Industrial Manufacturing","Turkey",2500,30,10,1150,3,2,24,1350,750,1
"Carbon Credit Project 53",,"2023-09-18","Sequestration","SDO.1053","2014-09-11","EMEA","MAR","Energy Access","Forestry and Land Use","Morocco",2500,30,40,1150,1,2,24,1350,750,1
"Carbon Credit Project 47",,"2023-09-18","Reduction","SDO.1047","2022-12-09","EMEA","TUR","Energy Access","Industrial Manufacturing","Turkey",2500,30,30,1150,1,2,24,1350,750,1
"Carbon Credit Project 43",,"2023-09-18","Removal","SDO.1043","2022-04-28","EMEA","DEU","Health","Agriculture","Germany",2500,30,30,1150,1,1,24,1350,750,1
"Carbon Credit Project 53",,"2023-09-18","Sequestration","SDO.1053","2016-05-04","EMEA","MAR","Energy Access","Forestry and Land Use","Morocco",2500,30,30,1150,1,2,24,1350,750,1
"Carbon Credit Project 47",,"2023-09-18","Reduction","SDO.1047","2018-03-26","EMEA","TUR","Energy Access","Industrial Manufacturing","Turkey",2500,40,80,1150,4,2,24,1350,750,1
"Carbon Credit Project 43",,"2023-09-18","Removal","SDO.1043","2015-04-21","EMEA","DEU","Health","Agriculture","Germany",2500,20,10,1150,1,3,24,1350,750,1
"Carbon Credit Project 47",,"2023-09-18","Reduction","SDO.1047","2015-07-19","EMEA","TUR","Energy Access","Industrial Manufacturing","Turkey",2500,40,20,1150,3,3,24,1350,750,1
"Carbon Credit Project 53",,"2023-09-18","Sequestration","SDO.1053","2015-10-28","EMEA","MAR","Energy Access","Forestry and Land Use","Morocco",2500,20,30,1150,3,3,24,1350,750,1
"Carbon Credit Project 62",,"2023-09-18","Reduction","SDO.1062","2023-06-19","EMEA","BGR","Biodiversity","Fuel Switching","Bulgaria",2500,70,20,1150,3,4,24,1350,750,1
"Carbon Credit Project 32 - IND",,"2023-09-18","Reduction","SDO.1032","2015-08-27","APAC","IND","Health","Industrial Manufacturing","India",2500,30,100,1150,4,3,24,1350,750,1
"Carbon Credit Project 70",,"2023-09-18","Removal","SDO.1070","2015-12-16","EMEA","GMB","Biodiversity","Fuel Switching","Gambia",2500,40,20,1150,1,3,24,1350,750,1
"Carbon Credit Project 34 - ESP",,"2023-09-18","Reduction","SDO.1034","2014-03-12","EMEA","ESP","Health","Household Devices","Spain",2500,30,90,1150,4,3,24,1350,750,1
"Carbon Credit Project 80",,"2023-09-18","Avoidance","SDO.1080","2020-05-10","EMEA","COG","Biodiversity","Renewable Energy","Congo",2500,30,80,1150,2,2,24,1350,750,1
"Carbon Credit Project 102",,"2023-09-18","Sequestration","SDO.10102","2023-12-24","APAC","TWN","Biodiversity","Household Devices","Taiwan",2500,20,30,1150,1,4,24,1350,750,1
"Carbon Credit Project 32 - IND",,"2023-09-18","Reduction","SDO.1032","2019-07-24","APAC","IND","Health","Industrial Manufacturing","India",2500,30,100,1150,1,3,24,1350,750,1
"Carbon Credit Project 70",,"2023-09-18","Removal","SDO.1070","2015-07-01","EMEA","GMB","Biodiversity","Fuel Switching","Gambia",2500,80,60,1150,3,3,24,1350,750,1
"Carbon Credit Project 62",,"2023-09-18","Reduction","SDO.1062","2015-11-01","EMEA","BGR","Biodiversity","Fuel Switching","Bulgaria",2500,70,40,1150,3,3,24,1350,750,1
"Carbon Credit Project 102",,"2023-09-18","Sequestration","SDO.10102","2021-10-05","APAC","TWN","Biodiversity","Household Devices","Taiwan",2500,30,10,1150,2,1,24,1350,750,2
"Carbon Credit Project 80",,"2023-09-18","Avoidance","SDO.1080","2023-01-22","EMEA","COG","Biodiversity","Renewable Energy","Congo",2500,30,10,1150,5,3,24,1350,750,1
"Carbon Credit Project 34 - ESP",,"2023-09-18","Reduction","SDO.1034","2021-09-24","EMEA","ESP","Health","Household Devices","Spain",2500,20,90,1150,4,1,24,1350,750,1
"Carbon Credit Project 70",,"2023-09-18","Removal","SDO.1070","2014-02-01","EMEA","GMB","Biodiversity","Fuel Switching","Gambia",2500,40,10,1150,1,2,24,1350,750,2
"Carbon Credit Project 102",,"2023-09-18","Sequestration","SDO.10102","2018-03-17","APAC","TWN","Biodiversity","Household Devices","Taiwan",2500,30,10,1150,3,1,24,1350,750,2
"Carbon Credit Project 80",,"2023-09-18","Avoidance","SDO.1080","2023-03-10","EMEA","COG","Biodiversity","Renewable Energy","Congo",2500,20,50,1150,2,4,24,1350,750,1
"Carbon Credit Project 32 - IND",,"2023-09-18","Reduction","SDO.1032","2019-01-01","APAC","IND","Health","Industrial Manufacturing","India",2500,30,90,1150,3,3,24,1350,750,2
"Carbon Credit Project 62",,"2023-09-18","Reduction","SDO.1062","2019-05-10","EMEA","BGR","Biodiversity","Fuel Switching","Bulgaria",2500,80,80,1150,2,3,24,1350,750,1
"Carbon Credit Project 34 - ESP",,"2023-09-18","Reduction","SDO.1034","2020-04-16","EMEA","ESP","Health","Household Devices","Spain",2500,30,100,1150,2,1,24,1350,750,1
"Carbon Credit Project 62",,"2023-09-18","Reduction","SDO.1062","2019-05-03","EMEA","BGR","Biodiversity","Fuel Switching","Bulgaria",2500,40,30,1150,2,3,24,1350,750,1
"Carbon Credit Project 80",,"2023-09-18","Avoidance","SDO.1080","2017-11-08","EMEA","COG","Biodiversity","Renewable Energy","Congo",2500,30,20,1150,4,4,24,1350,750,1
"Carbon Credit Project 34 - ESP",,"2023-09-18","Reduction","SDO.1034","2017-06-18","EMEA","ESP","Health","Household Devices","Spain",2500,30,100,1150,5,4,24,1350,750,1
"Carbon Credit Project 102",,"2023-09-18","Sequestration","SDO.10102","2014-09-19","APAC","TWN","Biodiversity","Household Devices","Taiwan",2500,30,20,1150,3,3,24,1350,750,1
"Carbon Credit Project 70",,"2023-09-18","Removal","SDO.1070","2016-12-11","EMEA","GMB","Biodiversity","Fuel Switching","Gambia",2500,90,10,1150,2,2,24,1350,750,1
"Carbon Credit Project 32 - IND",,"2023-09-18","Reduction","SDO.1032","2021-04-28","APAC","IND","Health","Industrial Manufacturing","India",2500,30,90,1150,2,1,24,1350,750,1
"Carbon Credit Project 34 - ESP",,"2023-09-18","Reduction","SDO.1034","2019-09-22","EMEA","ESP","Health","Household Devices","Spain",2500,30,90,1150,5,3,24,1350,750,1
"Carbon Credit Project 80",,"2023-09-18","Avoidance","SDO.1080","2016-08-07","EMEA","COG","Biodiversity","Renewable Energy","Congo",2500,30,30,1150,3,2,24,1350,750,1
"Carbon Credit Project 70",,"2023-09-18","Removal","SDO.1070","2015-03-01","EMEA","GMB","Biodiversity","Fuel Switching","Gambia",2500,60,60,1150,5,3,24,1350,750,1
"Carbon Credit Project 62",,"2023-09-18","Reduction","SDO.1062","2017-04-28","EMEA","BGR","Biodiversity","Fuel Switching","Bulgaria",2500,100,10,1150,2,5,24,1350,750,1
"Carbon Credit Project 32 - IND",,"2023-09-18","Reduction","SDO.1032","2014-01-30","APAC","IND","Health","Industrial Manufacturing","India",2500,30,90,1150,4,3,24,1350,750,1
"Carbon Credit Project 102",,"2023-09-18","Sequestration","SDO.10102","2023-05-09","APAC","TWN","Biodiversity","Household Devices","Taiwan",2500,30,30,1150,2,4,24,1350,750,2
"Carbon Credit Project 80",,"2023-09-18","Avoidance","SDO.1080","2016-10-31","EMEA","COG","Biodiversity","Renewable Energy","Congo",2500,30,10,1150,3,3,24,1350,750,1
"Carbon Credit Project 102",,"2023-09-18","Sequestration","SDO.10102","2021-03-15","APAC","TWN","Biodiversity","Household Devices","Taiwan",2500,30,30,1150,5,1,24,1350,750,1
"Carbon Credit Project 62",,"2023-09-18","Reduction","SDO.1062","2015-07-16","EMEA","BGR","Biodiversity","Fuel Switching","Bulgaria",2500,40,20,1150,1,3,24,1350,750,2
"Carbon Credit Project 32 - IND",,"2023-09-18","Reduction","SDO.1032","2019-06-27","APAC","IND","Health","Industrial Manufacturing","India",2500,40,90,1150,2,3,24,1350,750,1
"Carbon Credit Project 34 - ESP",,"2023-09-18","Reduction","SDO.1034","2019-10-19","EMEA","ESP","Health","Household Devices","Spain",2500,20,90,1150,5,3,24,1350,750,1
"Carbon Credit Project 70",,"2023-09-18","Removal","SDO.1070","2022-07-06","EMEA","GMB","Biodiversity","Fuel Switching","Gambia",2500,60,30,1150,5,2,24,1350,750,1
"Carbon Credit Project 70",,"2023-09-18","Removal","SDO.1070","2018-03-01","EMEA","GMB","Biodiversity","Fuel Switching","Gambia",2500,50,30,1150,3,2,24,1350,750,1
"Carbon Credit Project 34 - ESP",,"2023-09-18","Reduction","SDO.1034","2022-02-21","EMEA","ESP","Health","Household Devices","Spain",2500,30,100,1150,4,2,24,1350,750,1
"Carbon Credit Project 32 - IND",,"2023-09-18","Reduction","SDO.1032","2014-11-20","APAC","IND","Health","Industrial Manufacturing","India",2500,30,100,1150,3,3,24,1350,750,2
"Carbon Credit Project 80",,"2023-09-18","Avoidance","SDO.1080","2015-03-17","EMEA","COG","Biodiversity","Renewable Energy","Congo",2500,30,40,1150,1,3,24,1350,750,1
"Carbon Credit Project 102",,"2023-09-18","Sequestration","SDO.10102","2015-03-19","APAC","TWN","Biodiversity","Household Devices","Taiwan",2500,30,40,1150,5,3,24,1350,750,2
"Carbon Credit Project 62",,"2023-09-18","Reduction","SDO.1062","2021-11-27","EMEA","BGR","Biodiversity","Fuel Switching","Bulgaria",2500,60,40,1150,1,1,24,1350,750,2
"Carbon Credit Project 80",,"2023-09-18","Avoidance","SDO.1080","2021-06-24","EMEA","COG","Biodiversity","Renewable Energy","Congo",2500,30,40,1150,3,1,24,1350,750,1
"Carbon Credit Project 70",,"2023-09-18","Removal","SDO.1070","2020-03-14","EMEA","GMB","Biodiversity","Fuel Switching","Gambia",2500,20,10,1150,1,2,24,1350,750,1
"Carbon Credit Project 62",,"2023-09-18","Reduction","SDO.1062","2022-08-20","EMEA","BGR","Biodiversity","Fuel Switching","Bulgaria",2500,10,10,1150,5,2,24,1350,750,2
"Carbon Credit Project 34 - ESP",,"2023-09-18","Reduction","SDO.1034","2014-10-04","EMEA","ESP","Health","Household Devices","Spain",2500,20,80,1150,1,2,24,1350,750,1
"Carbon Credit Project 102",,"2023-09-18","Sequestration","SDO.10102","2017-08-19","APAC","TWN","Biodiversity","Household Devices","Taiwan",2500,30,30,1150,5,5,24,1350,750,2
"Carbon Credit Project 32 - IND",,"2023-09-18","Reduction","SDO.1032","2022-01-07","APAC","IND","Health","Industrial Manufacturing","India",2500,30,100,1150,1,1,24,1350,750,1
"Carbon Credit Project 102",,"2023-09-18","Sequestration","SDO.10102","2023-04-15","APAC","TWN","Biodiversity","Household Devices","Taiwan",2500,20,10,1150,3,4,24,1350,750,1
"Carbon Credit Project 34 - ESP",,"2023-09-18","Reduction","SDO.1034","2019-11-23","EMEA","ESP","Health","Household Devices","Spain",2500,30,90,1150,2,3,24,1350,750,1
"Carbon Credit Project 80",,"2023-09-18","Avoidance","SDO.1080","2016-01-05","EMEA","COG","Biodiversity","Renewable Energy","Congo",2500,30,20,1150,4,2,24,1350,750,2
"Carbon Credit Project 32 - IND",,"2023-09-18","Reduction","SDO.1032","2018-04-15","APAC","IND","Health","Industrial Manufacturing","India",2500,30,100,1150,5,1,24,1350,750,1
"Carbon Credit Project 70",,"2023-09-18","Removal","SDO.1070","2014-10-13","EMEA","GMB","Biodiversity","Fuel Switching","Gambia",2500,80,20,1150,5,2,24,1350,750,1
"Carbon Credit Project 62",,"2023-09-18","Reduction","SDO.1062","2021-04-07","EMEA","BGR","Biodiversity","Fuel Switching","Bulgaria",2500,40,20,1150,3,1,24,1350,750,1
"Carbon Credit Project 32 - IND",,"2023-09-18","Reduction","SDO.1032","2020-11-25","APAC","IND","Health","Industrial Manufacturing","India",2500,30,90,1150,2,1,24,1350,750,1
"Carbon Credit Project 80",,"2023-09-18","Avoidance","SDO.1080","2015-09-20","EMEA","COG","Biodiversity","Renewable Energy","Congo",2500,30,70,1150,2,3,24,1350,750,1
"Carbon Credit Project 34 - ESP",,"2023-09-18","Reduction","SDO.1034","2015-12-01","EMEA","ESP","Health","Household Devices","Spain",2500,20,80,1150,4,3,24,1350,750,2
"Carbon Credit Project 62",,"2023-09-18","Reduction","SDO.1062","2017-08-10","EMEA","BGR","Biodiversity","Fuel Switching","Bulgaria",2500,60,10,1150,5,4,24,1350,750,1
"Carbon Credit Project 102",,"2023-09-18","Sequestration","SDO.10102","2023-07-17","APAC","TWN","Biodiversity","Household Devices","Taiwan",2500,30,20,1150,5,3,24,1350,750,1
"Carbon Credit Project 70",,"2023-09-18","Removal","SDO.1070","2019-10-21","EMEA","GMB","Biodiversity","Fuel Switching","Gambia",2500,70,20,1150,5,3,24,1350,750,2
"Carbon Credit Project 70",,"2023-09-18","Removal","SDO.1070","2017-08-27","EMEA","GMB","Biodiversity","Fuel Switching","Gambia",2500,10,10,1150,3,4,24,1350,750,1
"Carbon Credit Project 76",,"2023-09-18","Removal","SDO.1076","2015-04-19","EMEA","NLD","Biodiversity","Agriculture","Netherlands",2500,20,20,1150,3,3,24,1350,750,1
"Carbon Credit Project 31 - IND",,"2023-09-18","Removal","SDO.1031","2014-06-27","APAC","IND","Education","Household Devices","India",2500,20,100,1150,2,2,24,1350,750,2
"Carbon Credit Project 104",,"2023-09-18","Reduction","SDO.10104","2019-07-03","EMEA","ISR","Biodiversity","Forestry and Land Use","Israel",2500,20,30,1150,3,3,24,1350,750,1
"Carbon Credit Project 66",,"2023-09-18","Removal","SDO.1066","2017-10-05","EMEA","DZA","Biodiversity","Transportation","Algeria",2500,40,10,1150,4,4,24,1350,750,1
"Carbon Credit Project 63",,"2023-09-18","Avoidance","SDO.1063","2017-09-04","EMEA","JOR","Biodiversity","Forestry and Land Use","Jordan",2500,30,40,1150,5,4,24,1350,750,1
"Carbon Credit Project 50",,"2023-09-18","Removal","SDO.1050","2014-10-06","EMEA","LTU","Biodiversity","Renewable Energy","Lithuania",2500,30,80,1150,1,3,24,1350,750,1
"Carbon Credit Project 64",,"2023-09-18","Sequestration","SDO.1064","2015-09-06","EMEA","LSO","Biodiversity","Fuel Switching","Lesotho",2500,60,10,1150,2,3,24,1350,750,1
