"AccountId","ReportPeriod","LastProcessedDate","BusinessRegion","CountryCode3Digits","ActivitySourceType","AssetType","Asset","Country","AssetExternalId","AccountExternalId","AssetId","AccountName","AverageRisk","WaterRisk","WaterStress","AverageWithdrawal","AverageQuantifiedRisk","QuantifiedRisk","AverageConsumption","AverageDischarge","AverageStress"
"001B000001SklaNIAR","2013-03-16","2023-09-18","AMER","USA","Ground Water - Non-Renewable","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,10,80,16041,486,70,17101,15043,40
"001B000001SklaNIAR","2015-06-12","2023-09-18","AMER","USA","Ground Water - Non-Renewable","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,80,60,16041,486,10,17101,15043,40
,"2017-10-23","2023-09-18","EMEA","GRB","Reused Water","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,20,40,1255,278,20,1255,1255,50
"001B000001SklaNIAR","2020-08-12","2023-09-18","AMER","USA","Recycled Water","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,60,70,16041,486,70,17101,15043,40
,"2022-08-09","2023-09-18","EMEA","GRB","Reused Water","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,60,60,1255,278,40,1255,1255,50
"001B000001SklaNIAR","2021-07-16","2023-09-18","AMER","USA","Fresh Water","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,70,80,16041,486,90,17101,15043,40
,"2017-04-18","2023-09-18","EMEA","GRB","Reused Water","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,20,40,1255,278,20,1255,1255,50
"001B000001SklaNIAR","2023-08-15","2023-09-18","AMER","USA","Reused Water","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,80,90,16041,486,100,17101,15043,40
,"2013-05-11","2023-09-18","EMEA","GRB","Recycled Water","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,80,70,1255,278,70,1255,1255,50
,"2016-01-07","2023-09-18","EMEA","GRB","Recycled Water","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,20,40,1255,278,10,1255,1255,50
"001B000001SklaNIAR","2016-07-05","2023-09-18","AMER","USA","Third-Party Reserve","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,10,50,16041,486,30,17101,15043,40
"001B000001SklaNIAR","2023-02-21","2023-09-18","AMER","USA","Reused Water","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,80,90,16041,486,100,17101,15043,40
,"2020-07-29","2023-09-18","EMEA","GRB","Ground Water - Non-Renewable","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,50,50,1255,278,30,1255,1255,50
"001B000001SklaNIAR","2016-11-24","2023-09-18","AMER","USA","Reused Water","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,20,60,16041,486,30,17101,15043,40
,"2022-12-26","2023-09-18","EMEA","GRB","Reused Water","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,70,70,1255,278,50,1255,1255,50
"001B000001SklaNIAR","2023-10-31","2023-09-18","AMER","USA","Ground Water - Renewable","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,80,90,16041,486,100,17101,15043,40
,"2020-12-10","2023-09-18","EMEA","GRB","Sea Water","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,60,60,1255,278,40,1255,1255,50
,"2014-07-17","2023-09-18","EMEA","GRB","Reused Water","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,70,10,1255,278,10,1255,1255,50
"001B000001SklaNIAR","2013-01-31","2023-09-18","AMER","USA","Sea Water","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,40,40,16041,486,80,17101,15043,40
,"2022-12-13","2023-09-18","EMEA","GRB","Ground Water - Renewable","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,60,60,1255,278,50,1255,1255,50
"001B000001SklaNIAR","2012-03-21","2023-09-18","AMER","USA","Third-Party Reserve","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,50,10,16041,486,90,17101,15043,40
,"2017-06-18","2023-09-18","EMEA","GRB","Ground Water - Renewable","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,30,40,1255,278,70,1255,1255,50
"001B000001SklaNIAR","2022-09-21","2023-09-18","AMER","USA","Recycled Water","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,80,90,16041,486,90,17101,15043,40
,"2022-01-26","2023-09-18","EMEA","GRB","Reused Water","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,60,60,1255,278,40,1255,1255,50
"001B000001SklaNIAR","2013-08-24","2023-09-18","AMER","USA","Reused Water","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,30,40,16041,486,40,17101,15043,40
,"2019-10-02","2023-09-18","EMEA","GRB","Ground Water - Renewable","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,40,60,1255,278,30,1255,1255,50
"001B000001SklaNIAR","2014-12-25","2023-09-18","AMER","USA","Ground Water - Renewable","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,70,80,16041,486,90,17101,15043,40
,"2023-11-21","2023-09-18","EMEA","GRB","Fresh Water","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,80,70,1255,278,50,1255,1255,50
"001B000001SklaNIAR","2022-11-24","2023-09-18","AMER","USA","Ground Water - Renewable","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,80,80,16041,486,90,17101,15043,40
,"2016-12-06","2023-09-18","EMEA","GRB","Fresh Water","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,10,30,1255,278,20,1255,1255,50
"001B000001SklaNIAR","2015-05-29","2023-09-18","AMER","USA","Ground Water - Non-Renewable","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,30,60,16041,486,50,17101,15043,40
,"2021-02-16","2023-09-18","EMEA","GRB","Sea Water","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,50,60,1255,278,50,1255,1255,50
"001B000001SklaNIAR","2017-03-25","2023-09-18","AMER","USA","Reused Water","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,20,60,16041,486,30,17101,15043,40
"001B000001SklaNIAR","2020-08-26","2023-09-18","AMER","USA","Sea Water","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,60,70,16041,486,70,17101,15043,40
,"2014-10-12","2023-09-18","EMEA","GRB","Sea Water","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,80,60,1255,278,20,1255,1255,50
"001B000001SklaNIAR","2019-05-28","2023-09-18","AMER","USA","Recycled Water","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,50,70,16041,486,60,17101,15043,40
,"2020-04-14","2023-09-18","EMEA","GRB","Sea Water","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,50,60,1255,278,40,1255,1255,50
,"2018-11-26","2023-09-18","EMEA","GRB","Ground Water - Renewable","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,20,50,1255,278,30,1255,1255,50
"001B000001SklaNIAR","2017-06-11","2023-09-18","AMER","USA","Ground Water - Renewable","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,30,50,16041,486,30,17101,15043,40
"001B000001SklaNIAR","2021-01-22","2023-09-18","AMER","USA","Third-Party Reserve","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,70,80,16041,486,90,17101,15043,40
,"2022-03-07","2023-09-18","EMEA","GRB","Sea Water","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,70,70,1255,278,50,1255,1255,50
"001B000001SklaNIAR","2021-10-19","2023-09-18","AMER","USA","Fresh Water","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,70,80,16041,486,90,17101,15043,40
,"2017-06-09","2023-09-18","EMEA","GRB","Fresh Water","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,20,40,1255,278,70,1255,1255,50
"001B000001SklaNIAR","2018-06-20","2023-09-18","AMER","USA","Reused Water","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,30,70,16041,486,40,17101,15043,40
,"2023-06-19","2023-09-18","EMEA","GRB","Fresh Water","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,70,70,1255,278,60,1255,1255,50
,"2023-06-30","2023-09-18","EMEA","GRB","Third-Party Reserve","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,70,70,1255,278,50,1255,1255,50
"001B000001SklaNIAR","2021-11-27","2023-09-18","AMER","USA","Third-Party Reserve","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,70,80,16041,486,90,17101,15043,40
,"2014-07-19","2023-09-18","EMEA","GRB","Sea Water","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,20,20,1255,278,40,1255,1255,50
"001B000001SklaNIAR","2017-04-04","2023-09-18","AMER","USA","Ground Water - Renewable","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,30,60,16041,486,30,17101,15043,40
,"2019-12-10","2023-09-18","EMEA","GRB","Ground Water - Renewable","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,30,40,1255,278,40,1255,1255,50
"001B000001SklaNIAR","2018-02-18","2023-09-18","AMER","USA","Sea Water","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,30,70,16041,486,40,17101,15043,40
,"2012-11-18","2023-09-18","EMEA","GRB","Recycled Water","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,40,80,1255,278,100,1255,1255,50
"001B000001SklaNIAR","2014-03-05","2023-09-18","AMER","USA","Third-Party Reserve","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,10,40,16041,486,30,17101,15043,40
"001B000001SklaNIAR","2021-12-15","2023-09-18","AMER","USA","Ground Water - Non-Renewable","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,70,80,16041,486,80,17101,15043,40
,"2019-01-21","2023-09-18","EMEA","GRB","Fresh Water","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,30,50,1255,278,30,1255,1255,50
,"2017-11-02","2023-09-18","EMEA","GRB","Ground Water - Renewable","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,20,40,1255,278,20,1255,1255,50
"001B000001SklaNIAR","2019-06-16","2023-09-18","AMER","USA","Sea Water","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,60,80,16041,486,60,17101,15043,40
"001B000001SklaNIAR","2022-07-17","2023-09-18","AMER","USA","Ground Water - Non-Renewable","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,80,80,16041,486,90,17101,15043,40
,"2017-11-06","2023-09-18","EMEA","GRB","Reused Water","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,20,40,1255,278,70,1255,1255,50
"001B000001SklaNIAR","2018-05-31","2023-09-18","AMER","USA","Recycled Water","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,40,70,16041,486,40,17101,15043,40
,"2017-01-12","2023-09-18","EMEA","GRB","Reused Water","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,20,40,1255,278,20,1255,1255,50
,"2018-12-03","2023-09-18","EMEA","GRB","Third-Party Reserve","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,30,40,1255,278,20,1255,1255,50
"001B000001SklaNIAR","2012-01-19","2023-09-18","AMER","USA","Sea Water","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,30,40,16041,486,60,17101,15043,40
"001B000001SklaNIAR","2022-07-03","2023-09-18","AMER","USA","Fresh Water","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,80,80,16041,486,90,17101,15043,40
,"2022-06-30","2023-09-18","EMEA","GRB","Recycled Water","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,60,70,1255,278,50,1255,1255,50
"001B000001SklaNIAR","2019-12-10","2023-09-18","AMER","USA","Third-Party Reserve","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,60,80,16041,486,60,17101,15043,40
,"2013-12-12","2023-09-18","EMEA","GRB","Fresh Water","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,20,20,1255,278,70,1255,1255,50
"001B000001SklaNIAR","2013-05-09","2023-09-18","AMER","USA","Fresh Water","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,10,20,16041,486,10,17101,15043,40
,"2014-04-13","2023-09-18","EMEA","GRB","Ground Water - Renewable","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,20,10,1255,278,60,1255,1255,50
"001B000001SklaNIAR","2016-04-09","2023-09-18","AMER","USA","Sea Water","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,10,50,16041,486,30,17101,15043,40
,"2012-12-21","2023-09-18","EMEA","GRB","Reused Water","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,40,50,1255,278,50,1255,1255,50
,"2012-05-15","2023-09-18","EMEA","GRB","Sea Water","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,60,60,1255,278,90,1255,1255,50
"001B000001SklaNIAR","2013-11-26","2023-09-18","AMER","USA","Ground Water - Non-Renewable","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,40,20,16041,486,30,17101,15043,40
,"2017-08-15","2023-09-18","EMEA","GRB","Third-Party Reserve","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,30,40,1255,278,70,1255,1255,50
"001B000001SklaNIAR","2012-09-14","2023-09-18","AMER","USA","Ground Water - Renewable","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,50,60,16041,486,50,17101,15043,40
"001B000001SklaNIAR","2022-11-08","2023-09-18","AMER","USA","Recycled Water","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,70,80,16041,486,90,17101,15043,40
,"2021-07-18","2023-09-18","EMEA","GRB","Third-Party Reserve","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,50,60,1255,278,40,1255,1255,50
"001B000001SklaNIAR","2021-11-06","2023-09-18","AMER","USA","Third-Party Reserve","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,70,80,16041,486,90,17101,15043,40
,"2017-04-10","2023-09-18","EMEA","GRB","Reused Water","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,20,40,1255,278,30,1255,1255,50
,"2017-05-04","2023-09-18","EMEA","GRB","Reused Water","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,20,40,1255,278,20,1255,1255,50
"001B000001SklaNIAR","2013-07-25","2023-09-18","AMER","USA","Ground Water - Non-Renewable","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,80,20,16041,486,30,17101,15043,40
,"2014-06-03","2023-09-18","EMEA","GRB","Ground Water - Non-Renewable","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,30,10,1255,278,80,1255,1255,50
"001B000001SklaNIAR","2023-11-14","2023-09-18","AMER","USA","Sea Water","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,80,90,16041,486,100,17101,15043,40
,"2013-11-05","2023-09-18","EMEA","GRB","Third-Party Reserve","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,80,40,1255,278,30,1255,1255,50
"001B000001SklaNIAR","2016-08-12","2023-09-18","AMER","USA","Ground Water - Renewable","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,20,60,16041,486,30,17101,15043,40
"001B000001SklaNIAR","2016-01-26","2023-09-18","AMER","USA","Ground Water - Non-Renewable","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,20,50,16041,486,30,17101,15043,40
,"2013-04-18","2023-09-18","EMEA","GRB","Reused Water","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,20,30,1255,278,100,1255,1255,50
,"2022-05-04","2023-09-18","EMEA","GRB","Fresh Water","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,60,60,1255,278,40,1255,1255,50
"001B000001SklaNIAR","2021-07-18","2023-09-18","AMER","USA","Third-Party Reserve","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,70,80,16041,486,90,17101,15043,40
"001B000001SklaNIAR","2016-09-16","2023-09-18","AMER","USA","Recycled Water","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,10,60,16041,486,30,17101,15043,40
,"2023-03-02","2023-09-18","EMEA","GRB","Reused Water","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,70,70,1255,278,60,1255,1255,50
,"2016-01-17","2023-09-18","EMEA","GRB","Recycled Water","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,20,30,1255,278,20,1255,1255,50
"001B000001SklaNIAR","2013-03-28","2023-09-18","AMER","USA","Ground Water - Non-Renewable","Manufacturing","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yubo Corporation",50,20,60,16041,486,10,17101,15043,40
,"2019-06-12","2023-09-18","EMEA","GRB","Third-Party Reserve","Office","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE",,60,30,50,1255,278,30,1255,1255,50
