"AccountId","BusinessRegion","Asset","AssetExternalId","AccountExternalId","ReportPeriod","ActivityType","LastProcessedDate","ActivitySourceType","TreatmentMethod","AssetType","Country","AssetId","AccountName","FloorArea","WithdrawnWater","ConsumedWater","ConsumedPerDay","DischargedPerDay","EmployeeCount","WithdrawnPerDay","UnitsManufactured","DischargedWater","TreatedWater","WaterManagementCost"
"001B000001SklaNIAR","AMER","WMDV Square North","SDO.007","SupplierAcct203","2021-01-07","Discharge","2023-03-24","Sea Water","Tertiary","Manufacturing","United States","0phB00000004MmtIAE","Yubo Corporation",28000,498,346,0.95,0.01,15000,1.36,20000,3,941.22,12705
,"EMEA","Bremington Commons","SDO.005",,"2014-05-29","Withdrawal","2023-03-24","Reused Water","Tertiary","Other","United Kingdom","0phB00000004MmrIAE",,38500,5,208,0.57,0.3,29000,0.01,28500,108,941.22,4815
"001B000001SklaNIAR","AMER","WMDV Square North","SDO.007","SupplierAcct203","2019-04-28","Discharge","2023-03-24","Third-Party Reserve","Primary","Manufacturing","United States","0phB00000004MmtIAE","Yubo Corporation",18000,130,1167,3.2,0.15,10000,0.36,12000,54,6797.7,20265
,"EMEA","Bremington Commons","SDO.005",,"2016-02-01","Withdrawal","2023-03-24","Reused Water","Discharge to Env w/o Treatment","Other","United Kingdom","0phB00000004MmrIAE",,18000,5,98,0.27,0.01,10000,0.01,12000,3,1254.96,1590
"001B000001SklaNIAR","AMER","WMDV Square North","SDO.007","SupplierAcct203","2018-09-29","Consumption","2023-03-24","Recycled Water","Discharge to 3rd Party w/o Treatment","Manufacturing","United States","0phB00000004MmtIAE","Yubo Corporation",28000,1200,208,0.57,0.02,15000,3.29,20000,9,522.9,21255
"001B000001SklaNIAR","AMER","WMDV Square North","SDO.007","SupplierAcct203","2020-10-19","Consumption","2023-03-24","Third-Party Reserve","Other","Manufacturing","United States","0phB00000004MmtIAE","Yubo Corporation",48500,1200,1167,3.2,0.15,29000,3.29,35000,54,104.58,36315
,"EMEA","Bremington Commons","SDO.005",,"2014-12-18","Consumption","2023-03-24","Sea Water","Primary","Other","United Kingdom","0phB00000004MmrIAE",,38500,654,346,0.95,0.95,29000,1.79,28500,346,6797.7,20190
"001B000001SklaNIAR","AMER","WMDV Square North","SDO.007","SupplierAcct203","2016-06-13","Discharge","2023-03-24","Ground Water - Renewable","Discharge to 3rd Party w/o Treatment","Manufacturing","United States","0phB00000004MmtIAE","Yubo Corporation",18000,498,346,0.95,0,10000,1.36,12000,0,522.9,12660
,"EMEA","Bremington Commons","SDO.005",,"2021-07-14","Consumption","2023-03-24","Recycled Water","Discharge to 3rd Party w/o Treatment","Other","United Kingdom","0phB00000004MmrIAE",,28000,490,98,0.27,0.15,15000,1.34,20000,54,522.9,9630
,"EMEA","Bremington Commons","SDO.005",,"2016-10-09","Consumption","2023-03-24","Recycled Water","Secondary","Other","United Kingdom","0phB00000004MmrIAE",,18000,654,98,0.27,0.32,10000,1.79,12000,117,836.64,13035
"001B000001SklaNIAR","AMER","WMDV Square North","SDO.007","SupplierAcct203","2019-01-12","Consumption","2023-03-24","Sea Water","Primary","Manufacturing","United States","0phB00000004MmtIAE","Yubo Corporation",18000,2,1830,5.01,0,10000,0.01,12000,0,6797.7,27480
"001B000001SklaNIAR","AMER","WMDV Square North","SDO.007","SupplierAcct203","2017-09-27","Discharge","2023-03-24","Fresh Water","Primary","Manufacturing","United States","0phB00000004MmtIAE","Yubo Corporation",48500,2,208,0.57,0.15,29000,0.01,35000,54,6797.7,3960
,"EMEA","Bremington Commons","SDO.005",,"2016-11-02","Consumption","2023-03-24","Reused Water","Other","Other","United Kingdom","0phB00000004MmrIAE",,18000,1200,103,0.28,0.02,10000,3.29,12000,9,104.58,19680
"001B000001SklaNIAR","AMER","WMDV Square North","SDO.007","SupplierAcct203","2022-03-06","Consumption","2023-03-24","Reused Water","Tertiary","Manufacturing","United States","0phB00000004MmtIAE","Yubo Corporation",18000,6,1167,3.2,0,10000,0.02,12000,0,941.22,17595
,"EMEA","Bremington Commons","SDO.005",,"2013-07-03","Discharge","2023-03-24","Ground Water - Non-Renewable","Secondary","Other","United Kingdom","0phB00000004MmrIAE",,12000,50,46,0.13,0.95,19000,0.14,38500,346,836.64,6630
,"EMEA","Bremington Commons","SDO.005",,"2016-12-20","Discharge","2023-03-24","Ground Water - Renewable","Discharge to 3rd Party w/o Treatment","Other","United Kingdom","0phB00000004MmrIAE",,18000,80,103,0.28,0.15,10000,0.22,12000,54,522.9,3555
"001B000001SklaNIAR","AMER","WMDV Square North","SDO.007","SupplierAcct203","2013-12-17","Consumption","2023-03-24","Recycled Water","Discharge to Env w/o Treatment","Manufacturing","United States","0phB00000004MmtIAE","Yubo Corporation",12000,5,46,0.13,0.01,19000,0.01,38500,3,1254.96,810
"001B000001SklaNIAR","AMER","WMDV Square North","SDO.007","SupplierAcct203","2023-05-19","Consumption","2023-03-24","Sea Water","Other","Manufacturing","United States","0phB00000004MmtIAE","Yubo Corporation",48500,654,1167,3.2,0,29000,1.79,35000,0,104.58,27315
,"EMEA","Bremington Commons","SDO.005",,"2015-11-15","Withdrawal","2023-03-24","Ground Water - Renewable","Discharge to Env w/o Treatment","Other","United Kingdom","0phB00000004MmrIAE",,28000,6,346,0.95,0.15,15000,0.02,20000,54,1254.96,6090
,"EMEA","Bremington Commons","SDO.005",,"2012-07-22","Consumption","2023-03-24","Sea Water","Primary","Other","United Kingdom","0phB00000004MmrIAE",,21000,5,98,0.27,0.02,17000,0.01,16000,9,6797.7,1680
"001B000001SklaNIAR","AMER","WMDV Square North","SDO.007","SupplierAcct203","2019-03-04","Discharge","2023-03-24","Ground Water - Non-Renewable","Tertiary","Manufacturing","United States","0phB00000004MmtIAE","Yubo Corporation",18000,6,376,1.03,0.03,10000,0.02,12000,12,941.22,5910
"001B000001SklaNIAR","AMER","WMDV Square North","SDO.007","SupplierAcct203","2014-10-21","Withdrawal","2023-03-24","Ground Water - Renewable","Other","Manufacturing","United States","0phB00000004MmtIAE","Yubo Corporation",38500,498,1970,5.4,0.01,29000,1.36,28500,3,104.58,37065
,"EMEA","Bremington Commons","SDO.005",,"2021-04-22","Discharge","2023-03-24","Sea Water","Discharge to 3rd Party w/o Treatment","Other","United Kingdom","0phB00000004MmrIAE",,28000,2,46,0.13,0.03,15000,0.01,20000,12,522.9,900
"001B000001SklaNIAR","AMER","WMDV Square North","SDO.007","SupplierAcct203","2012-04-12","Discharge","2023-03-24","Third-Party Reserve","Discharge to 3rd Party w/o Treatment","Manufacturing","United States","0phB00000004MmtIAE","Yubo Corporation",21000,110,1760,4.82,0.39,17000,0.3,16000,141,522.9,30165
,"EMEA","Bremington Commons","SDO.005",,"2013-08-10","Discharge","2023-03-24","Third-Party Reserve","Secondary","Other","United Kingdom","0phB00000004MmrIAE",,12000,1200,103,0.28,0.15,19000,3.29,38500,54,836.64,20355
,"EMEA","Bremington Commons","SDO.005",,"2012-10-30","Discharge","2023-03-24","Recycled Water","Discharge to 3rd Party w/o Treatment","Other","United Kingdom","0phB00000004MmrIAE",,21000,2,1167,3.2,0.95,17000,0.01,16000,346,522.9,22725
"001B000001SklaNIAR","AMER","WMDV Square North","SDO.007","SupplierAcct203","2023-04-24","Withdrawal","2023-03-24","Fresh Water","Secondary","Manufacturing","United States","0phB00000004MmtIAE","Yubo Corporation",48500,1200,346,0.95,0.95,29000,3.29,35000,346,836.64,28380
"001B000001SklaNIAR","AMER","WMDV Square North","SDO.007","SupplierAcct203","2018-07-22","Consumption","2023-03-24","Ground Water - Renewable","Primary","Manufacturing","United States","0phB00000004MmtIAE","Yubo Corporation",28000,60,346,0.95,0.01,15000,0.16,20000,3,6797.7,6135
,"EMEA","Bremington Commons","SDO.005",,"2023-09-11","Consumption","2023-03-24","Recycled Water","Tertiary","Other","United Kingdom","0phB00000004MmrIAE",,48500,1200,46,0.13,0.03,29000,3.29,35000,12,941.22,18870
,"EMEA","Bremington Commons","SDO.005",,"2022-08-10","Discharge","2023-03-24","Third-Party Reserve","Primary","Other","United Kingdom","0phB00000004MmrIAE",,18000,490,0,0,0.31,10000,1.34,12000,114,6797.7,9060
"001B000001SklaNIAR","AMER","WMDV Square North","SDO.007","SupplierAcct203","2023-08-20","Consumption","2023-03-24","Recycled Water","Secondary","Manufacturing","United States","0phB00000004MmtIAE","Yubo Corporation",48500,498,208,0.57,0.02,29000,1.36,35000,9,836.64,10725
,"EMEA","Bremington Commons","SDO.005",,"2013-10-02","Consumption","2023-03-24","Sea Water","Discharge to 3rd Party w/o Treatment","Other","United Kingdom","0phB00000004MmrIAE",,12000,1200,1167,3.2,0.34,19000,3.29,38500,123,522.9,37350
"001B000001SklaNIAR","AMER","WMDV Square North","SDO.007","SupplierAcct203","2020-01-06","Consumption","2023-03-24","Reused Water","Tertiary","Manufacturing","United States","0phB00000004MmtIAE","Yubo Corporation",48500,490,1630,4.47,0.95,29000,1.34,35000,346,941.22,36990
,"EMEA","Bremington Commons","SDO.005",,"2014-04-14","Consumption","2023-03-24","Third-Party Reserve","Primary","Other","United Kingdom","0phB00000004MmrIAE",,38500,5,208,0.57,0.02,29000,0.01,28500,9,6797.7,3330
"001B000001SklaNIAR","AMER","WMDV Square North","SDO.007","SupplierAcct203","2023-03-03","Withdrawal","2023-03-24","Third-Party Reserve","Primary","Manufacturing","United States","0phB00000004MmtIAE","Yubo Corporation",48500,140,346,0.95,0.01,29000,0.38,35000,3,6797.7,7335
"001B000001SklaNIAR","AMER","WMDV Square North","SDO.007","SupplierAcct203","2012-05-29","Consumption","2023-03-24","Fresh Water","Discharge to 3rd Party w/o Treatment","Manufacturing","United States","0phB00000004MmtIAE","Yubo Corporation",21000,6,208,0.57,0.02,17000,0.02,16000,9,522.9,3345
,"EMEA","Bremington Commons","SDO.005",,"2015-12-29","Discharge","2023-03-24","Fresh Water","Tertiary","Other","United Kingdom","0phB00000004MmrIAE",,28000,498,103,0.28,0.95,15000,1.36,20000,346,941.22,14205
,"EMEA","Bremington Commons","SDO.005",,"2013-11-10","Withdrawal","2023-03-24","Sea Water","Primary","Other","United Kingdom","0phB00000004MmrIAE",,12000,490,1820,4.99,0.01,19000,1.34,38500,3,6797.7,34695
"001B000001SklaNIAR","AMER","WMDV Square North","SDO.007","SupplierAcct203","2020-07-06","Withdrawal","2023-03-24","Sea Water","Discharge to 3rd Party w/o Treatment","Manufacturing","United States","0phB00000004MmtIAE","Yubo Corporation",48500,498,208,0.57,0.32,29000,1.36,35000,117,522.9,12345
,"EMEA","Bremington Commons","SDO.005",,"2013-02-07","Withdrawal","2023-03-24","Recycled Water","Primary","Other","United Kingdom","0phB00000004MmrIAE",,12000,498,103,0.28,0,19000,1.36,38500,0,6797.7,9015
"001B000001SklaNIAR","AMER","WMDV Square North","SDO.007","SupplierAcct203","2020-05-09","Discharge","2023-03-24","Ground Water - Non-Renewable","Other","Manufacturing","United States","0phB00000004MmtIAE","Yubo Corporation",48500,2,98,0.27,0.4,29000,0.01,35000,145,104.58,3675
"001B000001SklaNIAR","AMER","WMDV Square North","SDO.007","SupplierAcct203","2016-12-13","Discharge","2023-03-24","Fresh Water","Discharge to Env w/o Treatment","Manufacturing","United States","0phB00000004MmtIAE","Yubo Corporation",18000,0,103,0.28,0,10000,0,12000,0,1254.96,1545
,"EMEA","Bremington Commons","SDO.005",,"2015-08-28","Consumption","2023-03-24","Reused Water","Primary","Other","United Kingdom","0phB00000004MmrIAE",,28000,5,376,1.03,0.03,15000,0.01,20000,12,6797.7,5895
"001B000001SklaNIAR","AMER","WMDV Square North","SDO.007","SupplierAcct203","2014-09-07","Discharge","2023-03-24","Ground Water - Renewable","Tertiary","Manufacturing","United States","0phB00000004MmtIAE","Yubo Corporation",38500,2,1167,3.2,0.03,29000,0.01,28500,12,941.22,17715
,"EMEA","Bremington Commons","SDO.005",,"2018-09-16","Discharge","2023-03-24","Recycled Water","Primary","Other","United Kingdom","0phB00000004MmrIAE",,28000,490,46,0.13,0.34,15000,1.34,20000,124,6797.7,9900
,"EMEA","Bremington Commons","SDO.005",,"2012-04-02","Withdrawal","2023-03-24","Sea Water","Discharge to 3rd Party w/o Treatment","Other","United Kingdom","0phB00000004MmrIAE",,21000,498,376,1.03,0.02,17000,1.36,16000,9,522.9,13245
"001B000001SklaNIAR","AMER","WMDV Square North","SDO.007","SupplierAcct203","2019-02-07","Discharge","2023-03-24","Third-Party Reserve","Other","Manufacturing","United States","0phB00000004MmtIAE","Yubo Corporation",18000,654,103,0.28,0.3,10000,1.79,12000,108,104.58,12975
,"EMEA","Bremington Commons","SDO.005",,"2012-05-19","Withdrawal","2023-03-24","Ground Water - Non-Renewable","Discharge to 3rd Party w/o Treatment","Other","United Kingdom","0phB00000004MmrIAE",,21000,120,1167,3.2,0,17000,0.33,16000,0,522.9,19305
"001B000001SklaNIAR","AMER","WMDV Square North","SDO.007","SupplierAcct203","2014-01-17","Withdrawal","2023-03-24","Ground Water - Non-Renewable","Other","Manufacturing","United States","0phB00000004MmtIAE","Yubo Corporation",38500,498,376,1.03,0.95,29000,1.36,28500,346,104.58,18300
"001B000001SklaNIAR","AMER","WMDV Square North","SDO.007","SupplierAcct203","2015-10-30","Consumption","2023-03-24","Ground Water - Renewable","Other","Manufacturing","United States","0phB00000004MmtIAE","Yubo Corporation",28000,60,98,0.27,0.15,15000,0.16,20000,54,104.58,3180
,"EMEA","Bremington Commons","SDO.005",,"2014-09-30","Discharge","2023-03-24","Ground Water - Renewable","Discharge to Env w/o Treatment","Other","United Kingdom","0phB00000004MmrIAE",,38500,2,103,0.28,0,29000,0.01,28500,0,1254.96,1575
"001B000001SklaNIAR","AMER","WMDV Square North","SDO.007","SupplierAcct203","2013-02-21","Discharge","2023-03-24","Reused Water","Tertiary","Manufacturing","United States","0phB00000004MmtIAE","Yubo Corporation",12000,490,346,0.95,0.01,19000,1.34,38500,3,941.22,12585
,"EMEA","Bremington Commons","SDO.005",,"2018-02-01","Withdrawal","2023-03-24","Ground Water - Renewable","Primary","Other","United Kingdom","0phB00000004MmrIAE",,28000,1200,1167,3.2,0.95,15000,3.29,20000,346,6797.7,40695
,"EMEA","Bremington Commons","SDO.005",,"2017-03-29","Withdrawal","2023-03-24","Ground Water - Renewable","Discharge to Env w/o Treatment","Other","United Kingdom","0phB00000004MmrIAE",,48500,0,376,1.03,0.15,29000,0,35000,54,1254.96,6450
"001B000001SklaNIAR","AMER","WMDV Square North","SDO.007","SupplierAcct203","2015-03-01","Discharge","2023-03-24","Third-Party Reserve","Primary","Manufacturing","United States","0phB00000004MmtIAE","Yubo Corporation",28000,6,103,0.28,0.3,15000,0.02,20000,111,6797.7,3300
"001B000001SklaNIAR","AMER","WMDV Square North","SDO.007","SupplierAcct203","2012-02-27","Consumption","2023-03-24","Recycled Water","Other","Manufacturing","United States","0phB00000004MmtIAE","Yubo Corporation",21000,6,346,0.95,0.02,17000,0.02,16000,9,104.58,5415
,"EMEA","Bremington Commons","SDO.005",,"2022-02-07","Consumption","2023-03-24","Fresh Water","Tertiary","Other","United Kingdom","0phB00000004MmrIAE",,18000,2,103,0.28,0.01,10000,0.01,12000,3,941.22,1620
,"EMEA","Bremington Commons","SDO.005",,"2023-01-09","Discharge","2023-03-24","Fresh Water","Primary","Other","United Kingdom","0phB00000004MmrIAE",,48500,120,208,0.57,0.02,29000,0.33,35000,9,6797.7,5055
"001B000001SklaNIAR","AMER","WMDV Square North","SDO.007","SupplierAcct203","2016-10-19","Discharge","2023-03-24","Fresh Water","Tertiary","Manufacturing","United States","0phB00000004MmtIAE","Yubo Corporation",18000,654,1167,3.2,0.03,10000,1.79,12000,12,941.22,27495
,"EMEA","Bremington Commons","SDO.005",,"2013-04-04","Discharge","2023-03-24","Ground Water - Non-Renewable","Tertiary","Other","United Kingdom","0phB00000004MmrIAE",,12000,5,346,0.95,0.01,19000,0.01,38500,3,941.22,5310
"001B000001SklaNIAR","AMER","WMDV Square North","SDO.007","SupplierAcct203","2013-03-13","Consumption","2023-03-24","Sea Water","Discharge to 3rd Party w/o Treatment","Manufacturing","United States","0phB00000004MmtIAE","Yubo Corporation",12000,1200,98,0.27,0,19000,3.29,38500,0,522.9,19470
"001B000001SklaNIAR","AMER","WMDV Square North","SDO.007","SupplierAcct203","2016-02-04","Withdrawal","2023-03-24","Reused Water","Primary","Manufacturing","United States","0phB00000004MmtIAE","Yubo Corporation",18000,2,1167,3.2,0.02,10000,0.01,12000,9,6797.7,17670
,"EMEA","Bremington Commons","SDO.005",,"2023-01-14","Consumption","2023-03-24","Reused Water","Tertiary","Other","United Kingdom","0phB00000004MmrIAE",,48500,654,98,0.27,0.37,29000,1.79,35000,134,941.22,13290
,"EMEA","Bremington Commons","SDO.005",,"2017-03-11","Withdrawal","2023-03-24","Fresh Water","Primary","Other","United Kingdom","0phB00000004MmrIAE",,48500,654,1650,4.52,0.95,29000,1.79,35000,346,6797.7,39750
"001B000001SklaNIAR","AMER","WMDV Square North","SDO.007","SupplierAcct203","2012-08-22","Consumption","2023-03-24","Ground Water - Non-Renewable","Primary","Manufacturing","United States","0phB00000004MmtIAE","Yubo Corporation",21000,6,0,0,0.03,17000,0.02,16000,12,6797.7,270
"001B000001SklaNIAR","AMER","WMDV Square North","SDO.007","SupplierAcct203","2013-08-01","Consumption","2023-03-24","Fresh Water","Discharge to 3rd Party w/o Treatment","Manufacturing","United States","0phB00000004MmtIAE","Yubo Corporation",12000,0,1700,4.66,0.95,19000,0,38500,346,522.9,30690
,"EMEA","Bremington Commons","SDO.005",,"2018-08-24","Discharge","2023-03-24","Reused Water","Discharge to Env w/o Treatment","Other","United Kingdom","0phB00000004MmrIAE",,28000,654,103,0.28,0.01,15000,1.79,20000,3,1254.96,11400
"001B000001SklaNIAR","AMER","WMDV Square North","SDO.007","SupplierAcct203","2014-12-30","Discharge","2023-03-24","Ground Water - Non-Renewable","Discharge to Env w/o Treatment","Manufacturing","United States","0phB00000004MmtIAE","Yubo Corporation",38500,490,0,0,0.15,29000,1.34,28500,54,1254.96,8160
,"EMEA","Bremington Commons","SDO.005",,"2018-03-02","Discharge","2023-03-24","Sea Water","Other","Other","United Kingdom","0phB00000004MmrIAE",,28000,90,208,0.57,0.03,15000,0.25,20000,12,104.58,4650
"001B000001SklaNIAR","AMER","WMDV Square North","SDO.007","SupplierAcct203","2018-08-15","Withdrawal","2023-03-24","Recycled Water","Discharge to 3rd Party w/o Treatment","Manufacturing","United States","0phB00000004MmtIAE","Yubo Corporation",28000,490,103,0.28,0.02,15000,1.34,20000,9,522.9,9030
,"EMEA","Bremington Commons","SDO.005",,"2019-03-11","Withdrawal","2023-03-24","Ground Water - Renewable","Discharge to Env w/o Treatment","Other","United Kingdom","0phB00000004MmrIAE",,18000,1200,98,0.27,0,10000,3.29,12000,0,1254.96,19470
"001B000001SklaNIAR","AMER","WMDV Square North","SDO.007","SupplierAcct203","2016-03-15","Discharge","2023-03-24","Recycled Water","Other","Manufacturing","United States","0phB00000004MmtIAE","Yubo Corporation",18000,2,0,0,0.02,10000,0.01,12000,9,104.58,165
,"EMEA","Bremington Commons","SDO.005",,"2012-05-26","Consumption","2023-03-24","Sea Water","Secondary","Other","United Kingdom","0phB00000004MmrIAE",,21000,654,103,0.28,0.15,17000,1.79,16000,54,836.64,12165
"001B000001SklaNIAR","AMER","WMDV Square North","SDO.007","SupplierAcct203","2019-11-03","Consumption","2023-03-24","Recycled Water","Discharge to Env w/o Treatment","Manufacturing","United States","0phB00000004MmtIAE","Yubo Corporation",18000,490,376,1.03,0.39,10000,1.34,12000,141,1254.96,15105
,"EMEA","Bremington Commons","SDO.005",,"2018-10-26","Consumption","2023-03-24","Ground Water - Non-Renewable","Secondary","Other","United Kingdom","0phB00000004MmrIAE",,28000,654,208,0.57,0.02,15000,1.79,20000,9,836.64,13065
