"Fuel_Type","AccountId","Asset_Category","Asset","AssetExternalId","AccountExternalId","Asset_Type","CountryCode","LastProcessedDate","Date","Business_Region","AssetId","AccountName","Carbon_Inventory","Energy_Usage_kBtu_sq_ft","Electricity_Usage_Previous","Electricity_Usage_kWh_m2","Total_Energy_Consumption_kWh","Electricity_Usage_Current","Scope_3_Emissions","Annual_Energy_Intensity_Variance","Energy_Consumption_Intensity_kWh_m2","Total_Renewable_Energy_kWh","Electricity_Usage_kWh_sq_ft","Fuel_Consumption_Liters","Scope_1_Scope_2_Location_Emissions","Total_Diesel_Consumption","Non_Renewal_Resources","Energy_Emissions","Scope_1_Scope_2_Market_Emissions","Annual_Electricity_Intensity_Variance","Electricity_Cons_Intensity_kWh_m2","Total_Fuel_Oil_Consumption","Energy_Consumption","Data_Center_PUE_current","Total_Natural_Gas_consumption_kWh","Renewal_Resources","Total_Steam_Consumption","Data_Center_PUE_previous","Emissions_from_Stationary_Sources","Total_Building_Area","Energy_Usage_kBtu_m2","High_Outliers","Scope_1_Emissions_tCO2e","Fuel_Consumption_Gallons","Low_Outliers","Total_Allocation_Renewable_Energy"
"FuelOil",,"Stationary","140 Mission St","SDO.002",,"Commercial Building","USA","2023-09-18","2022-01-09","AMER","0phB00000004MmoIAE",,81,3886,350000,11,135000,250000,76855,20,0.24,28929,118,3139,43566,123678,15000000,1677,34543,3,0.59,19137,3386,45443,27978,31023124,423000,12354,16099,2482000,361,13.2,18608,829,6,20250
"Steam",,"Stationary","140 Mission St","SDO.002",,"Commercial Building","USA","2023-09-18","2023-07-27","AMER","0phB00000004MmoIAE",,42,2400,450000,15,120000,150000,67688,27,0.24,25714,161,3560,43566,100000,15000000,742,34543,7,0.59,11041,4293,34124,81088,31023124,393000,12454,5246,2807000,223,14.2,15000,941,5.1,18000
"Diesel",,"Stationary","140 Mission St","SDO.002",,"Commercial Building","USA","2023-09-18","2022-09-30","AMER","0phB00000004MmoIAE",,51,3692,350000,4,154000,250000,67688,15,0.24,66000,43,3139,34345,100000,17000000,1770,34543,6,0.59,16639,7953,45443,20845,29000000,384000,12454,74387,2492000,343,12.8,15000,829,0.8,46200
"Natural Gas",,"Stationary","140 Mission St","SDO.002",,"Commercial Building","USA","2023-09-18","2022-10-22","AMER","0phB00000004MmoIAE",,70,3143,400000,10,154000,150000,56634,5,0.24,55000,108,3139,23454,150000,15000000,980,34543,6,0.59,15537,9985,45443,34516,29000000,493000,53423,89073,2646000,292,10.8,18608,829,3.5,38500
"Heat",,"Stationary","140 Mission St","SDO.002",,"Commercial Building","USA","2023-09-18","2023-01-18","AMER","0phB00000004MmoIAE",,85,2185,250000,16,154000,150000,56634,26,0.24,55000,172,3560,23454,150000,17000000,399,21234,10,0.59,10568,6764,34124,75458,35000000,468000,12354,70497,2578000,203,13.3,15000,941,1.5,38500
"FuelOil",,"Stationary","140 Mission St","SDO.002",,"Commercial Building","USA","2023-09-18","2020-09-11","AMER","0phB00000004MmoIAE",,38,538,350000,10,154000,250000,67688,1,0.24,44000,108,3560,34345,123678,17000000,1011,22345,6,0.59,13264,6985,45443,24161,35000000,382000,12354,77770,2936000,50,13.3,18608,941,2.8,30800
"Refrigerant",,"Stationary","140 Mission St","SDO.002",,"Commercial Building","USA","2023-09-18","2021-06-06","AMER","0phB00000004MmoIAE",,47,1991,350000,9,154000,250000,76855,30,0.24,55000,97,500,34345,150000,17000000,1236,22345,5,0.59,17326,8973,34124,50010,29000000,485000,53423,85233,2415000,185,10,15000,132,0.9,38500
"Cooling",,"Stationary","140 Mission St","SDO.002",,"Commercial Building","USA","2023-09-18","2022-08-05","AMER","0phB00000004MmoIAE",,63,4219,400000,28,120000,250000,67688,22,0.24,34286,301,3560,43566,100000,15000000,2096,34543,5,0.59,10184,6858,66544,28289,31023124,435000,12454,79154,3138000,392,13.5,18608,941,1.3,24000
"Heat",,"Stationary","140 Mission St","SDO.002",,"Commercial Building","USA","2023-09-18","2021-08-14","AMER","0phB00000004MmoIAE",,74,1722,400000,8,135000,350000,67688,29,0.24,57857,86,500,43566,100000,15000000,724,22345,9,0.59,10762,3538,34124,37586,29000000,408000,53423,81771,14000,160,13.5,21323,132,5.2,40500
"Propane",,"Stationary","140 Mission St","SDO.002",,"Commercial Building","USA","2023-09-18","2021-05-18","AMER","0phB00000004MmoIAE",,82,1001,250000,30,120000,250000,67688,6,0.24,25714,323,3560,43566,100000,17000000,2187,21234,7,0.59,11568,6890,45443,24657,35000000,466000,53423,87911,19000,93,12.8,21323,941,1.7,18000
"FuelOil",,"Stationary","140 Mission St","SDO.002",,"Commercial Building","USA","2023-09-18","2022-10-06","AMER","0phB00000004MmoIAE",,38,1442,400000,5,135000,250000,67688,1,0.24,48214,54,3139,43566,123678,17000000,1223,22345,10,0.59,14471,4580,66544,74622,29000000,384000,12354,94496,2002000,134,13,15000,829,5,33750
"FuelOil",,"Stationary","140 Mission St","SDO.002",,"Commercial Building","USA","2023-09-18","2023-06-22","AMER","0phB00000004MmoIAE",,82,807,400000,6,135000,250000,67688,4,0.24,28929,65,3560,34345,150000,17000000,1494,21234,3,0.59,17161,8622,66544,59019,31023124,362000,12354,98923,2014000,75,10,18608,941,5.4,20250
"Diesel",,"Stationary","140 Mission St","SDO.002",,"Commercial Building","USA","2023-09-18","2021-05-22","AMER","0phB00000004MmoIAE",,93,3703,400000,8,135000,150000,76855,18,0.24,38571,86,3560,34345,100000,17000000,754,22345,4,0.59,15433,4521,34124,70337,35000000,355000,53423,86503,3336000,344,15,15000,941,1.3,27000
"Natural Gas",,"Stationary","140 Mission St","SDO.002",,"Commercial Building","USA","2023-09-18","2020-06-27","AMER","0phB00000004MmoIAE",,78,689,350000,3,120000,250000,76855,6,0.24,34286,32,3560,23454,100000,15000000,1102,34543,8,0.59,16684,3984,34124,98367,29000000,442000,12354,81388,22000,64,12.1,15000,941,4.4,24000
"Propane",,"Stationary","140 Mission St","SDO.002",,"Commercial Building","USA","2023-09-18","2021-03-04","AMER","0phB00000004MmoIAE",,46,194,350000,28,135000,350000,56634,1,0.24,57857,301,3139,34345,100000,15000000,1265,22345,10,0.59,19092,6222,66544,22444,31023124,454000,53423,8074,16000,18,10.3,18608,829,1.3,40500
"Diesel",,"Stationary","140 Mission St","SDO.002",,"Commercial Building","USA","2023-09-18","2023-02-04","AMER","0phB00000004MmoIAE",,98,1668,350000,16,120000,250000,56634,10,0.24,42857,172,3560,23454,150000,17000000,1174,22345,9,0.59,15720,4873,45443,29398,29000000,455000,12354,3580,30000,155,11.4,18608,941,4.1,30000
"Heat",,"Stationary","140 Mission St","SDO.002",,"Commercial Building","USA","2023-09-18","2023-09-18","AMER","0phB00000004MmoIAE",,92,4101,250000,28,120000,150000,56634,30,0.24,51429,301,3560,43566,100000,15000000,528,21234,5,0.59,15839,8160,45443,39885,29000000,429000,12454,82177,27000,381,13.2,18608,941,2.3,36000
"FuelOil",,"Stationary","140 Mission St","SDO.002",,"Commercial Building","USA","2023-09-18","2022-11-15","AMER","0phB00000004MmoIAE",,70,2293,400000,29,135000,350000,67688,7,0.24,57857,312,3139,34345,150000,14000000,2242,21234,7,0.59,19901,6120,45443,69329,31023124,472000,53423,15809,2861000,213,11.2,21323,829,0.6,40500
"Heat",,"Stationary","140 Mission St","SDO.002",,"Commercial Building","USA","2023-09-18","2021-07-31","AMER","0phB00000004MmoIAE",,62,2056,400000,8,135000,250000,56634,21,0.24,48214,86,3139,23454,150000,15000000,1370,21234,7,0.59,19278,3367,45443,49740,35000000,373000,53423,70838,2003000,191,14.3,21323,829,0.1,33750
"Natural Gas",,"Stationary","140 Mission St","SDO.002",,"Commercial Building","USA","2023-09-18","2022-09-02","AMER","0phB00000004MmoIAE",,48,3584,450000,23,120000,250000,67688,13,0.24,34286,248,3560,43566,150000,15000000,743,34543,9,0.59,13036,8172,45443,43563,31023124,371000,53423,76572,22000,333,10.6,18608,941,5.1,24000
"Propane",,"Stationary","140 Mission St","SDO.002",,"Commercial Building","USA","2023-09-18","2020-03-14","AMER","0phB00000004MmoIAE",,47,4833,250000,22,154000,350000,76855,12,0.24,44000,237,3560,43566,150000,14000000,1620,22345,10,0.59,18250,4361,34124,89363,29000000,366000,12354,9821,3085000,449,11,18608,941,1.5,30800
"Natural Gas",,"Stationary","140 Mission St","SDO.002",,"Commercial Building","USA","2023-09-18","2023-06-06","AMER","0phB00000004MmoIAE",,98,4435,400000,20,120000,250000,56634,25,0.24,34286,215,3560,23454,150000,15000000,940,21234,6,0.59,14919,7669,34124,41628,31023124,489000,12354,4496,24000,412,14.2,21323,941,3.7,24000
"Electricity",,"Stationary","140 Mission St","SDO.002",,"Commercial Building","USA","2023-09-18","2021-02-17","AMER","0phB00000004MmoIAE",,95,4241,450000,7,154000,250000,56634,28,0.24,55000,75,3139,43566,123678,15000000,792,21234,7,0.59,19485,6705,34124,83715,29000000,451000,12354,88318,3400000,394,12,18608,829,1.1,38500
"Diesel",,"Stationary","140 Mission St","SDO.002",,"Commercial Building","USA","2023-09-18","2022-12-07","AMER","0phB00000004MmoIAE",,54,1195,400000,20,154000,250000,56634,22,0.24,33000,215,3139,23454,150000,17000000,738,22345,4,0.59,12453,3872,45443,43549,35000000,392000,12454,82562,2676000,111,10,18608,829,4.1,23100
"Electricity",,"Stationary","140 Mission St","SDO.002",,"Commercial Building","USA","2023-09-18","2022-04-20","AMER","0phB00000004MmoIAE",,37,915,450000,9,135000,250000,67688,10,0.24,28929,97,3139,43566,150000,15000000,884,21234,4,0.59,14447,8671,66544,54347,31023124,449000,12354,93061,19000,85,12.8,21323,829,4.3,20250
"Heat",,"Stationary","140 Mission St","SDO.002",,"Commercial Building","USA","2023-09-18","2022-05-05","AMER","0phB00000004MmoIAE",,47,3767,350000,22,154000,350000,76855,28,0.24,33000,237,3560,43566,150000,14000000,1574,34543,7,0.59,15164,6362,66544,72916,31023124,472000,12354,77322,2994000,350,13.2,15000,941,1.9,23100
"Heat",,"Stationary","140 Mission St","SDO.002",,"Commercial Building","USA","2023-09-18","2020-03-09","AMER","0phB00000004MmoIAE",,66,2540,350000,1,154000,300000,56634,30,0.24,66000,11,3560,23454,100000,17000000,1830,22345,10,0.59,10291,4846,34124,58655,31023124,471000,12454,92855,2300000,236,10.2,15000,941,0.2,46200
"FuelOil",,"Stationary","140 Mission St","SDO.002",,"Commercial Building","USA","2023-09-18","2022-02-23","AMER","0phB00000004MmoIAE",,85,1216,300000,13,120000,300000,56634,22,0.24,34286,140,3139,23454,123678,17000000,634,21234,9,0.59,15437,3304,45443,85416,31023124,443000,12354,70181,21000,113,10.4,21323,829,5.2,24000
"Propane",,"Stationary","140 Mission St","SDO.002",,"Commercial Building","USA","2023-09-18","2021-12-11","AMER","0phB00000004MmoIAE",,57,4359,250000,3,154000,250000,67688,1,0.24,44000,32,500,34345,123678,15000000,2139,21234,8,0.59,16236,3966,34124,41126,31023124,381000,12354,16884,3452000,405,14.9,21323,132,3.6,30800
"Refrigerant",,"Stationary","140 Mission St","SDO.002",,"Commercial Building","USA","2023-09-18","2023-08-04","AMER","0phB00000004MmoIAE",,95,1938,300000,11,154000,150000,76855,20,0.24,33000,118,3560,23454,100000,14000000,718,34543,5,0.59,16134,3798,34124,78290,29000000,359000,12454,85812,3346000,180,11.1,15000,941,2,23100
"Cooling",,"Stationary","140 Mission St","SDO.002",,"Commercial Building","USA","2023-09-18","2020-08-28","AMER","0phB00000004MmoIAE",,39,549,400000,11,135000,250000,56634,1,0.24,38571,118,3139,34345,150000,15000000,2247,22345,10,0.59,19818,4972,66544,12946,31023124,423000,12354,4891,2470000,51,11.4,18608,829,1,27000
"Natural Gas",,"Stationary","140 Mission St","SDO.002",,"Commercial Building","USA","2023-09-18","2022-11-23","AMER","0phB00000004MmoIAE",,87,3531,450000,13,135000,250000,56634,7,0.24,57857,140,3139,23454,100000,15000000,1196,34543,3,0.59,11491,5757,45443,33499,35000000,461000,12354,76942,20000,328,11.1,21323,829,0.6,40500
"Heat",,"Data Center","Freight Hauling - downstream distribution FY21","Scope3source3",,"Data Center","AUS","2023-09-18","2022-10-16","AMER",,,53,4273,400000,12,154000,250000,56634,7,4.19,66000,129,3560,34345,123678,14000000,1776,22345,10,8.45,15991,7850,34124,20537,29000000,486000,53423,87524,2726000,397,14.7,18608,941,2.9,46200
"Electricity",,"Scope 3","*AMER Financed Emissions","Scope3source2",,"Scope 3","CHN","2023-09-18","2021-08-16","North America",,,46,1475,400000,4,135000,300000,67688,29,3.2,28929,43,3139,23454,150000,15000000,1065,34543,8,3.12,17684,4999,45443,96408,35000000,497000,12454,15224,32000,137,10.4,15000,829,4,20250
"Steam",,"Scope 3","Business Travel FY18","S3DO.001",,"Scope 3","JPN","2023-09-18","2023-06-08","Europe",,,66,2637,400000,16,154000,250000,56634,7,2.52,44000,172,3560,23454,123678,14000000,660,21234,10,5.15,18474,6854,34124,29350,35000000,449000,12354,4944,2699000,245,12.5,21323,941,1.6,30800
"Steam",,"Vehicle","Company Jet #2","VDO.003",,"Private Jet","ARG","2023-09-18","2021-09-19","Southeast Asia",,,56,2551,300000,6,154000,300000,67688,23,0.19,55000,65,500,23454,150000,15000000,2148,34543,3,0.37,16123,8885,34124,16993,35000000,425000,12454,3528,3127000,237,10.7,18608,132,1.3,38500
"Refrigerant",,"Data Center","Freight Hauling - downstream distribution FY21","Scope3source3",,"Data Center","ARG","2023-09-18","2021-02-11","Southeast Asia",,,99,2077,400000,1,135000,350000,67688,28,0.19,38571,11,3139,43566,100000,14000000,1421,22345,4,0.37,10301,8715,34124,72241,35000000,406000,12454,7688,34000,193,12,18608,829,1.8,27000
"Steam",,"Scope 3","Business Travel FY18","S3DO.001",,"Scope 3","AUS","2023-09-18","2022-12-05","Central Asia",,,75,1884,400000,5,154000,250000,56634,26,4.19,55000,54,3139,23454,100000,17000000,2255,34543,4,8.45,18070,9070,34124,32734,35000000,379000,12354,1279,3229000,175,13.5,18608,829,2,38500
"Cooling",,"Vehicle","Company Jet #2","VDO.003",,"Private Jet","IND","2023-09-18","2020-12-10","Central America",,,97,4166,400000,30,135000,150000,67688,4,4.97,28929,323,500,34345,123678,14000000,1930,22345,4,10.02,15175,5725,45443,24205,29000000,409000,12454,4741,34000,387,11,15000,132,3.2,20250
"FuelOil",,"Data Center","*AMER Financed Emissions","Scope3source2",,"Data Center","IRL","2023-09-18","2023-04-20","AMER",,,86,775,250000,15,135000,150000,67688,11,0.01,48214,161,3560,34345,123678,14000000,1693,22345,9,0.02,14420,5338,66544,16794,29000000,482000,12354,92766,3253000,72,13.2,18608,941,1,33750
"Steam",,"Data Center","Business Travel FY18","S3DO.001",,"Data Center","CHN","2023-09-18","2023-03-21","South America",,,68,1808,450000,17,135000,300000,76855,23,3.2,57857,183,3560,23454,123678,15000000,1506,21234,10,3.12,19548,6082,34124,21411,35000000,429000,53423,5221,19000,168,12.1,18608,941,2,40500
"Propane",,"Scope 3","Freight Hauling - downstream distribution FY21","Scope3source3",,"Scope 3","IND","2023-09-18","2023-12-30","Central America",,,86,344,400000,11,154000,250000,76855,4,4.97,66000,118,3560,23454,150000,17000000,1736,22345,7,10.02,18553,6835,66544,22472,35000000,437000,12454,17813,3356000,32,11.7,18608,941,2.9,46200
"Heat",,"Vehicle","Company Jet #2","VDO.003",,"Private Jet","GBR","2023-09-18","2021-03-24","North America",,,30,1109,350000,21,120000,150000,67688,27,5.99,25714,226,3139,34345,123678,17000000,470,21234,3,12.14,12553,8674,34124,12971,35000000,372000,12454,8076,22000,103,14.9,18608,829,5.3,18000
"Heat",,"Scope 3","*AMER Financed Emissions","Scope3source2",,"Scope 3","GBR","2023-09-18","2021-09-06","Southeast Asia",,,88,1109,250000,30,120000,250000,67688,24,5.99,34286,323,3560,34345,150000,14000000,436,34543,4,12.14,10611,5554,66544,82470,31023124,365000,12454,16211,3204000,103,12.1,18608,941,3.9,24000
"Propane",,"Scope 3","Freight Hauling - downstream distribution FY21","Scope3source3",,"Scope 3","BRA","2023-09-18","2022-08-19","Central Asia",,,77,1970,250000,13,120000,300000,76855,22,1.05,51429,140,3139,43566,150000,17000000,1964,34543,5,2.13,15789,8747,34124,23826,29000000,398000,53423,6827,2237000,183,13.5,15000,829,5.2,36000
"Cooling",,"Data Center","Business Travel FY18","S3DO.001",,"Data Center","CAN","2023-09-18","2021-05-14","North America",,,50,872,250000,30,154000,300000,56634,21,2.68,44000,323,3139,34345,100000,15000000,2287,34543,3,5.4,11378,4552,45443,84663,31023124,495000,12454,19659,2715000,81,13,21323,829,0.4,30800
"Heat",,"Data Center","*AMER Financed Emissions","Scope3source2",,"Data Center","USA","2023-09-18","2023-08-05","Central Asia",,,75,2250,400000,13,120000,150000,67688,10,0.24,25714,140,3560,23454,123678,15000000,2125,34543,10,0.59,19464,3059,66544,23577,31023124,445000,53423,5504,28000,209,11.9,21323,941,0.6,18000
"Diesel",,"Vehicle","Company Jet #2","VDO.003",,"Private Jet","SGP","2023-09-18","2021-06-14","EMEA",,,70,4359,400000,4,120000,250000,56634,19,0.42,42857,43,3139,43566,100000,14000000,1468,22345,5,0.85,17340,9425,66544,65815,35000000,368000,12454,9217,34000,405,13,15000,829,0.5,30000
"Heat",,"Data Center","Business Travel FY18","S3DO.001",,"Data Center","IND","2023-09-18","2020-09-22","South America",,,33,1432,400000,20,135000,300000,67688,4,4.97,57857,215,500,34345,123678,15000000,1146,22345,8,10.02,14688,8710,34124,92218,31023124,364000,12454,16943,10000,133,14.2,18608,132,3.8,40500
"Refrigerant",,"Vehicle","Company Jet #2","VDO.003",,"Private Jet","IRL","2023-09-18","2020-12-24","Southeast Asia",,,41,710,300000,7,135000,350000,67688,10,0.01,57857,75,3560,34345,150000,17000000,1767,21234,4,0.02,15233,9534,66544,81381,29000000,374000,53423,16917,10000,66,13.5,21323,941,5.2,40500
"Refrigerant",,"Scope 3","Freight Hauling - downstream distribution FY21","Scope3source3",,"Scope 3","ARG","2023-09-18","2022-01-11","ANZ",,,90,2153,250000,12,154000,250000,76855,9,0.19,44000,129,3139,43566,123678,14000000,804,22345,7,0.37,10251,5672,34124,75253,29000000,352000,12354,6465,2998000,200,10.3,21323,829,4,30800
"FuelOil",,"Data Center","*AMER Financed Emissions","Scope3source2",,"Data Center","GBR","2023-09-18","2021-05-31","Central America",,,31,2939,250000,11,120000,300000,76855,8,5.99,51429,118,500,43566,150000,14000000,341,34543,10,12.14,13725,9171,45443,60038,35000000,436000,53423,2079,3227000,273,14.7,21323,132,4.1,36000
"Cooling",,"Vehicle","Company Jet #2","VDO.003",,"Private Jet","CAN","2023-09-18","2023-07-19","EMEA",,,73,775,350000,25,135000,150000,76855,27,2.68,57857,269,3139,34345,123678,17000000,415,21234,6,5.4,11753,3087,66544,94388,29000000,489000,53423,76034,3020000,72,12.7,15000,829,4.2,40500
"Propane",,"Scope 3","*AMER Financed Emissions","Scope3source2",,"Scope 3","CHN","2023-09-18","2021-09-16","Central Asia",,,36,2099,250000,21,154000,250000,76855,18,3.2,66000,226,500,23454,100000,15000000,628,34543,4,3.12,10028,6327,45443,48234,31023124,370000,12454,73870,11000,195,13.5,15000,132,5.7,46200
"FuelOil",,"Data Center","Freight Hauling - downstream distribution FY21","Scope3source3",,"Data Center","AUS","2023-09-18","2022-05-01","Southeast Asia",,,34,3218,350000,28,135000,150000,67688,16,4.19,48214,301,3139,34345,100000,17000000,1014,21234,8,8.45,11203,4149,66544,79968,31023124,414000,53423,6251,3481000,299,14,18608,829,5.2,33750
"Propane",,"Data Center","Business Travel FY18","S3DO.001",,"Data Center","SGP","2023-09-18","2023-09-25","Central America",,,90,3757,400000,3,120000,350000,67688,28,0.42,42857,32,3560,43566,100000,17000000,2185,22345,10,0.85,10414,3384,45443,66115,31023124,471000,12454,17919,2757000,349,11.6,15000,941,3.9,30000
"Heat",,"Scope 3","*AMER Financed Emissions","Scope3source2",,"Scope 3","GBR","2023-09-18","2023-05-15","Central Asia",,,51,2583,400000,1,120000,300000,67688,22,5.99,51429,11,3560,23454,123678,17000000,1365,34543,9,12.14,13884,4593,66544,81542,29000000,391000,12354,77038,28000,240,14,21323,941,2.6,36000
"Electricity",,"Data Center","Business Travel FY18","S3DO.001",,"Data Center","ARG","2023-09-18","2023-03-10","EMEA",,,38,635,450000,18,135000,350000,76855,5,0.19,28929,194,3560,34345,123678,14000000,496,34543,5,0.37,10902,8787,45443,33943,31023124,354000,12454,16478,3100000,59,13.2,15000,941,3.4,20250
"Natural Gas",,"Vehicle","Company Jet #2","VDO.003",,"Private Jet","CAN","2023-09-18","2022-11-25","LATAM",,,69,398,450000,23,135000,350000,76855,27,2.68,28929,248,3139,23454,123678,15000000,1986,34543,7,5.4,11194,9475,45443,82568,35000000,376000,12454,95980,2722000,37,14.1,15000,829,5.4,20250
"Electricity",,"Data Center","Freight Hauling - downstream distribution FY21","Scope3source3",,"Data Center","IND","2023-09-18","2023-02-21","ANZ",,,73,1539,400000,22,154000,300000,67688,6,4.97,33000,237,3560,43566,100000,14000000,1235,22345,10,10.02,15932,9516,66544,27489,31023124,371000,53423,6547,3074000,143,14.5,18608,941,5,23100
"Cooling",,"Data Center","Business Travel FY18","S3DO.001",,"Data Center","USA","2023-09-18","2020-02-14","Central America",,,38,614,400000,10,154000,250000,67688,10,0.24,66000,108,500,43566,100000,17000000,343,34543,5,0.59,19214,5721,34124,41340,35000000,418000,53423,3954,33000,57,13.7,15000,132,2.3,46200
"Diesel",,"Scope 3","Freight Hauling - downstream distribution FY21","Scope3source3",,"Scope 3","CHN","2023-09-18","2023-07-15","Europe",,,59,527,250000,15,154000,250000,56634,23,3.2,66000,161,3560,23454,150000,17000000,2194,21234,6,3.12,13947,3682,45443,42115,35000000,397000,12454,94966,2038000,49,12.1,21323,941,3.2,46200
"Steam",,"Vehicle","Company Jet #2","VDO.003",,"Private Jet","GBR","2023-09-18","2020-10-02","EMEA",,,59,2207,400000,24,120000,300000,76855,11,5.99,34286,258,3139,43566,123678,15000000,922,22345,10,12.14,15992,8861,34124,79264,31023124,488000,53423,4186,17000,205,10.7,18608,829,0.1,24000
"Electricity",,"Data Center","*AMER Financed Emissions","Scope3source2",,"Data Center","JPN","2023-09-18","2021-06-13","AMER",,,48,3584,450000,22,135000,350000,67688,26,2.52,48214,237,500,34345,100000,14000000,1248,34543,7,5.15,14067,9577,66544,33949,29000000,444000,12354,4808,34000,333,12.1,15000,132,3.7,33750
