"LastProcessedDate","SpendBasedPredictedEmissionBucket","Date","SpendBasedEmissionBucket","DateBucket","Supplier_Type","Spend_Based_Emission","Qty_Based_Emission","Spend_Based_Predicted_Emission","Floor_Area","Headcount","Qty_Based_Predicted_Emission","Revenue"
"2023-09-18","CY+1 / 52 K Total / Legal Services 8K","2024-08-07","NULL - No Value","Next Year","Legal Services",,,8000,800,600,4000,2300
"2023-09-18","Null - No Value","2021-11-12","CY-4 / 72 K Total / Employment Service 7K","2 Years Ago - 2021","Employment Service",7000,3000,,700,700,,700
"2023-09-18","Null - No Value","2013-02-10","CY-10 / 57 K Total / Data Processing 6K  ","10 Years Ago - 2013","Data Processing",6000,1000,,900,900,,900
"2023-09-18","Null - No Value","2019-01-26","CY-4 / 72 K Total / Software 13K","4 Years Ago - 2019","Software",13000,9000,,200,1400,,3000
"2023-09-18","Null - No Value","2015-03-21","CY-8 / 78 K Total / Business Support 13K","8 Years Ago - 2015","Business Support",13000,8000,,700,500,,2800
"2023-09-18","CY+1 / 52 K Total / Telecommunication 8K","2025-02-04","NULL - No Value","2 Years Later","Employment Service",,,8000,700,700,4000,700
"2023-09-18","Null - No Value","2017-12-30","NULL - No Value","6 Years Ago - 2017","Telecommunication",,-4000,,850,100,,1900
"2023-09-18","Null - No Value","2021-04-30","CY-4 / 72 K Total / Other Real State 10K","2 Years Ago - 2021","Data Processing",10000,6000,,900,900,,900
"2023-09-18","CY / 62 K Total / Legal Services 10K","2023-12-09","CY / 62 K Total / Legal Services 10K  ","Current Year","Legal Services",10000,6000,10000,800,600,6000,2300
"2023-09-18","CY+1 / 52 K Total / Other Real State 7K","2024-10-25","NULL - No Value","Next Year","Other Real Estate",,,7000,1600,250,3000,1600
"2023-09-18","Null - No Value","2020-10-28","CY-9 / 73 K Total / Employment Service 8K","3 Years Ago - 2020","Other Real Estate",8000,4000,,1600,250,,1600
"2023-09-18","Null - No Value","2022-03-23","CY-10 / 57 K Total / Business Support 10K  ","Last Year - 2022","Software",10000,6000,,200,1400,,3000
"2023-09-18","Null - No Value","2016-12-13","CY-7 / 46 K Total / Employment Service 3K","7 Years Ago - 2016","Employment Service",3000,-1000,,700,700,,700
"2023-09-18","Null - No Value","2014-05-07","CY-9 / 73 K Total / Business Support 12K","9 Years Ago - 2014","Business Support",12000,7000,,700,500,,2800
"2023-09-18","Null - No Value","2018-05-12","CY / 62 K Total / Business Support 12K  ","5 Years Ago - 2018","Data Processing",12000,8000,,900,900,,900
"2023-09-18","Null - No Value","2013-11-26","CY-10 / 57 K Total / Telecommunication 8K  ","10 Years Ago - 2013","Telecommunication",8000,3000,,850,100,,1900
"2023-09-18","CY / 62 K Total / Legal Services 10K","2023-01-05","CY / 62 K Total / Legal Services 10K  ","Current Year","Legal Services",10000,6000,10000,800,600,6000,2300
"2023-09-18","Null - No Value","2016-01-04","CY-7 / 46 K Total / Software 10K","7 Years Ago - 2016","Software",10000,6000,,200,1400,,3000
"2023-09-18","Null - No Value","2014-01-19","CY-9 / 73 K Total / Legal Services 11K","9 Years Ago - 2014","Legal Services",11000,6000,,800,600,,2300
"2023-09-18","Null - No Value","2017-09-11","CY-10 / 57 K Total / Data Processing 6K  ","6 Years Ago - 2017","Employment Service",6000,2000,,700,700,,700
"2023-09-18","CY+2 / 68 K Total / Other Real State 6.5K","2025-08-22","NULL - No Value","2 Years Later","Other Real Estate",,,6500,1600,250,2500,1600
"2023-09-18","Null - No Value","2020-07-12","CY-7 / 46 K Total / Business Support 9K","3 Years Ago - 2020","Data Processing",9000,5000,,900,900,,900
"2023-09-18","CY+1 / 52 K Total / Telecommunication 8K","2024-02-29","NULL - No Value","Next Year","Telecommunication",,,8000,850,100,4000,1900
"2023-09-18","Null - No Value","2018-01-24","CY-8 / 78 K Total / Business Support 13K","5 Years Ago - 2018","Business Support",13000,9000,,700,500,,2800
"2023-09-18","Null - No Value","2015-11-09","CY-8 / 78 K Total / Legal Services 12K","8 Years Ago - 2015","Legal Services",12000,7000,,800,600,,2300
"2023-09-18","Null - No Value","2019-01-23","CY-4 / 72 K Total / Telecommunication 11K","4 Years Ago - 2019","Telecommunication",11000,7000,,850,100,,1900
"2023-09-18","Null - No Value","2013-03-02","CY / 62 K Total / Data Processing 6K  ","10 Years Ago - 2013","Data Processing",6000,1000,,900,900,,900
"2023-09-18","Null - No Value","2021-05-12","CY-8 / 78 K Total / Telecommunication 11K","2 Years Ago - 2021","Software",11000,7000,,200,1400,,3000
"2023-09-18","Null - No Value","2022-10-25","CY-8 / 78 K Total / Software 14K","Last Year - 2022","Employment Service",14000,10000,,700,700,,700
"2023-09-18","Null - No Value","2021-12-31","CY / 62 K Total / Employment Service 5K  ","2 Years Ago - 2021","Business Support",5000,1000,,700,500,,2800
"2023-09-18","Null - No Value","2013-03-08","CY / 62 K Total / Other Real Estate 7K  ","10 Years Ago - 2013","Other Real Estate",7000,2000,,1600,250,,1600
"2023-09-18","Null - No Value","2016-11-23","CY-7 / 46 K Total / Software 10K","7 Years Ago - 2016","Software",10000,6000,,200,1400,,3000
"2023-09-18","Null - No Value","2015-07-15","CY-4 / 72 K Total / Telecommunication 11K","8 Years Ago - 2015","Employment Service",11000,6000,,700,700,,700
"2023-09-18","Null - No Value","2019-05-01","CY-4 / 72 K Total / Telecommunication 11K","4 Years Ago - 2019","Telecommunication",11000,7000,,850,100,,1900
"2023-09-18","Null - No Value","2017-01-14","CY-10 / 57 K Total / Software 12K  ","6 Years Ago - 2017","Data Processing",12000,8000,,900,900,,900
"2023-09-18","Null - No Value","2022-10-08","CY-4 / 72 K Total / Telecommunication 11K","Last Year - 2022","Legal Services",11000,7000,,800,600,,2300
"2023-09-18","CY+1 / 52 K Total / Other Real State 7K","2024-08-16","NULL - No Value","Next Year","Other Real Estate",,,7000,1600,250,3000,1600
"2023-09-18","CY+2 / 68 K Total / Business Support 10.5K","2025-01-18","NULL - No Value","2 Years Later","Business Support",,,10500,700,500,6500,2800
"2023-09-18","CY / 62 K Total / Telecommunication 9K","2023-01-16","CY / 62 K Total / Telecommunication 9K  ","Current Year","Telecommunication",9000,5000,9000,850,100,5000,1900
"2023-09-18","Null - No Value","2014-03-12","CY-9 / 73 K Total / Business Support 12K","9 Years Ago - 2014","Business Support",12000,7000,,700,500,,2800
"2023-09-18","Null - No Value","2020-12-07","CY-9 / 73 K Total / Data Processing 9K","3 Years Ago - 2020","Employment Service",9000,5000,,700,700,,700
"2023-09-18","Null - No Value","2018-05-07","CY-9 / 73 K Total / Telecommunication 10K","5 Years Ago - 2018","Software",10000,6000,,200,1400,,3000
"2023-09-18","Null - No Value","2013-10-01","CY / 62 K Total / Legal Services 10K  ","10 Years Ago - 2013","Legal Services",10000,5000,,800,600,,2300
"2023-09-18","Null - No Value","2020-08-24","CY-7 / 46 K Total / Legal Services 8K","3 Years Ago - 2020","Other Real Estate",8000,4000,,1600,250,,1600
"2023-09-18","Null - No Value","2014-09-24","CY-9 / 73 K Total / Data Processing 9K","9 Years Ago - 2014","Data Processing",9000,4000,,900,900,,900
"2023-09-18","Null - No Value","2021-05-27","CY-4 / 72 K Total / Software 13K","2 Years Ago - 2021","Software",13000,9000,,200,1400,,3000
"2023-09-18","Null - No Value","2017-10-10","CY-9 / 73 K Total / Business Support 12K","6 Years Ago - 2017","Employment Service",12000,8000,,700,700,,700
"2023-09-18","CY+1 / 52 K Total / Other Real State 7K","2024-04-12","NULL - No Value","Next Year","Other Real Estate",,,7000,1600,250,3000,1600
"2023-09-18","Null - No Value","2015-05-08","CY-8 / 78 K Total / Business Support 13K","8 Years Ago - 2015","Business Support",13000,8000,,700,500,,2800
"2023-09-18","Null - No Value","2022-02-21","CY-7 / 46 K Total / Other Real State 5K","Last Year - 2022","Legal Services",5000,1000,,800,600,,2300
"2023-09-18","CY / 62 K Total / Data Processing 6K","2023-06-23","CY / 62 K Total / Data Processing 6K  ","Current Year","Data Processing",6000,2000,6000,900,900,2000,900
"2023-09-18","Null - No Value","2018-01-11","CY-10 / 57 K Total / Telecommunication 8K  ","5 Years Ago - 2018","Telecommunication",8000,4000,,850,100,,1900
"2023-09-18","CY+2 / 68 K Total / Legal Services 8.5K","2025-03-19","NULL - No Value","2 Years Later","Legal Services",,,8500,800,600,4500,2300
"2023-09-18","Null - No Value","2016-10-17","CY-7 / 46 K Total / Employment Service 3K","7 Years Ago - 2016","Employment Service",3000,-1000,,700,700,,700
"2023-09-18","Null - No Value","2019-02-17","CY-4 / 72 K Total / Software 13K","4 Years Ago - 2019","Software",13000,9000,,200,1400,,3000
"2023-09-18","Null - No Value","2013-12-21","CY / 62 K Total / Telecommunication 9K  ","10 Years Ago - 2013","Telecommunication",9000,4000,,850,100,,1900
"2023-09-18","Null - No Value","2017-07-17","CY / 62 K Total / Data Processing 6K  ","6 Years Ago - 2017","Other Real Estate",6000,2000,,1600,250,,1600
"2023-09-18","CY+2 / 68 K Total / Data Processing 7K","2025-08-26","NULL - No Value","2 Years Later","Data Processing",,,7000,900,900,3000,900
"2023-09-18","Null - No Value","2021-03-26","CY-10 / 57 K Total / Other Real Estate 7K  ","2 Years Ago - 2021","Business Support",7000,3000,,700,500,,2800
"2023-09-18","Null - No Value","2019-12-11","CY-4 / 72 K Total / Employment Service 7K","4 Years Ago - 2019","Employment Service",7000,3000,,700,700,,700
"2023-09-18","Null - No Value","2015-08-14","CY-8 / 78 K Total / Telecommunication 11K","8 Years Ago - 2015","Telecommunication",11000,6000,,850,100,,1900
"2023-09-18","CY / 62 K Total / Data Processing 6K","2023-01-12","CY / 62 K Total / Data Processing 6K  ","Current Year","Data Processing",6000,2000,6000,900,900,2000,900
"2023-09-18","Null - No Value","2018-09-02","CY-9 / 73 K Total / Other Real State 9K","5 Years Ago - 2018","Other Real Estate",9000,5000,,1600,250,,1600
"2023-09-18","Null - No Value","2014-01-06","CY-9 / 73 K Total / Legal Services 11K","9 Years Ago - 2014","Legal Services",11000,6000,,800,600,,2300
"2023-09-18","Null - No Value","2016-10-26","CY-7 / 46 K Total / Software 10K","7 Years Ago - 2016","Software",10000,6000,,200,1400,,3000
"2023-09-18","CY+1 / 52 K Total / Business Support 9K","2024-01-08","NULL - No Value","Next Year","Business Support",,,9000,700,500,5000,2800
"2023-09-18","Null - No Value","2022-09-02","CY-8 / 78 K Total / Employment Service 8K","Last Year - 2022","Other Real Estate",8000,4000,,1600,250,,1600
"2023-09-18","Null - No Value","2020-01-18","CY-4 / 72 K Total / Legal Services 11K","3 Years Ago - 2020","Telecommunication",11000,7000,,850,100,,1900
"2023-09-18","Null - No Value","2017-10-03","CY / 62 K Total / Other Real Estate 7K  ","6 Years Ago - 2017","Data Processing",7000,3000,,900,900,,900
"2023-09-18","Null - No Value","2018-03-20","CY-4 / 72 K Total / Data Processing 8K","5 Years Ago - 2018","Legal Services",8000,4000,,800,600,,2300
"2023-09-18","Null - No Value","2016-12-22","CY-7 / 46 K Total / Employment Service 3K","7 Years Ago - 2016","Employment Service",3000,-1000,,700,700,,700
"2023-09-18","Null - No Value","2019-06-23","CY-4 / 72 K Total / Business Support 12K","4 Years Ago - 2019","Business Support",12000,8000,,700,500,,2800
"2023-09-18","Null - No Value","2020-05-03","CY-7 / 46 K Total / Employment Service 3K","3 Years Ago - 2020","Software",3000,-1000,,200,1400,,3000
"2023-09-18","Null - No Value","2021-06-12","CY-8 / 78 K Total / Other Real State 11K","2 Years Ago - 2021","Business Support",11000,7000,,700,500,,2800
"2023-09-18","Null - No Value","2015-03-16","CY-8 / 78 K Total / Legal Services 12K","8 Years Ago - 2015","Legal Services",12000,7000,,800,600,,2300
"2023-09-18","Null - No Value","2014-12-03","CY-9 / 73 K Total / Software 14K","9 Years Ago - 2014","Software",14000,9000,,200,1400,,3000
"2023-09-18","CY+1 / 52 K Total / Telecommunication 8K","2024-02-05","NULL - No Value","Next Year","Telecommunication",,,8000,850,100,4000,1900
"2023-09-18","CY+2 / 68 K Total / Other Real State 6.5K","2025-05-27","NULL - No Value","2 Years Later","Other Real Estate",,,6500,1600,250,2500,1600
"2023-09-18","Null - No Value","2022-03-02","CY-8 / 78 K Total / Data Processing 9K","Last Year - 2022","Employment Service",9000,5000,,700,700,,700
"2023-09-18","Null - No Value","2013-01-07","CY-10 / 57 K Total / Data Processing 6K  ","10 Years Ago - 2013","Data Processing",6000,1000,,900,900,,900
"2023-09-18","CY / 62 K Total / Legal Services 10K","2023-02-16","CY / 62 K Total / Legal Services 10K  ","Current Year","Legal Services",10000,6000,10000,800,600,6000,2300
"2023-09-18","Null - No Value","2020-11-30","CY-7 / 46 K Total / Data Processing 4K","3 Years Ago - 2020","Business Support",4000,0,,700,500,,2800
"2023-09-18","CY / 62 K Total / Employment Service 5K","2023-06-14","CY / 62 K Total / Employment Service 5K  ","Current Year","Employment Service",5000,1000,5000,700,700,1000,700
"2023-09-18","Null - No Value","2015-06-09","CY-8 / 78 K Total / Data Processing 9K","8 Years Ago - 2015","Data Processing",9000,4000,,900,900,,900
"2023-09-18","Null - No Value","2013-11-06","CY / 62 K Total / Software 13K  ","10 Years Ago - 2013","Software",13000,8000,,200,1400,,3000
"2023-09-18","Null - No Value","2016-11-30","CY-7 / 46 K Total / Other Real State 5K","7 Years Ago - 2016","Other Real Estate",5000,1000,,1600,250,,1600
"2023-09-18","Null - No Value","2017-03-04","CY-7 / 46 K Total / Software 10K","6 Years Ago - 2017","Telecommunication",10000,6000,,850,100,,1900
"2023-09-18","Null - No Value","2022-05-15","CY-7 / 46 K Total / Telecommunication 7K","Last Year - 2022","Business Support",7000,3000,,700,500,,2800
"2023-09-18","CY+1 / 52 K Total / Employment Service 5K","2024-08-25","NULL - No Value","Next Year","Employment Service",,,5000,700,700,1000,700
"2023-09-18","Null - No Value","2021-04-04","CY-9 / 73 K Total / Software 14K","2 Years Ago - 2021","Telecommunication",14000,10000,,850,100,,1900
"2023-09-18","Null - No Value","2018-04-16","CY-10 / 57 K Total / Legal Services 9K  ","5 Years Ago - 2018","Data Processing",9000,5000,,900,900,,900
"2023-09-18","Null - No Value","2019-01-29","CY-4 / 72 K Total / Other Real State 10K","4 Years Ago - 2019","Other Real Estate",10000,6000,,1600,250,,1600
"2023-09-18","CY+2 / 68 K Total / Legal Services 8.5K","2025-02-18","NULL - No Value","2 Years Later","Legal Services",,,8500,800,600,4500,2300
