"TPM__c","Discount__c","Month__c","Product","Retailer__c","Daily_Unit_Volume"
"Digital Coupon","0.15","AUG","Alpine Energy - Energy Gels","Nutrition Stop",564
"BOGO","0.15","AUG","Alpine Energy - Energy Gels","Rondel",519
"BOGO","0.15","AUG","Alpine Energy - Energy Gels","Fine Goods",684
"BOGO","0.15","AUG","Alpine Energy - Energy Gels","Northern Trails Outfitters",635
"BOGO","0.15","AUG","Alpine Energy - Energy Gels","Fare Merchants",573
"BOGO","0.15","AUG","Alpine Energy - Energy Gels","Sure Store",507
"BOGO","0.15","AUG","Alpine Energy - Energy Gels","WaySafe",646
"BOGO","0.15","AUG","Alpine Energy - Energy Gels","Alpine Nutrition",778
"BOGO","0.15","AUG","Alpine Energy - Energy Gels","Huge Store",627
"BOGO","0.05","AUG","Alpine Energy - Energy Gels","Sanesberry",263
"Digital Coupon","0.05","AUG","Alpine Energy - Energy Gels","Nutrition Stop",232
"BOGO","0.05","AUG","Alpine Energy - Energy Gels","Rondel",337
"BOGO","0.05","AUG","Alpine Energy - Energy Gels","Fine Goods",269
"BOGO","0.05","AUG","Alpine Energy - Energy Gels","Northern Trails Outfitters",212
"BOGO","0.05","AUG","Alpine Energy - Energy Gels","Fare Merchants",251
"BOGO","0.05","AUG","Alpine Energy - Energy Gels","Sure Store",254
"BOGO","0.05","AUG","Alpine Energy - Energy Gels","WaySafe",193
"BOGO","0.05","AUG","Alpine Energy - Energy Gels","Alpine Nutrition",160
"BOGO","0.1","AUG","Alpine Energy - Energy Gels","Huge Store",196
"BOGO","0.1","AUG","Alpine Energy - Energy Gels","Sanesberry",155
"BOGO","0.1","AUG","Alpine Energy - Energy Gels","Nutrition Stop",202
"Digital Coupon","0.1","AUG","Alpine Energy - Energy Gels","Rondel",220
"BOGO","0.1","AUG","Alpine Energy - Energy Gels","Fine Goods",229
"BOGO","0.1","AUG","Alpine Energy - Energy Gels","Northern Trails Outfitters",212
"BOGO","0.1","AUG","Alpine Energy - Energy Gels","Fare Merchants",232
"BOGO","0.1","AUG","Alpine Energy - Energy Gels","Sure Store",167
"BOGO","0.1","AUG","Alpine Energy - Energy Gels","WaySafe",142
"BOGO","0.1","AUG","Alpine Energy - Energy Gels","Alpine Nutrition",37
"Digital Coupon","0.1","AUG","Alpine Energy - Energy Gels","Huge Store",41
"Digital Coupon","0.1","AUG","Alpine Energy - Energy Gels","Sanesberry",51
"BOGO","0.1","AUG","Alpine Energy - Energy Gels","Nutrition Stop",35
"Digital Coupon","0.1","AUG","Alpine Energy - Energy Gels","Rondel",41
"BOGO","0.1","AUG","Alpine Energy - Energy Gels","Fine Goods",36
"EndAisle Display","0.1","SEP","Alpine Energy - Energy Gels","Fare Merchants",53
"EndAisle Display","0.1","SEP","Alpine Energy - Energy Gels","Sure Store",69
"EndAisle Display","0.1","SEP","Alpine Energy - Energy Gels","WaySafe",44
"EndAisle Display","0.15","SEP","Alpine Energy - Energy Gels","Alpine Nutrition",105
"EndAisle Display","0.15","SEP","Alpine Energy - Energy Gels","Huge Store",83
"EndAisle Display","0.15","SEP","Alpine Energy - Energy Gels","Sanesberry",126
"EndAisle Display","0.15","SEP","Alpine Energy - Energy Gels","Nutrition Stop",130
"EndAisle Display","0.15","SEP","Alpine Energy - Energy Gels","Rondel",247
"EndAisle Display","0.15","SEP","Alpine Energy - Energy Gels","Fine Goods",220
"EndAisle Display","0.15","SEP","Alpine Energy - Energy Gels","Northern Trails Outfitters",343
"EndAisle Display","0.15","SEP","Alpine Energy - Energy Gels","Fare Merchants",170
"EndAisle Display","0.15","SEP","Alpine Energy - Energy Gels","Sure Store",155
"EndAisle Display","0","SEP","Alpine Energy - Energy Gels","WaySafe",638
"EndAisle Display","0","SEP","Alpine Energy - Energy Gels","Alpine Nutrition",777
"EndAisle Display","0","SEP","Alpine Energy - Energy Gels","Huge Store",920
"EndAisle Display","0","SEP","Alpine Energy - Energy Gels","Sanesberry",708
"EndAisle Display","0","SEP","Alpine Energy - Energy Gels","Nutrition Stop",291
"EndAisle Display","0","SEP","Alpine Energy - Energy Gels","Rondel",346
"EndAisle Display","0","SEP","Alpine Energy - Energy Gels","Fine Goods",332
"EndAisle Display","0","SEP","Alpine Energy - Energy Gels","Northern Trails Outfitters",337
"EndAisle Display","0","SEP","Alpine Energy - Energy Gels","Fare Merchants",385
"EndAisle Display","0.05","SEP","Alpine Energy - Energy Gels","Sure Store",159
"EndAisle Display","0.05","SEP","Alpine Energy - Energy Gels","WaySafe",142
"EndAisle Display","0.05","SEP","Alpine Energy - Energy Gels","Alpine Nutrition",175
"EndAisle Display","0.05","SEP","Alpine Energy - Energy Gels","Huge Store",182
"EndAisle Display","0.05","SEP","Alpine Energy - Energy Gels","Sanesberry",97
"EndAisle Display","0.05","SEP","Alpine Energy - Energy Gels","Nutrition Stop",70
"EndAisle Display","0.05","SEP","Alpine Energy - Energy Gels","Rondel",115
"EndAisle Display","0.05","SEP","Alpine Energy - Energy Gels","Fine Goods",137
"EndAisle Display","0.05","SEP","Alpine Energy - Energy Gels","Northern Trails Outfitters",135
"EndAisle Display","0.05","SEP","Alpine Energy - Energy Gels","Fare Merchants",90
"EndAisle Display","0.05","SEP","Alpine Energy - Energy Gels","Sure Store",92
"EndAisle Display","0.05","SEP","Alpine Energy - Energy Gels","WaySafe",99
"EndAisle Display","0.05","SEP","Alpine Energy - Energy Gels","Alpine Nutrition",85
"EndAisle Display","0.05","SEP","Alpine Energy - Energy Gels","Huge Store",57
"EndAisle Display","0.05","SEP","Alpine Energy - Energy Gels","Sanesberry",65
"EndAisle Display","0.05","SEP","Alpine Energy - Energy Gels","Nutrition Stop",65
"EndAisle Display","0.05","SEP","Alpine Energy - Energy Gels","Rondel",141
"EndAisle Display","0.05","SEP","Alpine Energy - Energy Gels","Fine Goods",132
"EndAisle Display","0.2","SEP","Alpine Energy - Energy Gels","Northern Trails Outfitters",41
"EndAisle Display","0.2","SEP","Alpine Energy - Energy Gels","Fare Merchants",39
"EndAisle Display","0.2","SEP","Alpine Energy - Energy Gels","Sure Store",20
"EndAisle Display","0.2","SEP","Alpine Energy - Energy Gels","WaySafe",48
"EndAisle Display","0.2","SEP","Alpine Energy - Energy Gels","Alpine Nutrition",55
"EndAisle Display","0.2","SEP","Alpine Energy - Energy Gels","Huge Store",52
"EndAisle Display","0.2","SEP","Alpine Energy - Energy Gels","Sanesberry",53
"EndAisle Display","0.2","SEP","Alpine Energy - Energy Gels","Nutrition Stop",62
"EndAisle Display","0.2","SEP","Alpine Energy - Energy Gels","Rondel",53
"EndAisle Display","0.2","SEP","Alpine Energy - Energy Gels","Fine Goods",38
"EndAisle Display","0.2","SEP","Alpine Energy - Energy Gels","Northern Trails Outfitters",0
"EndAisle Display","0.05","SEP","Alpine Energy - Energy Gels","Fare Merchants",12
"EndAisle Display","0.05","SEP","Alpine Energy - Energy Gels","Sure Store",76
"EndAisle Display","0.05","SEP","Alpine Energy - Energy Gels","WaySafe",17
"EndAisle Display","0.05","SEP","Alpine Energy - Energy Gels","Alpine Nutrition",0
"EndAisle Display","0.05","SEP","Alpine Energy - Energy Gels","Huge Store",46
"EndAisle Display","0.05","SEP","Alpine Energy - Energy Gels","Sanesberry",52
"EndAisle Display","0.05","SEP","Alpine Energy - Energy Gels","Nutrition Stop",62
"EndAisle Display","0.15","SEP","Alpine Energy - Energy Gels","Rondel",525
"EndAisle Display","0.15","SEP","Alpine Energy - Energy Gels","Fine Goods",525
"EndAisle Display","0.15","SEP","Alpine Energy - Energy Gels","Northern Trails Outfitters",642
"EndAisle Display","0.15","SEP","Alpine Energy - Energy Gels","Fare Merchants",521
"EndAisle Display","0.15","SEP","Alpine Energy - Energy Gels","Sure Store",578
"EndAisle Display","0.15","SEP","Alpine Energy - Energy Gels","WaySafe",445
"EndAisle Display","0.15","SEP","Alpine Energy - Energy Gels","Alpine Nutrition",627
"EndAisle Display","0.15","SEP","Alpine Energy - Energy Gels","Huge Store",703
"EndAisle Display","0.15","SEP","Alpine Energy - Energy Gels","Sanesberry",668
"EndAisle Display","0.05","SEP","Alpine Energy - Energy Gels","Nutrition Stop",269
"EndAisle Display","0.05","SEP","Alpine Energy - Energy Gels","Rondel",258
"EndAisle Display","0.05","SEP","Alpine Energy - Energy Gels","Fine Goods",351
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Northern Trails Outfitters",308
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Fare Merchants",226
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Sure Store",240
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","WaySafe",267
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Alpine Nutrition",193
"Digital Coupon","0.05","SEP","Alpine Energy - Energy Gels","Huge Store",166
"BOGO","0.1","SEP","Alpine Energy - Energy Gels","Sanesberry",177
"Digital Coupon","0.1","SEP","Alpine Energy - Energy Gels","Nutrition Stop",147
"BOGO","0.1","SEP","Alpine Energy - Energy Gels","Rondel",255
"BOGO","0.1","SEP","Alpine Energy - Energy Gels","Fine Goods",229
"BOGO","0.1","SEP","Alpine Energy - Energy Gels","Northern Trails Outfitters",185
"BOGO","0.1","SEP","Alpine Energy - Energy Gels","Fare Merchants",222
"BOGO","0.1","SEP","Alpine Energy - Energy Gels","Sure Store",241
"BOGO","0.1","SEP","Alpine Energy - Energy Gels","WaySafe",190
"BOGO","0.1","SEP","Alpine Energy - Energy Gels","Alpine Nutrition",155
"BOGO","0.1","SEP","Alpine Energy - Energy Gels","Huge Store",33
"BOGO","0.1","SEP","Alpine Energy - Energy Gels","Sanesberry",37
"BOGO","0.1","SEP","Alpine Energy - Energy Gels","Nutrition Stop",46
"Digital Coupon","0.1","SEP","Alpine Energy - Energy Gels","Rondel",28
"BOGO","0.1","SEP","Alpine Energy - Energy Gels","Fine Goods",41
"BOGO","0.1","SEP","Alpine Energy - Energy Gels","Northern Trails Outfitters",31
"Digital Coupon","0.1","SEP","Alpine Energy - Energy Gels","Fare Merchants",30
"BOGO","0.1","SEP","Alpine Energy - Energy Gels","Sure Store",72
"BOGO","0.1","SEP","Alpine Energy - Energy Gels","WaySafe",75
"BOGO","0.15","SEP","Alpine Energy - Energy Gels","Alpine Nutrition",101
"BOGO","0.15","SEP","Alpine Energy - Energy Gels","Huge Store",98
"BOGO","0.15","SEP","Alpine Energy - Energy Gels","Sanesberry",115
"BOGO","0.15","SEP","Alpine Energy - Energy Gels","Nutrition Stop",137
"BOGO","0.15","SEP","Alpine Energy - Energy Gels","Rondel",284
"Digital Coupon","0.15","SEP","Alpine Energy - Energy Gels","Fine Goods",271
"BOGO","0.15","SEP","Alpine Energy - Energy Gels","Northern Trails Outfitters",285
"BOGO","0.15","SEP","Alpine Energy - Energy Gels","Fare Merchants",190
"BOGO","0.15","SEP","Alpine Energy - Energy Gels","Sure Store",160
"BOGO","0","SEP","Alpine Energy - Energy Gels","WaySafe",645
"BOGO","0","SEP","Alpine Energy - Energy Gels","Alpine Nutrition",858
"BOGO","0","SEP","Alpine Energy - Energy Gels","Huge Store",834
"BOGO","0","SEP","Alpine Energy - Energy Gels","Sanesberry",860
"Digital Coupon","0","SEP","Alpine Energy - Energy Gels","Nutrition Stop",288
"BOGO","0","SEP","Alpine Energy - Energy Gels","Rondel",336
"BOGO","0","SEP","Alpine Energy - Energy Gels","Fine Goods",327
"Digital Coupon","0","SEP","Alpine Energy - Energy Gels","Northern Trails Outfitters",379
"BOGO","0","SEP","Alpine Energy - Energy Gels","Fare Merchants",393
"Digital Coupon","0.05","SEP","Alpine Energy - Energy Gels","Sure Store",148
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","WaySafe",149
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Alpine Nutrition",204
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Huge Store",203
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Sanesberry",88
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Nutrition Stop",70
"Digital Coupon","0.05","SEP","Alpine Energy - Energy Gels","Rondel",117
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Fine Goods",141
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Northern Trails Outfitters",147
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Fare Merchants",47
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Sure Store",92
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","WaySafe",96
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Alpine Nutrition",97
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Huge Store",66
"Digital Coupon","0.05","SEP","Alpine Energy - Energy Gels","Sanesberry",67
"Digital Coupon","0.05","SEP","Alpine Energy - Energy Gels","Nutrition Stop",72
"Digital Coupon","0.05","SEP","Alpine Energy - Energy Gels","Rondel",144
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Fine Goods",132
"Digital Coupon","0.2","SEP","Alpine Energy - Energy Gels","Northern Trails Outfitters",30
"BOGO","0.2","SEP","Alpine Energy - Energy Gels","Fare Merchants",41
"Digital Coupon","0.2","SEP","Alpine Energy - Energy Gels","Sure Store",51
"BOGO","0.2","SEP","Alpine Energy - Energy Gels","WaySafe",26
"BOGO","0.2","SEP","Alpine Energy - Energy Gels","Alpine Nutrition",72
"Digital Coupon","0.2","SEP","Alpine Energy - Energy Gels","Huge Store",47
"BOGO","0.2","SEP","Alpine Energy - Energy Gels","Sanesberry",62
"BOGO","0.2","SEP","Alpine Energy - Energy Gels","Nutrition Stop",20
"BOGO","0.2","SEP","Alpine Energy - Energy Gels","Rondel",51
"BOGO","0.2","SEP","Alpine Energy - Energy Gels","Fine Goods",38
"BOGO","0.2","SEP","Alpine Energy - Energy Gels","Northern Trails Outfitters",0
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Fare Merchants",9
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Sure Store",79
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","WaySafe",22
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Alpine Nutrition",0
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Huge Store",47
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Sanesberry",49
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Nutrition Stop",56
"BOGO","0.15","SEP","Alpine Energy - Energy Gels","Rondel",542
"BOGO","0.15","SEP","Alpine Energy - Energy Gels","Fine Goods",468
"BOGO","0.15","SEP","Alpine Energy - Energy Gels","Northern Trails Outfitters",698
"BOGO","0.15","SEP","Alpine Energy - Energy Gels","Fare Merchants",592
"BOGO","0.15","SEP","Alpine Energy - Energy Gels","Sure Store",534
"BOGO","0.15","SEP","Alpine Energy - Energy Gels","WaySafe",501
"BOGO","0.15","SEP","Alpine Energy - Energy Gels","Alpine Nutrition",559
"BOGO","0.15","SEP","Alpine Energy - Energy Gels","Huge Store",710
"BOGO","0.15","SEP","Alpine Energy - Energy Gels","Sanesberry",606
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Nutrition Stop",268
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Rondel",225
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Fine Goods",314
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Northern Trails Outfitters",258
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Fare Merchants",244
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Sure Store",271
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","WaySafe",254
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Alpine Nutrition",209
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Huge Store",160
"BOGO","0.1","SEP","Alpine Energy - Energy Gels","Sanesberry",214
"BOGO","0.1","SEP","Alpine Energy - Energy Gels","Nutrition Stop",177
"BOGO","0.1","SEP","Alpine Energy - Energy Gels","Rondel",204
"BOGO","0.1","SEP","Alpine Energy - Energy Gels","Fine Goods",189
"BOGO","0.1","SEP","Alpine Energy - Energy Gels","Northern Trails Outfitters",228
"BOGO","0.1","SEP","Alpine Energy - Energy Gels","Fare Merchants",220
"BOGO","0.1","SEP","Alpine Energy - Energy Gels","Sure Store",259
"BOGO","0.1","SEP","Alpine Energy - Energy Gels","WaySafe",170
"BOGO","0.1","SEP","Alpine Energy - Energy Gels","Alpine Nutrition",141
"BOGO","0.1","SEP","Alpine Energy - Energy Gels","Huge Store",26
"BOGO","0.1","SEP","Alpine Energy - Energy Gels","Sanesberry",41
"BOGO","0.1","SEP","Alpine Energy - Energy Gels","Nutrition Stop",50
"BOGO","0.1","SEP","Alpine Energy - Energy Gels","Rondel",35
"BOGO","0.1","SEP","Alpine Energy - Energy Gels","Fine Goods",41
"BOGO","0.1","SEP","Alpine Energy - Energy Gels","Northern Trails Outfitters",34
"BOGO","0.1","SEP","Alpine Energy - Energy Gels","Fare Merchants",46
"BOGO","0.1","SEP","Alpine Energy - Energy Gels","Sure Store",72
"BOGO","0.1","SEP","Alpine Energy - Energy Gels","WaySafe",70
"BOGO","0.15","SEP","Alpine Energy - Energy Gels","Alpine Nutrition",114
"BOGO","0.15","SEP","Alpine Energy - Energy Gels","Huge Store",77
"BOGO","0.15","SEP","Alpine Energy - Energy Gels","Sanesberry",128
"BOGO","0.15","SEP","Alpine Energy - Energy Gels","Nutrition Stop",152
"BOGO","0.15","SEP","Alpine Energy - Energy Gels","Rondel",244
"BOGO","0.15","SEP","Alpine Energy - Energy Gels","Fine Goods",227
"BOGO","0.15","SEP","Alpine Energy - Energy Gels","Northern Trails Outfitters",346
"BOGO","0.15","SEP","Alpine Energy - Energy Gels","Fare Merchants",170
"BOGO","0.15","SEP","Alpine Energy - Energy Gels","Sure Store",140
"BOGO","0","SEP","Alpine Energy - Energy Gels","WaySafe",707
"BOGO","0","SEP","Alpine Energy - Energy Gels","Alpine Nutrition",702
"BOGO","0","SEP","Alpine Energy - Energy Gels","Huge Store",769
"BOGO","0","SEP","Alpine Energy - Energy Gels","Sanesberry",827
"BOGO","0","SEP","Alpine Energy - Energy Gels","Nutrition Stop",313
"BOGO","0","SEP","Alpine Energy - Energy Gels","Rondel",295
"BOGO","0","SEP","Alpine Energy - Energy Gels","Fine Goods",357
"BOGO","0","SEP","Alpine Energy - Energy Gels","Northern Trails Outfitters",402
"BOGO","0","SEP","Alpine Energy - Energy Gels","Fare Merchants",299
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Sure Store",153
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","WaySafe",157
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Alpine Nutrition",173
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Huge Store",170
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Sanesberry",86
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Nutrition Stop",75
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Rondel",109
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Fine Goods",131
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Northern Trails Outfitters",126
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Fare Merchants",57
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Sure Store",92
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","WaySafe",117
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Alpine Nutrition",55
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Huge Store",66
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Sanesberry",65
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Nutrition Stop",42
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Rondel",121
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Fine Goods",133
"BOGO","0.2","SEP","Alpine Energy - Energy Gels","Northern Trails Outfitters",48
"BOGO","0.2","SEP","Alpine Energy - Energy Gels","Fare Merchants",39
"BOGO","0.2","SEP","Alpine Energy - Energy Gels","Sure Store",27
"BOGO","0.2","SEP","Alpine Energy - Energy Gels","WaySafe",37
"BOGO","0.2","SEP","Alpine Energy - Energy Gels","Alpine Nutrition",71
"BOGO","0.2","SEP","Alpine Energy - Energy Gels","Huge Store",44
"BOGO","0.2","SEP","Alpine Energy - Energy Gels","Sanesberry",83
"BOGO","0.2","SEP","Alpine Energy - Energy Gels","Nutrition Stop",36
"BOGO","0.2","SEP","Alpine Energy - Energy Gels","Rondel",47
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Fine Goods",29
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Northern Trails Outfitters",0
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Fare Merchants",12
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Sure Store",80
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","WaySafe",24
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Alpine Nutrition",0
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Huge Store",47
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Sanesberry",46
"BOGO","0.05","SEP","Alpine Energy - Energy Gels","Nutrition Stop",60
"BOGO","0.15","SEP","Alpine Energy - Energy Gels","Rondel",531
"BOGO","0.15","SEP","Alpine Energy - Energy Gels","Fine Goods",540
"BOGO","0.15","SEP","Alpine Energy - Energy Gels","Northern Trails Outfitters",652
"BOGO","0.15","SEP","Alpine Energy - Energy Gels","Fare Merchants",610
