Account_CUSTOM2,Account_CUSTOM3,Account_SALES_REP,Account_CITY,Account_STATE,ACCOUNT_ID,Account_CUSTOMER_SITE,Account_REGION,Account_COUNTRY,TARGET_DATE,TargetDate,Account_CUSTOMER,Account_TARGET,Account_CUSTOM1,Activities,BEHIND_TARGET,AHEAD_TARGET,Hours,Account_LAT,Account_LONG,ON_TARGET,Offset,Target
0-10% Positive Growth,PRIME ONLY NO P4,Chantelle Rep,San Francisco,CA,A0109,Fare Merchants - Market St,West,United States,1/4/17,25/01/2021,Fare Merchants,BEHIND,LARGE CHAIN,214,146000,62000,135,37.76832,-122.4271,91100,-28783590,146000
0-10% Positive Growth,PRIME ONLY NO P4,Chantelle Rep,San Francisco,CA,A0109,Fare Merchants - Market St,West,United States,1/5/17,26/12/2020,Fare Merchants,BEHIND,LARGE CHAIN,189,138900,65000,132,37.76832,-122.4271,89300,-26191590,138900
0-10% Positive Growth,PRIME ONLY NO P4,Chantelle Rep,San Francisco,CA,A0109,Fare Merchants - Market St,West,United States,1/6/17,25/11/2020,Fare Merchants,BEHIND,LARGE CHAIN,199,124500,58300,173,37.76832,-122.4271,78100,-23513190,124500
0-10% Positive Growth,PRIME ONLY NO P4,Chantelle Rep,San Francisco,CA,A0109,Fare Merchants - Market St,West,United States,1/7/17,26/10/2020,Fare Merchants,BEHIND,LARGE CHAIN,125,122500,57300,112,37.76832,-122.4271,79600,-20921190,122500
0-10% Positive Growth,PRIME ONLY NO P4,Chantelle Rep,San Francisco,CA,A0109,Fare Merchants - Market St,West,United States,1/8/17,25/09/2020,Fare Merchants,BEHIND,LARGE CHAIN,76,79700,53900,77,37.76832,-122.4271,66500,-18242790,79700
0-10% Positive Growth,PRIME ONLY NO P4,Chantelle Rep,San Francisco,CA,A0109,Fare Merchants - Market St,West,United States,1/9/17,25/08/2020,Fare Merchants,BEHIND,LARGE CHAIN,173,121700,64600,122,37.76832,-122.4271,84400,-15564390,121700
0-10% Positive Growth,PRIME ONLY NO P4,Chantelle Rep,San Francisco,CA,A0109,Fare Merchants - Market St,West,United States,1/10/17,26/07/2020,Fare Merchants,BEHIND,LARGE CHAIN,145,117500,65900,110,37.76832,-122.4271,85500,-12972390,117500
0-10% Positive Growth,PRIME ONLY NO P4,Chantelle Rep,San Francisco,CA,A0109,Fare Merchants - Market St,West,United States,1/11/17,25/06/2020,Fare Merchants,BEHIND,LARGE CHAIN,59,93100,52200,71,37.76832,-122.4271,70300,-10293990,93100
0-10% Positive Growth,PRIME ONLY NO P4,Chantelle Rep,San Francisco,CA,A0109,Fare Merchants - Market St,West,United States,1/12/17,26/05/2020,Fare Merchants,BEHIND,LARGE CHAIN,155,115600,60200,140,37.76832,-122.4271,87900,-7701990,115600
0-10% Positive Growth,PRIME ONLY NO P4,Chantelle Rep,San Francisco,CA,A0109,Fare Merchants - Market St,West,United States,1/1/18,25/04/2020,Fare Merchants,BEHIND,LARGE CHAIN,61,105900,55200,66,37.76832,-122.4271,82100,-5023590,105900
0-10% Positive Growth,PRIME ONLY NO P4,Chantelle Rep,San Francisco,CA,A0109,Fare Merchants - Market St,West,United States,1/2/18,25/03/2020,Fare Merchants,BEHIND,LARGE CHAIN,68,91300,37300,99,37.76832,-122.4271,66600,-2345190,91300
-10 to -20% Negative Growth,PRIME ONLY NO P4,Kathy Power,Cincinnati,OH,A0110,Rondel Store - Cincinnati Central,Central,United States,1/2/17,25/03/2021,Rondel,ON,LARGE CHAIN,105,100700,44800,71,39.16262,-84.4249,69600,-33881190,69600
-10 to -20% Negative Growth,PRIME ONLY NO P4,Kathy Power,Cincinnati,OH,A0110,Rondel Store - Cincinnati Central,Central,United States,1/3/17,25/02/2021,Rondel,ON,LARGE CHAIN,103,108400,42200,78,39.16262,-84.4249,73000,-31461990,73000
-10 to -20% Negative Growth,PRIME ONLY NO P4,Kathy Power,Cincinnati,OH,A0110,Rondel Store - Cincinnati Central,Central,United States,1/4/17,25/01/2021,Rondel,ON,LARGE CHAIN,146,105000,40900,118,39.16262,-84.4249,70900,-28783590,70900
-10 to -20% Negative Growth,PRIME ONLY NO P4,Kathy Power,Cincinnati,OH,A0110,Rondel Store - Cincinnati Central,Central,United States,1/5/17,26/12/2020,Rondel,ON,LARGE CHAIN,100,100100,39000,89,39.16262,-84.4249,68500,-26191590,68500
-10 to -20% Negative Growth,PRIME ONLY NO P4,Kathy Power,Cincinnati,OH,A0110,Rondel Store - Cincinnati Central,Central,United States,1/6/17,25/11/2020,Rondel,ON,LARGE CHAIN,114,91800,35700,121,39.16262,-84.4249,66000,-23513190,66000
-10 to -20% Negative Growth,PRIME ONLY NO P4,Kathy Power,Cincinnati,OH,A0110,Rondel Store - Cincinnati Central,Central,United States,1/7/17,26/10/2020,Rondel,ON,LARGE CHAIN,153,103500,40300,127,39.16262,-84.4249,76300,-20921190,76300
-10 to -20% Negative Growth,PRIME ONLY NO P4,Kathy Power,Cincinnati,OH,A0110,Rondel Store - Cincinnati Central,Central,United States,1/8/17,25/09/2020,Rondel,ON,LARGE CHAIN,73,83200,32400,94,39.16262,-84.4249,57800,-18242790,57800
-10 to -20% Negative Growth,PRIME ONLY NO P4,Kathy Power,Cincinnati,OH,A0110,Rondel Store - Cincinnati Central,Central,United States,1/9/17,25/08/2020,Rondel,ON,LARGE CHAIN,97,94400,54900,97,39.16262,-84.4249,69200,-15564390,69200
-10 to -20% Negative Growth,PRIME ONLY NO P4,Kathy Power,Cincinnati,OH,A0110,Rondel Store - Cincinnati Central,Central,United States,1/10/17,26/07/2020,Rondel,ON,LARGE CHAIN,106,68400,50200,126,39.16262,-84.4249,59800,-12972390,59800
-10 to -20% Negative Growth,PRIME ONLY NO P4,Kathy Power,Cincinnati,OH,A0110,Rondel Store - Cincinnati Central,Central,United States,1/11/17,25/06/2020,Rondel,ON,LARGE CHAIN,62,68700,50500,73,39.16262,-84.4249,59100,-10293990,59100
-10 to -20% Negative Growth,PRIME ONLY NO P4,Kathy Power,Cincinnati,OH,A0110,Rondel Store - Cincinnati Central,Central,United States,1/12/17,26/05/2020,Rondel,ON,LARGE CHAIN,130,76200,56000,125,39.16262,-84.4249,66300,-7701990,66300
-10 to -20% Negative Growth,PRIME ONLY NO P4,Kathy Power,Cincinnati,OH,A0110,Rondel Store - Cincinnati Central,Central,United States,1/1/18,25/04/2020,Rondel,ON,LARGE CHAIN,53,73500,54000,55,39.16262,-84.4249,64000,-5023590,64000
-10 to -20% Negative Growth,PRIME ONLY NO P4,Kathy Power,Cincinnati,OH,A0110,Rondel Store - Cincinnati Central,Central,United States,1/2/18,25/03/2020,Rondel,ON,LARGE CHAIN,112,76700,56400,106,39.16262,-84.4249,64300,-2345190,64300
-10 to -20% Negative Growth,PRIME ONLY NO P4,Kathy Power,Chandler,AZ,A0111,Fare Merchants - Chandler,West,United States,1/2/17,25/03/2021,Fare Merchants,ON,LARGE CHAIN,141,115700,64700,99,33.31882,-111.8927,84100,-33881190,84100
-10 to -20% Negative Growth,PRIME ONLY NO P4,Kathy Power,Chandler,AZ,A0111,Fare Merchants - Chandler,West,United States,1/3/17,25/02/2021,Fare Merchants,ON,LARGE CHAIN,103,118600,66300,69,33.31882,-111.8927,86900,-31461990,86900
-10 to -20% Negative Growth,PRIME ONLY NO P4,Kathy Power,Chandler,AZ,A0111,Fare Merchants - Chandler,West,United States,1/4/17,25/01/2021,Fare Merchants,ON,LARGE CHAIN,183,115900,64800,128,33.31882,-111.8927,85500,-28783590,85500
-10 to -20% Negative Growth,PRIME ONLY NO P4,Kathy Power,Chandler,AZ,A0111,Fare Merchants - Chandler,West,United States,1/5/17,26/12/2020,Fare Merchants,ON,LARGE CHAIN,123,104600,60800,106,33.31882,-111.8927,77500,-26191590,77500
-10 to -20% Negative Growth,PRIME ONLY NO P4,Kathy Power,Chandler,AZ,A0111,Fare Merchants - Chandler,West,United States,1/6/17,25/11/2020,Fare Merchants,ON,LARGE CHAIN,115,97900,53500,128,33.31882,-111.8927,73600,-23513190,73600
-10 to -20% Negative Growth,PRIME ONLY NO P4,Kathy Power,Chandler,AZ,A0111,Fare Merchants - Chandler,West,United States,1/7/17,26/10/2020,Fare Merchants,ON,LARGE CHAIN,100,98800,53900,109,33.31882,-111.8927,74500,-20921190,74500
-10 to -20% Negative Growth,PRIME ONLY NO P4,Kathy Power,Chandler,AZ,A0111,Fare Merchants - Chandler,West,United States,1/8/17,25/09/2020,Fare Merchants,ON,LARGE CHAIN,92,97800,53400,102,33.31882,-111.8927,69700,-18242790,69700
-10 to -20% Negative Growth,PRIME ONLY NO P4,Kathy Power,Chandler,AZ,A0111,Fare Merchants - Chandler,West,United States,1/9/17,25/08/2020,Fare Merchants,ON,LARGE CHAIN,59,97200,51300,66,33.31882,-111.8927,67300,-15564390,67300
-10 to -20% Negative Growth,PRIME ONLY NO P4,Kathy Power,Chandler,AZ,A0111,Fare Merchants - Chandler,West,United States,1/10/17,26/07/2020,Fare Merchants,ON,LARGE CHAIN,126,103800,54800,124,33.31882,-111.8927,75700,-12972390,75700
-10 to -20% Negative Growth,PRIME ONLY NO P4,Kathy Power,Chandler,AZ,A0111,Fare Merchants - Chandler,West,United States,1/11/17,25/06/2020,Fare Merchants,ON,LARGE CHAIN,55,80100,42200,92,33.31882,-111.8927,59600,-10293990,59600
-10 to -20% Negative Growth,PRIME ONLY NO P4,Kathy Power,Chandler,AZ,A0111,Fare Merchants - Chandler,West,United States,1/12/17,26/05/2020,Fare Merchants,ON,LARGE CHAIN,64,74500,39300,122,33.31882,-111.8927,58400,-7701990,58400
-10 to -20% Negative Growth,PRIME ONLY NO P4,Kathy Power,Chandler,AZ,A0111,Fare Merchants - Chandler,West,United States,1/1/18,25/04/2020,Fare Merchants,ON,LARGE CHAIN,40,69600,40700,71,33.31882,-111.8927,56300,-5023590,56300
-10 to -20% Negative Growth,PRIME ONLY NO P4,Kathy Power,Chandler,AZ,A0111,Fare Merchants - Chandler,West,United States,1/2/18,25/03/2020,Fare Merchants,ON,LARGE CHAIN,79,92800,54300,79,33.31882,-111.8927,72400,-2345190,72400
Negative Growth over 20%,PRIME ONLY NO P4,Eliiot District,Sheridan,CA,A0112,Fare Merchants - Sheridan,West,United States,1/2/17,25/03/2021,Fare Merchants,ON,LARGE CHAIN,109,97100,55400,133,39.0442,-122.2464,75200,-33881190,75200
Negative Growth over 20%,PRIME ONLY NO P4,Eliiot District,Sheridan,CA,A0112,Fare Merchants - Sheridan,West,United States,1/3/17,25/02/2021,Fare Merchants,ON,LARGE CHAIN,55,117200,57100,63,39.0442,-122.2464,82200,-31461990,82200
Negative Growth over 20%,PRIME ONLY NO P4,Eliiot District,Sheridan,CA,A0112,Fare Merchants - Sheridan,West,United States,1/4/17,25/01/2021,Fare Merchants,ON,LARGE CHAIN,202,133400,65100,179,39.0442,-122.2464,98600,-28783590,98600
Negative Growth over 20%,PRIME ONLY NO P4,Eliiot District,Sheridan,CA,A0112,Fare Merchants - Sheridan,West,United States,1/5/17,26/12/2020,Fare Merchants,ON,LARGE CHAIN,162,134700,45500,141,39.0442,-122.2464,93400,-26191590,93400
Negative Growth over 20%,PRIME ONLY NO P4,Eliiot District,Sheridan,CA,A0112,Fare Merchants - Sheridan,West,United States,1/6/17,25/11/2020,Fare Merchants,ON,LARGE CHAIN,135,141600,47900,106,39.0442,-122.2464,104500,-23513190,104500
Negative Growth over 20%,PRIME ONLY NO P4,Eliiot District,Sheridan,CA,A0112,Fare Merchants - Sheridan,West,United States,1/7/17,26/10/2020,Fare Merchants,ON,LARGE CHAIN,160,136600,46100,135,39.0442,-122.2464,102200,-20921190,102200
Negative Growth over 20%,PRIME ONLY NO P4,Eliiot District,Sheridan,CA,A0112,Fare Merchants - Sheridan,West,United States,1/8/17,25/09/2020,Fare Merchants,ON,LARGE CHAIN,77,94900,32100,134,39.0442,-122.2464,73600,-18242790,73600
Negative Growth over 20%,PRIME ONLY NO P4,Eliiot District,Sheridan,CA,A0112,Fare Merchants - Sheridan,West,United States,1/9/17,25/08/2020,Fare Merchants,ON,LARGE CHAIN,21,55400,16300,106,39.0442,-122.2464,38500,-15564390,38500
Negative Growth over 20%,PRIME ONLY NO P4,Eliiot District,Sheridan,CA,A0112,Fare Merchants - Sheridan,West,United States,1/10/17,26/07/2020,Fare Merchants,ON,LARGE CHAIN,121,111600,32500,156,39.0442,-122.2464,76900,-12972390,76900
Negative Growth over 20%,PRIME ONLY NO P4,Eliiot District,Sheridan,CA,A0112,Fare Merchants - Sheridan,West,United States,1/11/17,25/06/2020,Fare Merchants,ON,LARGE CHAIN,52,109100,31800,71,39.0442,-122.2464,71800,-10293990,71800
Negative Growth over 20%,PRIME ONLY NO P4,Eliiot District,Sheridan,CA,A0112,Fare Merchants - Sheridan,West,United States,1/12/17,26/05/2020,Fare Merchants,ON,LARGE CHAIN,91,114900,33500,111,39.0442,-122.2464,79700,-7701990,79700
Negative Growth over 20%,PRIME ONLY NO P4,Eliiot District,Sheridan,CA,A0112,Fare Merchants - Sheridan,West,United States,1/1/18,25/04/2020,Fare Merchants,ON,LARGE CHAIN,98,100400,29300,156,39.0442,-122.2464,65800,-5023590,65800
Negative Growth over 20%,PRIME ONLY NO P4,Eliiot District,Sheridan,CA,A0112,Fare Merchants - Sheridan,West,United States,1/2/18,25/03/2020,Fare Merchants,ON,LARGE CHAIN,61,116100,33900,73,39.0442,-122.2464,73800,-2345190,73800
0-10% Positive Growth,PRIME ONLY NO P4,John Central,Denver,NY,A0113,Fare Merchants - Denver,East,United States,1/2/17,25/03/2021,Fare Merchants,ON,LARGE CHAIN,127,82400,42000,136,43.1259,-74.2943,51200,-33881190,51200
0-10% Positive Growth,PRIME ONLY NO P4,John Central,Denver,NY,A0113,Fare Merchants - Denver,East,United States,1/3/17,25/02/2021,Fare Merchants,ON,LARGE CHAIN,84,92800,32100,71,43.1259,-74.2943,54800,-31461990,54800
0-10% Positive Growth,PRIME ONLY NO P4,John Central,Denver,NY,A0113,Fare Merchants - Denver,East,United States,1/4/17,25/01/2021,Fare Merchants,ON,LARGE CHAIN,104,89700,31000,94,43.1259,-74.2943,58300,-28783590,58300
0-10% Positive Growth,PRIME ONLY NO P4,John Central,Denver,NY,A0113,Fare Merchants - Denver,East,United States,1/5/17,26/12/2020,Fare Merchants,ON,LARGE CHAIN,101,95100,32900,81,43.1259,-74.2943,61100,-26191590,61100
0-10% Positive Growth,PRIME ONLY NO P4,John Central,Denver,NY,A0113,Fare Merchants - Denver,East,United States,1/6/17,25/11/2020,Fare Merchants,ON,LARGE CHAIN,45,74500,25800,59,43.1259,-74.2943,47700,-23513190,47700
0-10% Positive Growth,PRIME ONLY NO P4,John Central,Denver,NY,A0113,Fare Merchants - Denver,East,United States,1/7/17,26/10/2020,Fare Merchants,ON,LARGE CHAIN,48,57300,19800,107,43.1259,-74.2943,36400,-20921190,36400
0-10% Positive Growth,PRIME ONLY NO P4,John Central,Denver,NY,A0113,Fare Merchants - Denver,East,United States,1/8/17,25/09/2020,Fare Merchants,ON,LARGE CHAIN,115,81200,28100,127,43.1259,-74.2943,56400,-18242790,56400
0-10% Positive Growth,PRIME ONLY NO P4,John Central,Denver,NY,A0113,Fare Merchants - Denver,East,United States,1/9/17,25/08/2020,Fare Merchants,ON,LARGE CHAIN,31,54500,19000,74,43.1259,-74.2943,33800,-15564390,33800
0-10% Positive Growth,PRIME ONLY NO P4,John Central,Denver,NY,A0113,Fare Merchants - Denver,East,United States,1/10/17,26/07/2020,Fare Merchants,ON,LARGE CHAIN,163,97100,44400,124,43.1259,-74.2943,63200,-12972390,63200
0-10% Positive Growth,PRIME ONLY NO P4,John Central,Denver,NY,A0113,Fare Merchants - Denver,East,United States,1/11/17,25/06/2020,Fare Merchants,ON,LARGE CHAIN,59,78600,39000,58,43.1259,-74.2943,51200,-10293990,51200
0-10% Positive Growth,PRIME ONLY NO P4,John Central,Denver,NY,A0113,Fare Merchants - Denver,East,United States,1/12/17,26/05/2020,Fare Merchants,ON,LARGE CHAIN,161,93700,32300,112,43.1259,-74.2943,58300,-7701990,58300
0-10% Positive Growth,PRIME ONLY NO P4,John Central,Denver,NY,A0113,Fare Merchants - Denver,East,United States,1/1/18,25/04/2020,Fare Merchants,ON,LARGE CHAIN,57,72400,24900,66,43.1259,-74.2943,44600,-5023590,44600
0-10% Positive Growth,PRIME ONLY NO P4,John Central,Denver,NY,A0113,Fare Merchants - Denver,East,United States,1/2/18,25/03/2020,Fare Merchants,ON,LARGE CHAIN,108,90200,31100,81,43.1259,-74.2943,60300,-2345190,60300
-10 to -20% Negative Growth,PRIME ONLY NO P4,Sal Lobaugh,Charlottesville,VA,A0114,Great Store USA - Charlottesville,East,United States,1/2/17,25/03/2021,Great Store USA,AHEAD,LARGE CHAIN,99,77200,36800,67,38.03935,-78.4569,53800,-33881190,36800
-10 to -20% Negative Growth,PRIME ONLY NO P4,Sal Lobaugh,Charlottesville,VA,A0114,Great Store USA - Charlottesville,East,United States,1/3/17,25/02/2021,Great Store USA,AHEAD,LARGE CHAIN,76,70600,36200,62,38.03935,-78.4569,53800,-31461990,36200
-10 to -20% Negative Growth,PRIME ONLY NO P4,Sal Lobaugh,Charlottesville,VA,A0114,Great Store USA - Charlottesville,East,United States,1/4/17,25/01/2021,Great Store USA,AHEAD,LARGE CHAIN,89,60000,38000,100,38.03935,-78.4569,49400,-28783590,38000
-10 to -20% Negative Growth,PRIME ONLY NO P4,Sal Lobaugh,Charlottesville,VA,A0114,Great Store USA - Charlottesville,East,United States,1/5/17,26/12/2020,Great Store USA,AHEAD,LARGE CHAIN,83,61900,39200,88,38.03935,-78.4569,51600,-26191590,39200
-10 to -20% Negative Growth,PRIME ONLY NO P4,Sal Lobaugh,Charlottesville,VA,A0114,Great Store USA - Charlottesville,East,United States,1/6/17,25/11/2020,Great Store USA,AHEAD,LARGE CHAIN,53,53000,35800,76,38.03935,-78.4569,46500,-23513190,35800
-10 to -20% Negative Growth,PRIME ONLY NO P4,Sal Lobaugh,Charlottesville,VA,A0114,Great Store USA - Charlottesville,East,United States,1/7/17,26/10/2020,Great Store USA,AHEAD,LARGE CHAIN,69,57400,35500,85,38.03935,-78.4569,49800,-20921190,35500
-10 to -20% Negative Growth,PRIME ONLY NO P4,Sal Lobaugh,Charlottesville,VA,A0114,Great Store USA - Charlottesville,East,United States,1/8/17,25/09/2020,Great Store USA,AHEAD,LARGE CHAIN,78,51400,33400,106,38.03935,-78.4569,44300,-18242790,33400
-10 to -20% Negative Growth,PRIME ONLY NO P4,Sal Lobaugh,Charlottesville,VA,A0114,Great Store USA - Charlottesville,East,United States,1/9/17,25/08/2020,Great Store USA,AHEAD,LARGE CHAIN,77,51400,26400,105,38.03935,-78.4569,42000,-15564390,26400
-10 to -20% Negative Growth,PRIME ONLY NO P4,Sal Lobaugh,Charlottesville,VA,A0114,Great Store USA - Charlottesville,East,United States,1/10/17,26/07/2020,Great Store USA,AHEAD,LARGE CHAIN,88,56900,29500,96,38.03935,-78.4569,44800,-12972390,29500
-10 to -20% Negative Growth,PRIME ONLY NO P4,Sal Lobaugh,Charlottesville,VA,A0114,Great Store USA - Charlottesville,East,United States,1/11/17,25/06/2020,Great Store USA,AHEAD,LARGE CHAIN,33,48600,25400,49,38.03935,-78.4569,38200,-10293990,25400
-10 to -20% Negative Growth,PRIME ONLY NO P4,Sal Lobaugh,Charlottesville,VA,A0114,Great Store USA - Charlottesville,East,United States,1/12/17,26/05/2020,Great Store USA,AHEAD,LARGE CHAIN,119,61600,32100,109,38.03935,-78.4569,45500,-7701990,32100
-10 to -20% Negative Growth,PRIME ONLY NO P4,Sal Lobaugh,Charlottesville,VA,A0114,Great Store USA - Charlottesville,East,United States,1/1/18,25/04/2020,Great Store USA,AHEAD,LARGE CHAIN,70,60700,32700,62,38.03935,-78.4569,45500,-5023590,32700
-10 to -20% Negative Growth,PRIME ONLY NO P4,Sal Lobaugh,Charlottesville,VA,A0114,Great Store USA - Charlottesville,East,United States,1/2/18,25/03/2020,Great Store USA,AHEAD,LARGE CHAIN,128,74300,40000,76,38.03935,-78.4569,59000,-2345190,40000
0-10% Positive Growth,PRIME ONLY NO P4,Lindsey Barnhardt,Peachtree Corners,MO,A0115,Great Store USA - Peachtree Corners,Central,United States,1/2/17,25/03/2021,Great Store USA,ON,LARGE CHAIN,79,98700,14700,59,33.95627,-84.2222,67000,-33881190,67000
0-10% Positive Growth,PRIME ONLY NO P4,Lindsey Barnhardt,Peachtree Corners,MO,A0115,Great Store USA - Peachtree Corners,Central,United States,1/3/17,25/02/2021,Great Store USA,ON,LARGE CHAIN,35,65500,9700,60,33.95627,-84.2222,40100,-31461990,40100
0-10% Positive Growth,PRIME ONLY NO P4,Lindsey Barnhardt,Peachtree Corners,MO,A0115,Great Store USA - Peachtree Corners,Central,United States,1/4/17,25/01/2021,Great Store USA,ON,LARGE CHAIN,150,95000,36200,121,33.95627,-84.2222,66300,-28783590,66300
0-10% Positive Growth,PRIME ONLY NO P4,Lindsey Barnhardt,Peachtree Corners,MO,A0115,Great Store USA - Peachtree Corners,Central,United States,1/5/17,26/12/2020,Great Store USA,ON,LARGE CHAIN,96,85400,32500,96,33.95627,-84.2222,56200,-26191590,56200
0-10% Positive Growth,PRIME ONLY NO P4,Lindsey Barnhardt,Peachtree Corners,MO,A0115,Great Store USA - Peachtree Corners,Central,United States,1/6/17,25/11/2020,Great Store USA,ON,LARGE CHAIN,65,81700,31100,71,33.95627,-84.2222,54400,-23513190,54400
0-10% Positive Growth,PRIME ONLY NO P4,Lindsey Barnhardt,Peachtree Corners,MO,A0115,Great Store USA - Peachtree Corners,Central,United States,1/7/17,26/10/2020,Great Store USA,ON,LARGE CHAIN,66,76300,35700,82,33.95627,-84.2222,54000,-20921190,54000
0-10% Positive Growth,PRIME ONLY NO P4,Lindsey Barnhardt,Peachtree Corners,MO,A0115,Great Store USA - Peachtree Corners,Central,United States,1/8/17,25/09/2020,Great Store USA,ON,LARGE CHAIN,11,38000,20700,37,33.95627,-84.2222,28900,-18242790,28900
0-10% Positive Growth,PRIME ONLY NO P4,Lindsey Barnhardt,Peachtree Corners,MO,A0115,Great Store USA - Peachtree Corners,Central,United States,1/9/17,25/08/2020,Great Store USA,ON,LARGE CHAIN,31,39700,23400,83,33.95627,-84.2222,30100,-15564390,30100
0-10% Positive Growth,PRIME ONLY NO P4,Lindsey Barnhardt,Peachtree Corners,MO,A0115,Great Store USA - Peachtree Corners,Central,United States,1/10/17,26/07/2020,Great Store USA,ON,LARGE CHAIN,33,52800,28700,58,33.95627,-84.2222,40300,-12972390,40300
0-10% Positive Growth,PRIME ONLY NO P4,Lindsey Barnhardt,Peachtree Corners,MO,A0115,Great Store USA - Peachtree Corners,Central,United States,1/11/17,25/06/2020,Great Store USA,ON,LARGE CHAIN,30,44500,24200,76,33.95627,-84.2222,33600,-10293990,33600
0-10% Positive Growth,PRIME ONLY NO P4,Lindsey Barnhardt,Peachtree Corners,MO,A0115,Great Store USA - Peachtree Corners,Central,United States,1/12/17,26/05/2020,Great Store USA,ON,LARGE CHAIN,23,50600,27500,45,33.95627,-84.2222,36500,-7701990,36500
0-10% Positive Growth,PRIME ONLY NO P4,Lindsey Barnhardt,Peachtree Corners,MO,A0115,Great Store USA - Peachtree Corners,Central,United States,1/1/18,25/04/2020,Great Store USA,ON,LARGE CHAIN,30,49600,27000,61,33.95627,-84.2222,36500,-5023590,36500
0-10% Positive Growth,PRIME ONLY NO P4,Lindsey Barnhardt,Peachtree Corners,MO,A0115,Great Store USA - Peachtree Corners,Central,United States,1/2/18,25/03/2020,Great Store USA,ON,LARGE CHAIN,26,54000,17100,44,33.95627,-84.2222,35900,-2345190,35900
Negative Growth over 20%,PRIME ONLY NO P4,Chantelle Rep,San Francisco,CA,A0116,NTO Store - Ferry Plaza Market,West,United States,1/2/17,25/03/2021,Northern Trails Outfitters,BEHIND,LARGE CHAIN,74,66400,19600,73,37.7975,-122.3996,47500,-33881190,66400
Negative Growth over 20%,PRIME ONLY NO P4,Chantelle Rep,San Francisco,CA,A0116,NTO Store - Ferry Plaza Market,West,United States,1/3/17,25/02/2021,Northern Trails Outfitters,BEHIND,LARGE CHAIN,231,82700,24400,146,37.7975,-122.3996,60300,-31461990,82700
