"Product_Family","Product_Name","Account_Name","Discount_Percent","Total_Price"
"Car Accessories","Exterior Accessories","Wilbur Curtis Co Inc",0.05,10000
"Car Accessories","Batteries","Wilbur Curtis Co Inc",0.02,70000
"Performance & Non-auto","RV Shelters","Dicon Fiberoptics",0.03,10000
"Car Accessories","Exterior Accessories","fsp.com",0.01,60000
"Car Accessories","Exterior Accessories","Union Switch & Signal",0.05,15000
"Performance & Non-auto","RV Shelters","Murlin Blackstun and Assoc.",0.03,50000
"Performance & Non-auto","Performance","Clopay Building Products",0.07,21305
"Car Accessories","Replacement Parts","Semiotica",0.12,11735
"Car Accessories","Car Care","Pride Companies L.P.",0.02,15000
"Performance & Non-auto","Performance","Rohde Royce",0.02,60000
"Car Accessories","Car Care","Killingsworth Agency Inc",0.08,6212
"Car Accessories","Replacement Parts","Distributive Software",0.02,75000
"Performance & Non-auto","Motorcycle Parts","Liberty Financial Companies",0.02,49000
"Car Accessories","Car Care","Human Click",0.01,50000
"Car Accessories","Replacement Parts","Human Click",0.18,6240
"Car Accessories","Batteries","Regent Systems",0.01,150000
"Performance & Non-auto","RV Shelters","Towne Park.",0,350000
"Car Accessories","Car Care","Towne Park.",0.08,4500
"Performance & Non-auto","Motorcycle Parts","Towne Park.",0,30000
"Car Accessories","Car Care","Blue Wave Systems",0,270000
"Performance & Non-auto","RV Shelters","Road Rescue",0,600000
"Performance & Non-auto","RV Shelters","Equative",0.03,50000
"Car Accessories","Car Care","PLAZA PROVISION CO.",0.01,50000
"Car Accessories","Exterior Accessories","Ximian",0.05,15000
"Performance & Non-auto","Motorcycle Parts","DigiKnow",0.02,50000
"Performance & Non-auto","Motorcycle Parts","Winery Exchange Inc",0,30000
"Car Accessories","Towing Equioment","Planned Giving Design Center",0.01,100000
"Car Accessories","Car Care","Infocomm Print",0,150000
"Performance & Non-auto","RV Shelters","Telegroup",0.1,14700
"Car Accessories","Replacement Parts","Tetra Systems Corp.",0.13,5000
"Car Accessories","Towing Equioment","Methodist Healthcare Sys-Houston",0.04,15000
"Car Accessories","Batteries","Schlumberger Technology Corp",0.06,30000
"Performance & Non-auto","Motorcycle Parts","metamerge AS",0.04,20000
"Performance & Non-auto","Motorcycle Parts","metamerge AS",0.04,20000
"Car Accessories","Replacement Parts","Riffage.com",0.04,22000
"Performance & Non-auto","Motorcycle Parts","Buffet Partners",0,150000
"Performance & Non-auto","RV Shelters","Buffet Partners",0.09,15000
"Performance & Non-auto","Motorcycle Parts","AL Wizard",0.01,100000
"Performance & Non-auto","RV Shelters","Norstan",0,180000
"Car Accessories","Exterior Accessories","Josef Seibel North America Inc",0,7000
"Car Accessories","Car Care","Josef Seibel North America Inc",1,0
"Car Accessories","Replacement Parts","Foresters Financial Services",0,1000000
"Car Accessories","Batteries","CBC of Idaho",0.12,7000
"Performance & Non-auto","Motorcycle Parts","i3solutions",0,15000
"Car Accessories","Replacement Parts","Debit-It",0.13,10000
"Performance & Non-auto","RV Shelters","Gateway Ticketing Systems",1,0
"Car Accessories","Interior Accessories","Gateway Ticketing Systems",0.01,50000
"Car Accessories","Interior Accessories","AdviceAmerica",0.01,75000
"Car Accessories","Interior Accessories","Re:Launch Division",0,243000
"Car Accessories","Towing Equioment","netwerkes.com",0.07,10000
"Performance & Non-auto","Motorcycle Parts","netwerkes.com",0.02,50000
"Car Accessories","Exterior Accessories","Carpet One",0,300000
"Car Accessories","Replacement Parts","FirstHealth Of Carolinas",0.02,15000
"Car Accessories","Replacement Parts","FirstHealth Of Carolinas",0.01,100000
"Performance & Non-auto","Motorcycle Parts","FirstHealth Of Carolinas",0.14,5000
"Performance & Non-auto","RV Shelters","ADTX",1,0
"Car Accessories","Exterior Accessories","Myerson",0.01,20000
"Car Accessories","Car Care","Air Systems Of Sacramento, Inc",0,115252
"Car Accessories","Batteries","Flextronics - Solectron Corp",0,300000
"Car Accessories","Car Care","PIPE9",0,33000
"Car Accessories","Exterior Accessories","WCI Cable",0.01,45000
"Tires & Wheels","Tires and Wheels","Aavid Thermalloy",0.01,68152
"Performance & Non-auto","RV Shelters","Totally Digital, Inc",0.03,10000
"Car Accessories","Car Care","Institute For Bus Performance",0.01,77500
"Performance & Non-auto","Motorcycle Parts","LendingTree",0.14,5000
"Car Accessories","Exterior Accessories","Crown West Realty",0.05,5000
"Performance & Non-auto","Motorcycle Parts","Member Solutions",0.01,101000
"Car Accessories","Exterior Accessories","Quadstone",0.02,30000
"Car Accessories","Batteries","Cleanscape Software Intl.",0.06,30000
"Car Accessories","Interior Accessories","Gateway Funding",0.41,10000
"Performance & Non-auto","Motorcycle Parts","Gateway Funding",0,200000
"Car Accessories","Car Care","Innovative Software Ltd",0,350000
"Performance & Non-auto","RV Shelters","Innovative Software Ltd",0,400000
"Car Accessories","Exterior Accessories","Trademark Plastics Corp",0.01,40000
"Performance & Non-auto","Motorcycle Parts","Lee Hecht Harrison",0,250000
"Performance & Non-auto","Motorcycle Parts","Cyber Cel",0.04,20000
"Car Accessories","Interior Accessories","MARGI Systems",0.06,95000
"Car Accessories","Car Care","Serena Software, Inc .",0.01,45000
"Car Accessories","Exterior Accessories","CaliforniaLicense.com",0.05,10000
"Car Accessories","Interior Accessories","Greatest Creative Factor",0.76,2000
"Car Accessories","Car Care","MAFCO Worldwide",0,250000
"Performance & Non-auto","RV Shelters","Cirilium",0.03,40000
"Car Accessories","Batteries","Creative Management Service",0.02,100000
"Car Accessories","Exterior Accessories","Galaxy Computer Service Inc",0,150000
"Performance & Non-auto","Motorcycle Parts","Ronco Consulting Corporation",0.14,5000
"Performance & Non-auto","RV Shelters","Ronco Consulting Corporation",0.01,38685
"Car Accessories","Interior Accessories","Ronin Venture Group",0.01,150000
"Car Accessories","Car Care","PRJ Holdings",0.19,1000
"Car Accessories","Interior Accessories","Axiom Engineers",0.05,136000
"Car Accessories","Interior Accessories","Yokogawa Corporation Of America",0.01,100000
"Performance & Non-auto","RV Shelters","Centurion Capital Management",0.03,50000
"Car Accessories","Replacement Parts","IBM Software / Tivoli / Micromuse",0,101000
"Car Accessories","Car Care","Magically Inc",0,61200
"Car Accessories","Interior Accessories","Magically Inc",0.01,50000
"Car Accessories","Towing Equioment","Magically Inc",0,40000
"Car Accessories","Interior Accessories","International Gemological Institute",0.21,20000
"Car Accessories","Exterior Accessories","MetrixLab",0.23,1353
"Car Accessories","Towing Equioment","Comsel",0.01,100000
"Car Accessories","Car Care","Comsel",0,30000
"Car Accessories","Exterior Accessories","ABCpoint.com",0,50000
"Car Accessories","Exterior Accessories","Centric Group",0.01,20000
"Car Accessories","Exterior Accessories","LCP Tracker",0.02,46600
"Tires & Wheels","Tires and Wheels","TapNet Marketing",0,250000
"Car Accessories","Batteries","Diverse Web Options",0.01,150000
"Car Accessories","Interior Accessories","Diverse Web Options",0.05,80000
"Car Accessories","Exterior Accessories","Residential Builders Resource",0.01,20000
"Performance & Non-auto","Motorcycle Parts","eView Technologies",0.04,10000
"Car Accessories","Car Care","Mississippi State University Foundation Inc",0,255800
"Car Accessories","Batteries","Acist Medical Systems, Inc",0.04,50000
"Performance & Non-auto","Motorcycle Parts","Acist Medical Systems, Inc",0,500000
"Car Accessories","Replacement Parts","ValvTechnologies",0.29,1362
"Car Accessories","Exterior Accessories","Monolith Corporation",0.02,30000
"Performance & Non-auto","Motorcycle Parts","LSI / Agere Systems",0.04,10000
"Performance & Non-auto","Motorcycle Parts","ShipMax",0.14,5000
"Car Accessories","Exterior Accessories","Novar",0,120000
"Car Accessories","Towing Equioment","Vedant Incorporated",0.01,30000
"Performance & Non-auto","Performance","Provident Funding Associates, L.P.",0.02,41400
"Car Accessories","Towing Equioment","Cisco - Cisco Developer Network",0.01,30000
"Performance & Non-auto","Motorcycle Parts","East West Homes",0.04,20000
"Performance & Non-auto","Motorcycle Parts","Patio Enclosures",0,30000
"Car Accessories","Batteries","Eleven Acceleration",0.03,60000
"Car Accessories","Replacement Parts","Newbury Networks",0.02,105000
"Car Accessories","Interior Accessories","AffiniComm",0.23,26000
"Car Accessories","Car Care","QuixData Systems",0,500000
"Performance & Non-auto","RV Shelters","TDCJ",0.03,70000
"Performance & Non-auto","Motorcycle Parts","Universal Systems & Technology",0.02,50000
"Car Accessories","Exterior Accessories","Vast Solutions",0,100000
"Performance & Non-auto","Motorcycle Parts","Szen Corp",0.02,50000
"Tires & Wheels","Tires and Wheels","Memphis Business Interiors",1,0
"Car Accessories","Batteries","Methodologie",0.02,90000
"Car Accessories","Exterior Accessories","Project Xpress Intl Inc",0.05,15000
"Performance & Non-auto","Motorcycle Parts","TC Computers",0,500000
"Performance & Non-auto","Motorcycle Parts","TC Computers",0.01,38000
"Car Accessories","Exterior Accessories","TC Computers",0,29773
"Car Accessories","Exterior Accessories","Westfield Development Corp Vir",0.05,10000
"Performance & Non-auto","Motorcycle Parts","Optima Direct",1,0
"Car Accessories","Batteries","Optima Direct",0.04,50000
"Performance & Non-auto","Motorcycle Parts","Optima Direct",1,0
"Car Accessories","Replacement Parts","L-Force Systems",0,612670
"Car Accessories","Exterior Accessories","The Neiman Marcus Group",0.01,20000
"Performance & Non-auto","RV Shelters","National Coalition Advancd Mfg",0.01,67000
"Performance & Non-auto","Motorcycle Parts","Corner Office Inc",0.04,20000
"Performance & Non-auto","Motorcycle Parts","Corner Office Inc",0.02,50000
"Performance & Non-auto","RV Shelters","Safenet Inc",0,43000
"Performance & Non-auto","RV Shelters","Safenet Inc",0,240000
"Performance & Non-auto","Performance","WILMIC",0.01,200000
"Car Accessories","Towing Equioment","Theme Co-Op Promotions",0.01,150000
"Car Accessories","Batteries","Sands Brothers & Co., Ltd.",0,600000
"Car Accessories","Exterior Accessories","Polar Truck Sales",0,230000
"Car Accessories","Batteries","Condat",0.04,40000
"Car Accessories","Car Care","Fibre Processing Corp",0.04,10000
"Car Accessories","Batteries","IBT Enterprises",0,350000
"Performance & Non-auto","Motorcycle Parts","Superior Training Media",0.02,50000
"Performance & Non-auto","Performance","Superior Training Media",1,0
"Car Accessories","Car Care","Cross Border",0,157500
"Performance & Non-auto","RV Shelters","CS Business Systems",0,450000
"Car Accessories","Exterior Accessories","CS Business Systems",0.01,20000
"Performance & Non-auto","Motorcycle Parts","Techspace",0.02,50000
"Performance & Non-auto","RV Shelters","Techspace",0.03,42000
"Car Accessories","Batteries","MissileLock",0.01,110000
"Car Accessories","Car Care","MissileLock",0.21,1950
"Performance & Non-auto","Motorcycle Parts","MissileLock",0.02,25000
"Car Accessories","Car Care","MissileLock",0.04,13000
"Performance & Non-auto","Motorcycle Parts","Unica Corporation / North Kingstown Office Corporation",0.05,11000
"Car Accessories","Batteries","Inter-Con Security Systems",0,250000
"Car Accessories","Towing Equioment","Raytheon - Space & Airborne Systems",0,120000
"Performance & Non-auto","RV Shelters","Viacom PARENT",0.03,20000
"Car Accessories","Replacement Parts","Viacom PARENT",0.21,6000
"Car Accessories","Replacement Parts","Fluor Enterprises",0.13,10000
"Car Accessories","Interior Accessories","Nwn Corporation",0.01,25000
"Car Accessories","Car Care","The Zondervan Corporation",0,46504
"Car Accessories","Interior Accessories","Prestige International",0.41,10000
"Car Accessories","Batteries","MediaPrise",0.09,20000
"Performance & Non-auto","Motorcycle Parts","United Online",0,30000
"Car Accessories","Towing Equioment","Conway / Dierking / Hillman",0.07,10000
"Performance & Non-auto","Motorcycle Parts","Hill Holliday",1,0
"Car Accessories","Exterior Accessories","Hill Holliday",0.09,8000
"Performance & Non-auto","Motorcycle Parts","Hill Holliday",0.14,5000
"Car Accessories","Towing Equioment","US Pharma",0.01,105000
"Car Accessories","Interior Accessories","US Pharma",0.01,200000
"Car Accessories","Replacement Parts","SoftPilot",0.05,20000
"Car Accessories","Car Care","CHPS Consulting",0.14,3687
"Car Accessories","Batteries","CEC Document Svc",0,250000
"Car Accessories","Exterior Accessories","Lower Colorado River Authority",0.01,110000
"Performance & Non-auto","RV Shelters","Club Car",0.03,60000
"Car Accessories","Replacement Parts","Rotational Molding Inc",0.01,17047
"Car Accessories","Replacement Parts","Computer Store",0.42,1100
"Car Accessories","Batteries","G C Micro Corp",0,400000
"Performance & Non-auto","RV Shelters","G C Micro Corp",0.01,110000
"Car Accessories","Batteries","EAI Services",0.01,101000
"Performance & Non-auto","RV Shelters","Barr Systems",0.01,100000
"Performance & Non-auto","RV Shelters","Barr Systems",0,350000
"Car Accessories","Batteries","Business Furniture",0.06,30000
"Performance & Non-auto","Motorcycle Parts","Vistainfo Cananda",0.01,40000
"Car Accessories","Towing Equioment","Lantia",0,120000
"Car Accessories","Exterior Accessories","Southern Air",0.07,9000
"Car Accessories","Batteries","Bound To Stay Bound Books Inc",0.06,32000
"Performance & Non-auto","Motorcycle Parts","Sales Force Inc",0.04,10000
"Car Accessories","Batteries","Sales Force Inc",0,600000
"Performance & Non-auto","RV Shelters","Team Labs Corporation",0.03,10000
"Car Accessories","Towing Equioment","Fisher International",0.07,10000
"Performance & Non-auto","RV Shelters","Netphoria Hosting",0.09,15000
"Performance & Non-auto","Motorcycle Parts","Netphoria Hosting",0,200000
"Performance & Non-auto","Motorcycle Parts","Performance Technology Group",0,15000
"Car Accessories","Exterior Accessories","BuyerZone.com",0.01,20000
"Performance & Non-auto","Motorcycle Parts","BuyerZone.com",0,15000
"Performance & Non-auto","Motorcycle Parts","BuyerZone.com",0,15000
"Car Accessories","Exterior Accessories","BuyerZone.com",0,140000
"Car Accessories","Car Care","Rainforest2Reef",0.03,14300
"Car Accessories","Exterior Accessories","Marvin F. Poer & Company",0.09,4786
"Performance & Non-auto","Motorcycle Parts","OutMarket",0.01,40000
"Performance & Non-auto","RV Shelters","Ernst & Young-ATL",0.01,100000
"Car Accessories","Exterior Accessories","Ernst & Young-ATL",0,50000
"Performance & Non-auto","RV Shelters","Modern Ice",0.01,150000
"Car Accessories","Exterior Accessories","Bolt Creative",0.01,20000
"Performance & Non-auto","Performance","Information Express",0.07,25000
"Performance & Non-auto","RV Shelters","Summa Technologies",0.03,50000
"Car Accessories","Car Care","McLaren Software",0.02,32000
"Car Accessories","Car Care","McLaren Software",0.02,24150
"Performance & Non-auto","Performance","PEAK Events International",0.02,150000
"Car Accessories","Batteries","PEAK Events International",0.04,50000
"Car Accessories","Towing Equioment","Secureinfo Corporation",0,180000
"Car Accessories","Towing Equioment","LQ Corporation",0,120000
"Performance & Non-auto","Motorcycle Parts","American Networks International",0,82000
"Performance & Non-auto","RV Shelters","Vilter Manufacturing Corporation",0,547000
"Car Accessories","Exterior Accessories","Vantra Group",0.01,60000
"Performance & Non-auto","Motorcycle Parts","BlueGill Technologies",0,60000
