"Date","Emissions_Scope_Category","Emission_Activity_Category","Target_Renewable_Energy_Percentage","Total_Floor_Area_sqft","Target_Compensated_Emissions_tCO2e","Forecasted_Renewable_Energy_Cons","Forecasted_Emissions_Intensity_Reduc","Forecasted_Emissions_tCO2e","Actual_Renewable_Energy_Cons","Net_Emissions_Forecast_tCO2e","Headcount","Planned_Supplier_Emissions_Reduction","Required_Carbon_Credits_tCO2e","Actual_Emissions_Intensity","Planned_Carbon_Credits_tCO2e","Revenue","Planned_Operational_Emissions_Reduction","Final_Forecasted_Emissions_tCO2e","Actual_Emissions_tCO2e","Target_Emissions_tCo2e"
"2034-11-05","Scope 1","Private Jet",30,100000,150000,100000,30,,,200000,200,100000,,20,200000,200,250000,250000,,250000
"2029-02-02","Scope 3","Scope 3 Waste Generated in Operations",10,150000,100000,50000,40,150000,,250000,50,250000,100000,30,,150,150000,0,,150000
"2040-04-10","Scope 2","Fleet Vehicles",20,250000,200000,100000,10,200000,,200000,300,0,50000,0,50000,250,50000,200000,,0
"2025-08-06","Scope 2","Data Center",0,50000,0,150000,50,250000,,50000,100,50000,0,20,100000,150,250000,150000,,0
"2031-05-16","Scope 3","Scope 3 Investments",,150000,,,0,150000,,100000,350,0,,,,200,0,0,,250000
"2024-07-31","Scope 1","Commercial Building",15,200000,250000,250000,40,0,,,150,200000,100000,10,150000,150,100000,,,200000
"2029-03-17","Scope 2","Fleet Vehicles",15,250000,150000,0,,100000,,150000,200,,50000,25,250000,200,200000,250000,,150000
"2028-05-30","Scope 1","Private Jet",30,100000,50000,200000,30,,,0,250,150000,250000,15,0,150,,150000,,100000
"2032-09-06","Scope 3","Scope 3 Downstream Transportation Distribution",10,50000,,150000,20,50000,,200000,200,250000,150000,10,50000,150,250000,200000,,50000
"2036-10-05","Scope 1","Commercial Building",0,150000,0,250000,10,200000,,50000,350,100000,200000,30,200000,200,,50000,,
"2025-07-23","Scope 2","Data Center",,100000,250000,,0,50000,,150000,100,100000,0,15,150000,150,50000,100000,,50000
"2030-07-30","Scope 3","Scope 3 Uncategorized Emissions",20,50000,50000,100000,40,100000,,0,150,250000,100000,0,0,150,200000,100000,,150000
"2037-12-04","Scope 3","Commercial Building",0,200000,100000,0,30,250000,,100000,50,50000,150000,,250000,250,0,,,
"2040-02-13","Scope 2","Fleet Vehicles",10,250000,150000,50000,,150000,,,300,150000,50000,20,,250,100000,0,,200000
"2033-05-22","Scope 1","Private Jet",20,250000,200000,200000,20,200000,,250000,250,,250000,25,50000,150,150000,250000,,100000
"2022-06-25","Scope 3","Scope 3 Upstream Leased Assets",,200000,200000,,50,0,30,100000,300,200000,200000,0,100000,100,,200000,0,250000
"2039-04-14","Scope 2","Commercial Building",30,200000,50000,150000,10,,,50000,50,0,,15,200000,250,200000,0,,0
"2020-12-04","Scope 1","Data Center",15,100000,100000,0,,,20,250000,250,,,30,,350,250000,50000,200000,
"2019-04-21","Scope 1","Private Jet",30,50000,0,150000,,,90,0,350,,,,,200,100000,150000,250000,
"2026-02-15","Scope 2","Fleet Vehicles",,150000,150000,200000,40,250000,,200000,150,150000,150000,25,,150,50000,,,250000
"2034-07-19","Scope 3","Scope 3 Franchising",15,250000,250000,100000,20,200000,,,200,200000,,10,150000,200,150000,100000,,50000
"2035-04-20","Scope 2","Commercial Building",20,200000,,150000,50,50000,,150000,100,50000,100000,20,200000,200,0,0,,0
"2038-04-12","Scope 1","Fleet Vehicles",0,50000,50000,50000,,150000,,250000,300,,200000,0,250000,200,100000,100000,,150000
"2027-06-01","Scope 3","Scope 3 Purchased Goods Services",10,100000,100000,250000,10,100000,,200000,350,0,250000,15,100000,150,50000,150000,,200000
"2023-05-13","Scope 1","Private Jet",15,200000,250000,250000,30,0,,100000,150,100000,0,,50000,150,200000,250000,,100000
"2021-04-17","Scope 3","Data Center",,150000,150000,50000,,,,,100,,,30,,150,0,50000,150000,
"2019-03-03","Scope 2","Commercial Building",10,100000,,100000,,,20,0,200,,,25,,100,250000,,,
"2032-05-14","Scope 2","Data Center",20,200000,0,,0,,,50000,50,250000,50000,10,0,200,,0,,
"2026-06-11","Scope 3","Scope 3 Fuel and Energy-Related Activity",30,150000,200000,150000,10,50000,,150000,250,100000,100000,20,250000,150,150000,200000,,0
"2031-12-02","Scope 1","Fleet Vehicles",0,50000,100000,200000,30,,,150000,300,200000,150000,0,50000,150,200000,150000,,100000
"2023-05-31","Scope 1","Private Jet",0,250000,150000,0,20,150000,,100000,150,150000,0,20,,150,0,50000,,200000
"2028-11-16","Scope 3","Scope 3 Employee Commuting",30,200000,50000,0,0,100000,,250000,100,50000,50000,10,200000,150,50000,0,,150000
"2036-05-29","Scope 2","Commercial Building",10,200000,0,150000,,0,,0,350,250000,200000,30,100000,200,,0,,250000
"2038-09-11","Scope 1","Data Center",,250000,,250000,50,250000,,200000,250,,250000,15,150000,200,100000,200000,,50000
"2021-02-19","Scope 2","Data Center",20,50000,250000,100000,,,50,,200,,,,,300,150000,100000,200000,
"2039-08-29","Scope 3","Scope 3 Upstream Transportation Distribution",15,150000,200000,,40,200000,,50000,50,0,,25,0,200,250000,150000,,
"2033-04-17","Scope 2","Commercial Building",15,200000,200000,150000,10,50000,,0,300,0,200000,25,150000,200,150000,0,,50000
"2022-01-20","Scope 3","Scope 3 End-Life Treatment of Sold Product",0,100000,,200000,40,0,0,250000,350,200000,100000,10,,250,200000,,0,100000
"2030-05-10","Scope 1","Private Jet",20,200000,250000,150000,20,,,150000,100,100000,,20,50000,150,0,250000,,250000
"2029-04-30","Scope 2","Data Center",30,50000,100000,50000,30,150000,,,250,150000,150000,30,200000,200,50000,100000,,
"2027-09-16","Scope 1","Fleet Vehicles",,250000,50000,50000,0,250000,,100000,150,,0,,250000,150,,100000,,200000
"2037-07-26","Scope 3","Private Jet",10,100000,0,,50,200000,,50000,50,50000,50000,0,0,200,250000,200000,,0
"2035-11-09","Scope 3","Commercial Building",,150000,150000,100000,,100000,,200000,200,250000,250000,15,100000,200,100000,0,,150000
"2025-12-11","Scope 1","Private Jet",20,150000,100000,200000,30,0,,0,250,,0,30,,150,250000,150000,,
"2040-10-16","Scope 2","Commercial Building",10,200000,,150000,20,150000,,,300,200000,50000,15,0,250,0,0,,250000
"2024-12-12","Scope 1","Data Center",0,100000,200000,0,,,,150000,350,100000,200000,20,150000,150,150000,50000,,50000
"2034-03-08","Scope 2","Fleet Vehicles",15,200000,50000,250000,0,250000,,200000,200,250000,100000,,100000,200,50000,250000,,0
"2020-04-15","Scope 3","Scope 3 Purchased Goods Services",30,250000,150000,150000,,,30,100000,150,,,25,,350,200000,,100000,
"2032-06-04","Scope 2","Private Jet",20,50000,250000,100000,10,200000,,250000,100,150000,150000,0,250000,200,,250000,,150000
"2021-03-02","Scope 1","Commercial Building",,150000,0,0,,,70,50000,50,,,10,,200,100000,100000,50000,
"2037-07-26","Scope 3","Fleet Vehicles",15,200000,200000,50000,40,50000,,,250,50000,250000,0,50000,200,,0,,100000
"2019-03-20","Scope 3","Scope 3 Franchising",0,50000,100000,150000,,,70,50000,150,,,,,150,50000,50000,100000,
"2022-09-08","Scope 1","Fleet Vehicles",10,250000,150000,250000,50,100000,50,150000,50,0,,30,200000,100,0,100000,50000,200000
"2039-08-05","Scope 2","Data Center",30,100000,,,,250000,,100000,300,50000,200000,25,,250,200000,150000,,
"2023-05-23","Scope 1","Private Jet",0,150000,0,200000,10,100000,,250000,350,150000,50000,20,100000,150,250000,,,250000
"2036-02-10","Scope 2","Commercial Building",15,200000,50000,100000,30,200000,,0,100,250000,150000,15,250000,200,100000,0,,150000
"2031-07-20","Scope 3","Scope 3 Waste Generated in Operations",,100000,250000,100000,40,0,,200000,200,0,250000,10,150000,150,150000,200000,,0
"2024-12-08","Scope 2","Data Center",30,250000,200000,150000,0,,,0,300,200000,0,20,0,150,100000,150000,,200000
"2025-11-06","Scope 1","Fleet Vehicles",20,200000,150000,0,50,150000,,200000,50,100000,100000,15,50000,150,0,100000,,50000
"2030-10-20","Scope 3","Scope 3 Employee Commuting",10,50000,,50000,20,50000,,,200,,,0,200000,150,150000,0,,100000
"2035-08-08","Scope 2","Commercial Building",15,200000,250000,150000,20,50000,,100000,250,0,250000,25,250000,200,,0,,100000
"2020-09-08","Scope 1","Fleet Vehicles",20,50000,0,250000,,,90,50000,350,,,30,,250,200000,,200000,
"2040-10-17","Scope 3","Scope 3 Business Travel",,200000,100000,200000,50,100000,,250000,150,200000,,10,,200,50000,100000,,
"2026-07-10","Scope 2","Data Center",10,100000,50000,,,,,150000,100,100000,100000,,150000,150,250000,250000,,150000
"2027-08-14","Scope 1","Private Jet",30,150000,150000,200000,30,200000,,250000,50,,200000,15,100000,150,200000,,,50000
"2034-07-20","Scope 3","Scope 3 Investments",0,250000,200000,100000,40,0,,,200,50000,0,0,200000,200,250000,200000,,250000
"2038-02-28","Scope 3","Scope 3 Processing Sold Products",15,150000,50000,250000,10,150000,,50000,250,150000,150000,10,50000,250,0,50000,,200000
"2028-11-16","Scope 2","Private Jet",20,100000,0,,0,250000,,100000,100,250000,50000,20,0,200,,200000,,0
"2033-09-20","Scope 1","Fleet Vehicles",30,50000,250000,0,,100000,,150000,150,100000,150000,25,,200,100000,100000,,
"2029-08-08","Scope 1","Commercial Building",0,250000,,50000,20,250000,,200000,350,250000,250000,30,100000,150,150000,250000,,250000
"2032-09-30","Scope 3","Private Jet",,200000,100000,150000,50,,,0,300,50000,200000,,200000,200,50000,50000,,0
"2033-01-27","Scope 2","Data Center",10,200000,0,,40,50000,,250000,300,0,0,10,250000,200,,,,200000
"2026-12-30","Scope 2","Fleet Vehicles",0,100000,250000,200000,0,0,,,250,200000,100000,15,0,200,50000,100000,,50000
"2036-07-10","Scope 1","Private Jet",15,50000,150000,100000,10,200000,,0,100,,50000,25,50000,200,0,150000,,100000
"2021-12-11","Scope 3","Scope 3 Upstream Transportation Distribution",,150000,100000,0,,,30,100000,50,,,30,,300,250000,0,0,
"2025-05-07","Scope 2","Data Center",10,250000,200000,50000,30,150000,,150000,200,150000,,,150000,150,200000,150000,,150000
"2035-11-20","Scope 1","Fleet Vehicles",30,150000,,250000,10,0,,200000,350,150000,50000,0,250000,200,150000,100000,,250000
"2039-05-17","Scope 3","Scope 3 Use of Sold Products",20,250000,50000,150000,50,,,50000,150,0,0,20,,200,100000,,,150000
"2037-04-09","Scope 2","Commercial Building",10,200000,,150000,30,250000,,50000,50,250000,200000,30,50000,200,150000,0,,50000
"2031-11-10","Scope 1","Private Jet",20,200000,100000,250000,20,100000,,,100,200000,,25,0,150,250000,200000,,0
"2029-11-22","Scope 3","Scope 3 Downstream Transportation Distribution",,100000,0,,,150000,,100000,250,50000,250000,15,100000,150,,250000,,
"2034-08-08","Scope 3","Scope 3 Fuel and Energy-Related Activity",30,50000,250000,0,40,50000,,150000,200,,150000,0,200000,150,0,0,,200000
"2024-01-23","Scope 2","Commercial Building",0,150000,200000,100000,0,200000,,0,350,100000,100000,20,150000,150,100000,100000,,100000
"2023-04-29","Scope 1","Data Center",15,50000,150000,150000,10,150000,,200000,300,150000,,10,,150,200000,100000,,0
"2020-12-10","Scope 2","Fleet Vehicles",0,200000,50000,200000,,,,250000,150,,,,,350,50000,50000,250000,
"2027-01-21","Scope 3","Data Center",15,150000,,50000,,100000,,100000,50,50000,100000,,250000,150,200000,200000,,
"2028-02-08","Scope 1","Commercial Building",,100000,250000,100000,50,250000,,,150,100000,0,20,150000,150,0,50000,,50000
"2019-04-07","Scope 3","Scope 3 End-Life Treatment of Sold Product",10,250000,0,0,,,20,150000,200,,,15,,250,50000,250000,,
"2030-07-24","Scope 2","Private Jet",30,50000,50000,,0,,,0,300,250000,50000,0,200000,200,100000,150000,,250000
"2022-07-11","Scope 1","Fleet Vehicles",20,200000,100000,250000,40,200000,0,250000,250,0,200000,25,100000,350,150000,150000,150000,100000
"2038-09-02","Scope 1","Private Jet",20,100000,200000,150000,30,50000,,200000,100,200000,250000,30,0,200,,0,,150000
"2040-08-13","Scope 2","Data Center",15,150000,150000,200000,20,0,,50000,350,,150000,10,50000,250,250000,,,200000
"2030-04-10","Scope 3","Scope 3 Upstream Leased Assets",,250000,150000,50000,,250000,,150000,50,150000,0,0,200000,150,100000,100000,,250000
"2028-08-24","Scope 3","Scope 3 Capital Goods",0,250000,0,100000,40,0,,0,350,100000,50000,15,150000,150,250000,150000,,150000
"2039-04-21","Scope 2","Data Center",10,150000,,200000,10,100000,,200000,150,200000,250000,,50000,250,,100000,,50000
"2037-09-17","Scope 1","Fleet Vehicles",30,100000,200000,150000,20,50000,,100000,100,0,200000,30,250000,250,200000,50000,,
"2024-08-07","Scope 2","Private Jet",20,200000,50000,250000,50,,,,200,,150000,25,0,150,150000,200000,,0
"2025-01-05","Scope 1","Commercial Building",10,50000,100000,,0,200000,,250000,250,250000,,10,100000,150,0,,,100000
"2035-06-05","Scope 3","Scope 3 Uncategorized Emissions",0,150000,250000,0,30,150000,,50000,300,50000,100000,20,,200,50000,250000,,200000
"2026-09-25","Scope 2","Commercial Building",15,150000,200000,100000,,0,,250000,250,100000,0,0,200000,150,100000,100000,,0
"2032-01-04","Scope 1","Fleet Vehicles",30,100000,250000,50000,40,200000,,0,200,150000,250000,30,50000,200,200000,150000,,
"2036-08-11","Scope 3","Scope 3 Downstream Leased Assets",,50000,50000,100000,20,150000,,50000,350,250000,200000,25,250000,200,,50000,,150000
"2020-02-28","Scope 3","Scope 3 Fuel and Energy-Related Activity",30,250000,0,0,,,90,,50,,,,,300,50000,0,0,
"2019-04-25","Scope 1","Commercial Building",,200000,,200000,,,70,100000,100,,,15,,150,250000,200000,250000,
"2034-05-26","Scope 2","Private Jet",10,100000,150000,50000,30,100000,,200000,300,200000,100000,10,0,200,150000,100000,,50000
"2033-12-02","Scope 3","Scope 3 Franchising",0,50000,100000,,0,,,150000,150,50000,,20,,150,0,0,,200000
"2021-12-28","Scope 2","Data Center",15,250000,0,100000,,,50,150000,250,,,,,200,50000,150000,50000,
"2029-08-13","Scope 1","Data Center",20,150000,50000,150000,10,50000,,0,200,0,50000,25,150000,150,100000,250000,,250000
"2027-12-09","Scope 2","Private Jet",30,200000,250000,250000,50,250000,,200000,100,,150000,10,100000,150,250000,50000,,100000
"2023-09-03","Scope 3","Private Jet",10,150000,150000,100000,50,100000,,50000,300,50000,,30,150000,150,0,,,250000
"2031-01-12","Scope 1","Fleet Vehicles",0,50000,100000,,,250000,,100000,350,100000,200000,20,,150,,150000,,
"2022-07-28","Scope 3","Scope 3 End-Life Treatment of Sold Product",15,100000,,200000,20,50000,30,,50,200000,100000,15,200000,100,150000,,200000,200000
"2038-02-21","Scope 2","Commercial Building",20,200000,200000,150000,10,150000,,250000,150,0,250000,0,100000,250,200000,0,,0
"2040-02-02","Scope 1","Data Center",,200000,,50000,40,0,,100000,350,,0,15,250000,250,150000,0,,100000
"2020-12-02","Scope 2","Commercial Building",20,250000,200000,0,,,20,0,150,,,10,,150,0,,,
"2030-12-12","Scope 1","Private Jet",,150000,150000,250000,0,200000,,150000,250,150000,150000,,0,200,50000,200000,,50000
"2019-11-30","Scope 3","Commercial Building",0,100000,250000,150000,,,,,50,,,0,,350,,50000,100000,
"2037-07-13","Scope 1","Data Center",30,250000,100000,250000,30,,,200000,300,250000,50000,20,50000,200,250000,250000,,150000
"2038-03-15","Scope 2","Fleet Vehicles",15,50000,50000,150000,50,50000,,50000,200,,50000,30,150000,200,100000,150000,,50000
"2027-09-01","Scope 3","Scope 3 Business Travel",10,200000,0,0,20,200000,,250000,100,250000,200000,25,0,200,200000,100000,,
"2032-12-31","Scope 1","Fleet Vehicles",0,200000,50000,100000,30,150000,,150000,350,100000,,25,,200,,150000,,200000
"2024-10-25","Scope 3","Scope 3 Downstream Transportation Distribution",30,50000,200000,200000,10,250000,,0,50,50000,250000,,200000,150,200000,200000,,0
"2028-02-02","Scope 2","Commercial Building",,200000,0,100000,0,100000,,,100,150000,100000,10,100000,150,50000,100000,,150000
"2034-10-15","Scope 1","Data Center",15,150000,100000,50000,,,,250000,150,0,0,20,250000,200,150000,250000,,250000
"2031-04-14","Scope 2","Fleet Vehicles",10,100000,250000,,40,0,,200000,300,200000,150000,15,50000,150,0,100000,,100000
"2026-04-23","Scope 3","Scope 3 Purchased Goods Services",20,250000,,100000,,0,,50000,200,250000,100000,0,,150,250000,,,100000
"2029-12-01","Scope 2","Commercial Building",10,150000,150000,150000,40,,,100000,250,150000,,30,250000,150,100000,100000,,250000
"2040-12-10","Scope 1","Private Jet",15,150000,,200000,10,50000,,50000,300,100000,250000,,150000,250,,50000,,150000
"2033-10-25","Scope 3","Scope 3 Waste Generated in Operations",30,100000,50000,0,50,250000,,,200,50000,200000,25,50000,200,250000,0,,200000
"2025-03-06","Scope 1","Private Jet",20,250000,200000,150000,0,200000,,250000,100,0,0,20,0,150,50000,150000,,50000
"2021-03-22","Scope 3","Scope 3 Investments",,50000,150000,250000,,,0,100000,350,,,30,,300,200000,250000,150000,
"2022-06-28","Scope 2","Data Center",0,200000,0,,20,150000,70,200000,250,,50000,15,100000,250,100000,100000,200000,0
"2039-04-17","Scope 1","Fleet Vehicles",,100000,100000,50000,30,100000,,150000,50,200000,150000,0,200000,250,150000,50000,,
"2035-04-12","Scope 2","Private Jet",0,150000,250000,250000,30,100000,,0,150,200000,50000,10,50000,200,0,0,,50000
"2036-08-29","Scope 3","Scope 3 Upstream Leased Assets",30,50000,200000,100000,,0,,50000,50,150000,250000,,200000,250,150000,200000,,150000
"2023-10-13","Scope 3","Scope 3 Capital Goods",15,200000,0,,0,,,0,100,100000,200000,20,0,150,200000,,,200000
"2026-12-08","Scope 2","Data Center",10,250000,150000,200000,40,200000,,150000,300,50000,100000,10,150000,150,50000,50000,,250000
"2024-06-30","Scope 1","Commercial Building",20,50000,250000,150000,20,150000,,200000,200,,150000,0,250000,150,100000,150000,,0
"2023-08-04","Scope 1","Commercial Building",30,200000,,0,50,250000,,250000,350,250000,,25,,150,,200000,,100000
"2039-06-08","Scope 2","Private Jet",10,250000,50000,50000,10,50000,,,150,0,0,30,100000,200,0,0,,
"2025-11-25","Scope 3","Scope 3 Uncategorized Emissions",0,100000,100000,0,50,100000,,100000,250,100000,200000,15,0,150,250000,250000,,150000
"2021-05-01","Scope 3","Data Center",15,150000,250000,50000,,,20,100000,350,,,15,,200,150000,100000,100000,
"2038-12-11","Scope 1","Fleet Vehicles",,200000,0,100000,10,,,200000,100,250000,50000,20,150000,250,100000,100000,,
"2035-03-28","Scope 2","Fleet Vehicles",20,100000,,150000,,50000,,0,50,,,0,,200,,50000,,0
"2022-03-28","Scope 2","Data Center",20,150000,200000,,0,0,,,300,50000,0,25,250000,100,0,150000,250000,100000
"2034-09-08","Scope 1","Commercial Building",10,50000,50000,250000,40,150000,,150000,150,0,100000,,50000,200,200000,,,200000
"2028-01-15","Scope 3","Scope 3 Downstream Leased Assets",,250000,100000,200000,20,250000,,250000,250,200000,250000,10,100000,150,50000,0,,250000
"2019-08-02","Scope 1","Private Jet",0,150000,150000,150000,,,90,50000,200,,,30,,250,250000,50000,0,
"2020-09-14","Scope 2","Fleet Vehicles",15,250000,150000,200000,,,0,200000,350,,,15,,300,250000,,150000,
"2033-10-28","Scope 3","Fleet Vehicles",30,50000,0,250000,30,200000,,,50,150000,150000,20,200000,200,,250000,,50000
"2030-07-04","Scope 1","Commercial Building",0,200000,100000,,10,250000,,150000,100,200000,50000,10,200000,150,150000,200000,,0
"2036-08-18","Scope 3","Scope 3 Employee Commuting",10,100000,200000,0,30,0,,50000,200,250000,,,0,200,50000,100000,,50000
"2029-09-29","Scope 2","Data Center",15,150000,50000,100000,50,,,250000,150,50000,200000,25,150000,200,0,150000,,100000
"2032-11-21","Scope 1","Private Jet",,200000,,50000,40,100000,,100000,250,150000,150000,30,250000,200,100000,50000,,
"2037-11-09","Scope 2","Data Center",20,100000,250000,100000,0,150000,,0,300,,100000,0,50000,200,200000,150000,,250000
"2040-07-01","Scope 3","Scope 3 Upstream Transportation Distribution",30,250000,150000,150000,,50000,,250000,350,100000,250000,20,,200,200000,0,,150000
"2031-03-22","Scope 1","Commercial Building",0,50000,100000,200000,20,200000,,200000,150,0,0,0,100000,150,250000,100000,,200000
"2027-10-22","Scope 3","Scope 3 Processing Sold Products",15,150000,,0,,250000,,0,250,,0,30,200000,150,100000,200000,,150000
"2038-04-20","Scope 2","Private Jet",10,250000,50000,50000,40,200000,,100000,200,150000,,15,250000,200,,,,250000
"2025-03-30","Scope 3","Scope 3 Use of Sold Products",,50000,0,,30,50000,,150000,50,100000,200000,25,150000,150,0,250000,,200000
