"Fuel_Type","Asset_Category","Asset","Asset_Type","CountryCode","Date","Business_Region","Carbon_Inventory","Energy_Usage_kBtu_sq_ft","Electricity_Usage_Previous","Electricity_Usage_kWh_m2","Total_Energy_Consumption_kWh","Electricity_Usage_Current","Scope_3_Emissions","Annual_Energy_Intensity_Variance","Energy_Consumption_Intensity_kWh_m2","Total_Renewable_Energy_kWh","Electricity_Usage_kWh_sq_ft","Fuel_Consumption_Liters","Scope_1_Scope_2_Location_Emissions","Total_Diesel_Consumption","Non_Renewal_Resources","Energy_Emissions","Scope_1_Scope_2_Market_Emissions","Annual_Electricity_Intensity_Variance","Electricity_Cons_Intensity_kWh_m2","Total_Fuel_Oil_Consumption","Energy_Consumption","Data_Center_PUE_current","Total_Natural_Gas_consumption_kWh","Renewal_Resources","Total_Steam_Consumption","Data_Center_PUE_previous","Emissions_from_Stationary_Sources","Total_Building_Area","Energy_Usage_kBtu_m2","High_Outliers","Scope_1_Emissions_tCO2e","Fuel_Consumption_Gallons","Low_Outliers","Total_Allocation_Renewable_Energy"
"Electricity","Data Center","*Business Travel FY21","Data Center","IND","2019-05-19","APAC",52,1625,450000,2,135000,350000,67688,17,4.97,57857,22,3560,34345,100000,17000000,342,22345,9,10.02,19285,123324,66544,87081,29000000,443000,12354,1280,2599000,151,12.4,15000,941,6,40500
"FuelOil","Stationary","South Longs Peak","Comercial Building","IND","2019-08-27","Southeast Asia",92,2982,250000,30,120000,500000,76855,23,4.97,42857,323,3139,23454,150000,14000000,1558,21234,4,10.02,16918,123324,45443,79633,31023124,493000,53423,92310,19000,277,11.5,18608,829,3.5,30000
"Natural Gas","Vehicle","9948 Contralia Cowter Ct","Fleet Vehicle","USA","2021-11-22","Central America",33,2239,450000,6,154000,450000,56634,15,0.24,44000,65,3139,43566,123678,15000000,1154,34543,9,0.59,17482,123324,34124,47565,35000000,490000,12454,18563,2234000,208,13.3,21323,829,4.8,30800
"Diesel","Stationary","Centre St Tower 8","Comercial Building","CHN","2020-12-11","North America",34,3078,350000,9,154000,400000,56634,12,3.2,33000,97,3560,34345,123678,17000000,2151,34543,8,3.12,17366,123324,66544,28133,31023124,458000,12354,95218,22000,286,10.8,15000,941,2.8,23100
"Cooling","Stationary","ARL-VA4 DC 8W","Comercial Building","MAR","2022-11-24","LATAM",85,1776,400000,1,135000,300000,76855,22,0.22,57857,11,3139,23454,150000,15000000,1586,22345,10,0.45,14101,123324,34124,11524,29000000,433000,53423,80532,3293000,165,13.5,18608,829,3.4,40500
"Steam","Stationary","513 Severing St","Comercial Building","SGP","2021-09-24","APAC",80,334,350000,28,120000,350000,67688,21,0.42,25714,301,3139,43566,100000,14000000,717,21234,5,0.85,16512,123324,45443,56422,35000000,483000,12454,15944,35000,31,11.6,21323,829,1.9,18000
"Propane","Vehicle","Company Jet #2","Private Jet","JPN","2020-04-13","ANZ",74,1399,250000,7,135000,450000,76855,8,2.52,57857,75,3139,43566,100000,15000000,746,21234,9,5.15,17029,123324,34124,92493,35000000,400000,12454,19477,2235000,130,11.6,18608,829,0.7,40500
"Refrigerant","Stationary","JLP Square South","Comercial Building","ARG","2019-01-31","Europe",61,4219,350000,16,120000,300000,56634,23,0.19,34286,172,3560,34345,123678,17000000,1070,34543,5,0.37,13592,123324,66544,65934,29000000,500000,53423,1703,2053000,392,14.7,21323,941,0.8,24000
"Heat","Scope 3","*AMER Financed Emissions","Scope 3","MAR","2022-02-17","Southeast Asia",96,527,300000,24,154000,400000,67688,3,0.22,55000,258,3560,23454,150000,14000000,308,22345,3,0.45,12534,123324,45443,51638,31023124,361000,12354,18222,12000,49,11.9,15000,941,4.6,38500
"Cooling","Scope 3","Value Chain","Scope 3","CAN","2022-07-06","Middle East",61,2325,400000,25,135000,500000,67688,19,2.68,38571,269,3560,34345,150000,17000000,1145,21234,7,5.4,12319,123324,45443,15922,35000000,440000,12454,90350,3282000,216,10,21323,941,1.6,27000
"Diesel","Data Center","Freight Hauling - downstream distribution FY21","Data Center","IRL","2020-03-10","South America",65,3315,250000,3,120000,400000,56634,28,0.01,51429,32,3560,23454,100000,14000000,1169,34543,7,0.02,15198,123324,34124,91809,31023124,446000,12354,16027,34000,308,10.3,18608,941,1.7,36000
"Refrigerant","Vehicle","Circle St Tower 8","Fleet Vehicle","BRA","2019-06-03","North America",59,1894,350000,30,154000,350000,76855,7,1.05,33000,323,3139,43566,123678,15000000,1665,22345,6,2.13,12514,123324,66544,40348,29000000,376000,53423,15590,11000,176,11.8,15000,829,0.2,23100
"Electricity","Stationary","45 Keppely Rd 5B","Comercial Building","IRL","2021-12-08","Central Asia",36,2476,450000,6,120000,500000,67688,15,0.01,42857,65,3139,34345,100000,14000000,397,22345,6,0.02,19862,123324,34124,35068,35000000,393000,12354,85339,3334000,230,12.3,18608,829,1.1,30000
"Propane","Stationary","81 Rue Mocklie","Comercial Building","FRA","2019-11-11","EMEA",75,172,400000,30,135000,450000,76855,18,3.39,57857,323,3560,43566,150000,17000000,1660,21234,7,6.87,12265,123324,45443,14717,29000000,454000,53423,84653,2162000,16,11.6,15000,941,3.1,40500
"Natural Gas","Stationary","North Longs Peak","Comercial Building","ARG","2020-06-14","South America",56,4758,400000,3,154000,300000,56634,10,0.19,55000,32,3139,23454,123678,15000000,2140,34543,6,0.37,14791,123324,66544,22306,31023124,486000,12454,80915,27000,442,14.2,21323,829,1.8,38500
"Heat","Stationary","JLP Square North","Comercial Building","FRA","2021-07-14","Europe",53,1249,400000,11,135000,300000,76855,26,3.39,28929,118,3139,43566,150000,15000000,1017,21234,10,6.87,17636,123324,45443,69362,29000000,369000,12354,78779,3224000,116,11.1,21323,829,0.2,20250
"Steam","Scope 3","Business Travel FY19","Scope 3","FRA","2022-04-15","APAC",79,4123,450000,25,120000,400000,67688,12,3.39,34286,269,3560,34345,100000,17000000,977,22345,3,6.87,11962,123324,34124,80370,31023124,488000,12454,87258,32000,383,10,15000,941,5.8,24000
"FuelOil","Stationary","Billhaus CTAW P4A","Comercial Building","AUS","2020-02-12","ANZ",69,3401,350000,13,154000,450000,56634,9,4.19,66000,140,3560,23454,123678,14000000,1249,34543,3,8.45,11633,123324,66544,22193,35000000,471000,53423,75191,13000,316,12.9,18608,941,1.7,46200
"Steam","Stationary","West Longs Peak","Comercial Building","BRA","2019-11-10","South America",76,3563,300000,22,135000,350000,56634,17,1.05,28929,237,3139,43566,100000,15000000,589,34543,10,2.13,16803,123324,34124,20029,29000000,359000,53423,16554,2959000,331,14.6,18608,829,2.1,20250
"Propane","Stationary","TX - Marion","Comercial Building","CHN","2021-07-21","APAC",80,3025,250000,8,120000,500000,67688,23,3.2,42857,86,3139,23454,123678,17000000,1720,21234,9,3.12,19120,123324,66544,87186,31023124,365000,12454,92044,2977000,281,11.4,21323,829,2,30000
"Natural Gas","Stationary","217 Xevering St","Comercial Building","USA","2022-06-08","APAC",68,549,450000,12,154000,350000,76855,16,0.24,44000,129,3560,34345,150000,14000000,891,22345,10,0.59,14917,123324,45443,98321,35000000,359000,12354,8670,24000,51,10.1,15000,941,3.7,30800
"Cooling","Stationary","Straight St Tower 4","Comercial Building","AUS","2020-12-28","AMER",39,4661,300000,12,154000,300000,56634,3,4.19,55000,129,3560,43566,150000,15000000,843,22345,8,8.45,16696,123324,45443,94027,31023124,461000,12354,75402,12000,433,10.4,18608,941,4.4,38500
"Electricity","Data Center","Business Travel FY20","Data Center","USA","2019-05-12","EMEA",39,2777,400000,25,135000,400000,76855,2,0.24,38571,269,3139,23454,123678,17000000,512,34543,8,0.59,10935,123324,66544,74922,35000000,403000,53423,2673,2654000,258,13.7,21323,829,2.1,27000
"Refrigerant","Vehicle","9948 Contralia Cowter Ct","Fleet Vehicle","USA","2021-07-09","Central America",81,2347,400000,6,120000,500000,67688,28,0.24,25714,65,3139,34345,100000,14000000,819,21234,3,0.59,12506,123324,34124,87147,29000000,499000,12454,99159,14000,218,13,15000,829,2.2,18000
"FuelOil","Vehicle","Los Angeles SMALL TRUCK 12-0024","Fleet Vehicle","BRA","2022-01-23","North America",84,1636,350000,25,135000,450000,56634,13,1.05,57857,269,3560,34345,150000,15000000,347,21234,6,2.13,16593,123324,34124,19255,31023124,462000,12354,8505,3478000,152,13.5,15000,941,2.2,40500
"Heat","Vehicle","Company Shuttle #2","Fleet Vehicle","GBR","2020-04-09","Central Asia",99,3283,400000,13,120000,400000,76855,4,5.99,42857,140,3560,43566,123678,17000000,886,22345,6,12.14,14644,123324,45443,25540,29000000,418000,53423,19843,3229000,305,11.6,21323,941,4.9,30000
"Diesel","Vehicle","Company Jet #2","Private Jet","IND","2019-10-12","Europe",79,2390,400000,14,154000,300000,67688,30,4.97,66000,151,3139,23454,100000,14000000,1123,34543,5,10.02,14179,123324,66544,98045,35000000,490000,12454,8684,16000,222,14.9,18608,829,0.7,46200
"Refrigerant","Stationary","ARL-VA4 DC 8W","Comercial Building","MAR","2022-06-30","LATAM",52,2325,350000,27,135000,450000,67688,25,0.22,38571,291,3560,23454,100000,14000000,1567,21234,10,0.45,14749,123324,34124,38884,29000000,422000,12354,83915,32000,216,10.9,18608,941,1.3,27000
"Cooling","Stationary","45 Keppely Rd 5C","Comercial Building","JPN","2021-04-29","Central Asia",43,1776,400000,28,120000,350000,76855,6,2.52,25714,301,3139,43566,123678,17000000,575,34543,3,5.15,10483,123324,45443,63088,31023124,444000,53423,92546,2454000,165,10.6,15000,829,0.1,18000
"Electricity","Stationary","45 Keppely Rd 5B","Comercial Building","IRL","2022-02-15","Central Asia",43,915,400000,16,154000,500000,56634,20,0.01,66000,172,3560,34345,150000,15000000,391,22345,8,0.02,12122,123324,66544,85441,35000000,442000,12454,98050,3273000,85,10.8,21323,941,6,46200
"FuelOil","Stationary","ARL-WQ7 DC 9W","Comercial Building","AUS","2020-09-26","Middle East",69,4058,400000,15,154000,450000,76855,25,4.19,33000,161,3139,23454,123678,17000000,2165,22345,4,8.45,12344,123324,34124,89663,35000000,369000,12354,6442,15000,377,11.3,21323,829,1.6,23100
"Diesel","Scope 3","Value Chain","Scope 3","ARG","2019-06-09","LATAM",40,2120,350000,9,135000,400000,56634,28,0.19,38571,97,3560,43566,100000,14000000,1802,34543,9,0.37,11366,123324,66544,44592,31023124,360000,12454,97367,25000,197,12.4,18608,941,2.3,27000
"Heat","Stationary","Billhaus CTQW U8F","Comercial Building","SGP","2021-02-24","ANZ",73,2551,250000,3,120000,500000,67688,25,0.42,42857,32,3139,34345,150000,15000000,2098,21234,3,0.85,17129,123324,45443,17697,29000000,459000,53423,17684,3475000,237,12.3,15000,829,3.2,30000
"Propane","Data Center","*AMER Financed Emissions","Data Center","USA","2019-12-14","AMER",92,4359,250000,11,120000,350000,56634,7,0.24,34286,118,3560,23454,123678,14000000,1543,22345,5,0.59,15231,123324,45443,67019,29000000,489000,12454,5307,2135000,405,13.4,15000,941,2.5,24000
"Steam","Data Center","Business Travel FY22","Data Center","JPN","2022-01-21","Central America",42,3864,400000,28,135000,300000,76855,23,2.52,28929,301,3560,34345,150000,15000000,1948,34543,5,5.15,18768,123324,66544,67629,31023124,417000,12354,18402,12000,359,12.8,21323,941,0.2,20250
"Natural Gas","Scope 3","Business Travel FY18","Scope 3","SGP","2020-03-15","Central Asia",61,323,400000,26,154000,450000,67688,26,0.42,55000,280,3139,43566,100000,17000000,574,21234,10,0.85,13269,123324,34124,83200,35000000,450000,53423,18356,31000,30,10.3,18608,829,3.9,38500
"Electricity","Stationary","South Longs Peak","Comercial Building","IND","2021-09-23","Southeast Asia",100,2002,450000,1,120000,300000,76855,9,4.97,51429,11,3139,43566,123678,15000000,1990,21234,9,10.02,13967,123324,45443,52940,31023124,393000,12454,81750,2212000,186,12.5,21323,829,2.3,36000
"Heat","Stationary","Centre St Tower 8","Comercial Building","CHN","2020-03-25","North America",47,3165,400000,24,135000,400000,56634,20,3.2,38571,258,3139,23454,150000,17000000,1972,34543,9,3.12,11247,123324,34124,93956,29000000,452000,53423,93970,31000,294,10.8,18608,829,0.2,27000
"Refrigerant","Stationary","*Cirrus Tower","Comercial Building","USA","2022-07-29","AMER",91,3111,400000,13,154000,500000,67688,8,0.24,66000,140,3560,34345,100000,14000000,1535,22345,6,0.59,13630,123324,66544,62085,35000000,460000,12354,86665,2788000,289,14.3,15000,941,1.7,46200
"Cooling","Stationary","230 Burlingame Ave.","Comercial Building","MAR","2021-11-05","AMER",52,4704,350000,2,135000,350000,76855,24,0.22,28929,22,3560,34345,150000,15000000,1468,22345,5,0.45,16205,123324,45443,33320,29000000,393000,53423,88557,14000,437,10.1,15000,941,3.7,20250
"FuelOil","Vehicle","Company Jet #1","Private Jet","CAN","2019-12-12","South America",92,4693,300000,15,120000,450000,56634,17,2.68,42857,161,3560,43566,100000,14000000,992,21234,7,5.4,14966,123324,34124,71835,31023124,388000,12354,2701,3269000,436,14.5,21323,941,3.3,30000
"Natural Gas","Vehicle","Circle St Tower 8","Fleet Vehicle","BRA","2021-06-06","North America",55,398,350000,6,154000,400000,67688,21,1.05,33000,65,3139,23454,123678,17000000,2010,34543,5,2.13,18809,123324,66544,69651,35000000,427000,12454,4185,20000,37,14.5,18608,829,3.4,23100
"Diesel","Stationary","JLP Square South","Comercial Building","ARG","2020-04-19","Europe",84,1668,400000,24,135000,350000,56634,3,0.19,57857,258,3560,23454,100000,14000000,2208,22345,5,0.37,10364,123324,66544,21720,35000000,357000,53423,80425,2938000,155,13.9,21323,941,3,40500
"Steam","Scope 3","Freight Hauling - downstream distribution FY21","Scope 3","FRA","2019-04-02","LATAM",91,3531,450000,17,154000,300000,67688,14,3.39,55000,183,3139,43566,150000,17000000,577,34543,5,6.87,17650,123324,34124,20460,31023124,380000,12454,3360,2194000,328,11.9,15000,829,4.6,38500
"Propane","Vehicle","*XK-640036 - TRUCK LARGE SPECIALIZED","Fleet Vehicle","IRL","2022-02-25","Central America",81,3627,250000,20,120000,500000,76855,6,0.01,34286,215,3560,34345,123678,15000000,2293,21234,7,0.02,11028,123324,45443,60415,29000000,485000,12354,18847,29000,337,11.4,18608,941,1.8,24000
"Heat","Stationary","Centre St Tower 4","Comercial Building","USA","2019-09-20","AMER",80,4811,400000,29,135000,350000,67688,20,0.24,48214,312,3139,43566,100000,14000000,1037,34543,10,0.59,19796,123324,34124,11097,29000000,410000,12454,8052,14000,447,10.4,18608,829,1.8,33750
"Electricity","Stationary","East Longs Peak","Comercial Building","IND","2021-03-13","Southeast Asia",81,4758,450000,2,120000,500000,76855,8,4.97,25714,22,3139,23454,123678,15000000,1565,22345,10,10.02,16079,123324,45443,51494,31023124,360000,12354,19301,2747000,442,11.2,21323,829,0.7,18000
"Steam","Stationary","140 Mission St","Comercial Building","USA","2020-08-29","AMER",72,140,350000,1,154000,400000,56634,5,0.24,66000,11,3560,34345,150000,17000000,1767,21234,5,0.59,18753,123324,66544,39405,35000000,390000,53423,73175,3167000,13,13,15000,941,5,46200
"Natural Gas","Stationary","9267 Contralia Cowter Ct","Comercial Building","GBR","2022-12-17","Central America",36,4080,400000,25,135000,300000,76855,6,5.99,38571,269,3560,43566,150000,17000000,532,34543,3,12.14,12869,123324,45443,18208,31023124,416000,12354,88617,23000,379,13,15000,941,5.4,27000
"Propane","Stationary","513 Severing St","Comercial Building","SGP","2020-09-09","APAC",44,2745,350000,25,120000,450000,67688,5,0.42,34286,269,3139,34345,123678,14000000,1326,21234,3,0.85,15986,123324,66544,86852,35000000,378000,53423,72087,2876000,255,12.4,18608,829,3.9,24000
"Diesel","Stationary","ARL-VA7 DC 5W","Comercial Building","MAR","2021-06-20","Middle East",74,1389,350000,5,154000,300000,56634,10,0.22,66000,54,3139,23454,100000,15000000,1968,22345,5,0.45,19402,123324,34124,41096,29000000,387000,12454,84908,33000,129,11.9,21323,829,3.4,46200
"FuelOil","Vehicle","981 Rue Housterton","Fleet Vehicle","JPN","2022-10-08","EMEA",65,667,400000,28,135000,400000,56634,14,2.52,48214,301,3560,23454,123678,17000000,694,22345,6,5.15,14886,123324,45443,41481,29000000,358000,53423,18552,2842000,62,11.4,18608,941,1.2,33750
"Refrigerant","Data Center","*Business Travel FY21","Data Center","SGP","2019-04-26","APAC",91,151,250000,13,154000,450000,76855,12,0.42,33000,140,3560,43566,100000,14000000,521,34543,9,0.85,17108,123324,34124,53224,31023124,497000,12354,90912,12000,14,12.3,21323,941,2.1,23100
"Cooling","Stationary","ARL-VA4 DC 4W","Comercial Building","ARG","2020-09-07","LATAM",66,3897,350000,27,120000,500000,67688,4,0.19,42857,291,3139,34345,150000,15000000,645,21234,8,0.37,17212,123324,66544,49054,35000000,452000,12454,80716,2000000,362,11.8,15000,829,2.3,30000
"Cooling","Stationary","ARL-VA4 DC 4W","Comercial Building","ARG","2021-11-19","LATAM",85,2056,300000,27,135000,350000,67688,19,0.19,57857,291,3139,34345,100000,15000000,1096,22345,10,0.37,12600,123324,34124,86716,31023124,383000,53423,71167,18000,191,12,18608,829,2,40500
"Electricity","Stationary","South Longs Peak","Comercial Building","IND","2019-03-25","Southeast Asia",83,3089,400000,21,154000,400000,76855,7,4.97,33000,226,3560,43566,123678,17000000,1647,34543,4,10.02,14882,123324,66544,76777,35000000,392000,12354,18377,35000,287,14.3,21323,941,3.7,23100
"Refrigerant","Scope 3","*AMER Financed Emissions","Scope 3","JPN","2022-07-26","EMEA",70,3929,400000,1,120000,350000,56634,29,2.52,34286,11,3560,23454,150000,14000000,1268,21234,6,5.15,17493,123324,45443,13643,29000000,428000,12454,89573,2313000,365,13,15000,941,3,24000
"Heat","Vehicle","Company Jet #2","Private Jet","BRA","2022-08-08","Europe",88,2885,350000,21,120000,450000,76855,22,1.05,25714,226,3560,23454,100000,15000000,1784,34543,3,2.13,19270,123324,45443,28794,35000000,478000,53423,90924,14000,268,11.9,15000,941,0.1,18000
"Natural Gas","Stationary","ARL-WQ7 DC 9W","Comercial Building","USA","2019-06-22","Middle East",40,3305,450000,3,135000,300000,56634,22,0.24,48214,32,3139,34345,150000,17000000,2159,22345,9,0.59,13374,123324,34124,64638,31023124,363000,12454,3243,2646000,307,12.6,21323,829,5.3,33750
"Propane","Stationary","Billhaus CTAW P4A","Comercial Building","USA","2020-02-28","ANZ",64,818,400000,7,154000,500000,67688,18,0.24,44000,75,3560,43566,123678,14000000,882,21234,7,0.59,10081,123324,66544,32379,29000000,387000,12354,79479,2890000,76,10.5,18608,941,3.2,30800
"Diesel","Stationary","217 Xevering St","Comercial Building","USA","2021-04-30","APAC",66,1389,400000,7,120000,450000,56634,22,0.24,51429,75,3139,23454,123678,15000000,2204,22345,3,0.59,18567,123324,34124,41986,35000000,389000,12454,89523,14000,129,14.9,21323,829,2.4,36000
"FuelOil","Stationary","ARL-VA4 DC 8W","Comercial Building","MAR","2021-11-15","LATAM",88,646,250000,28,154000,300000,67688,15,0.22,66000,301,3139,34345,100000,17000000,688,34543,7,0.45,19910,123324,66544,61188,31023124,482000,12354,86681,17000,60,13.7,18608,829,2.3,46200
"Steam","Stationary","Centre St Tower 8","Comercial Building","CHN","2019-08-02","North America",43,1550,400000,7,135000,400000,76855,18,3.2,38571,75,3560,43566,150000,14000000,301,21234,7,3.12,18886,123324,45443,19431,29000000,432000,53423,99693,3234000,144,10,15000,941,2.8,27000
"FuelOil","Vehicle","9948 Contralia Cowter Ct","Fleet Vehicle","USA","2020-11-25","Central America",48,4607,400000,4,154000,350000,67688,28,0.24,33000,43,3139,34345,150000,17000000,531,34543,4,0.59,11656,123324,45443,59619,29000000,370000,53423,17734,31000,428,11.5,18608,829,1.8,23100
"Propane","Stationary","JLP Square South","Comercial Building","ARG","2022-07-06","Europe",30,420,250000,17,120000,500000,56634,8,0.19,42857,183,3560,23454,100000,14000000,905,21234,4,0.37,19130,123324,66544,38705,31023124,383000,12454,83083,2206000,39,14.8,21323,941,4.7,30000
"Refrigerant","Stationary","Billhaus CTQW U8F","Comercial Building","SGP","2019-12-03","ANZ",74,2680,400000,28,135000,350000,76855,29,0.42,57857,301,3560,43566,123678,15000000,602,22345,3,0.85,19529,123324,34124,41072,35000000,364000,12354,15544,34000,249,13.3,15000,941,4.8,40500
"Heat","Stationary","TX - Marion","Comercial Building","CHN","2020-06-09","APAC",84,3369,350000,14,120000,300000,56634,13,3.2,25714,151,3139,34345,150000,15000000,920,22345,5,3.12,13463,123324,45443,74281,31023124,459000,53423,77346,3152000,313,14.3,15000,829,3.2,18000
"Electricity","Stationary","45 Keppely Rd 5C","Comercial Building","JPN","2021-02-28","Central Asia",93,1755,450000,5,135000,450000,76855,28,2.52,48214,54,3139,43566,123678,17000000,1072,34543,10,5.15,19098,123324,66544,99336,35000000,358000,12454,9841,33000,163,12,21323,829,5.3,33750
"Steam","Data Center","Business Travel FY19","Data Center","GBR","2022-10-10","Middle East",81,4585,400000,27,154000,400000,67688,15,5.99,44000,291,3139,23454,100000,14000000,2127,21234,4,12.14,19497,123324,34124,68203,29000000,404000,12354,19248,2089000,426,10,18608,829,5.6,30800
