"ProductFamily","OwnerName","AccountId","ProductName","Time","ParentName","PeriodEndDate","SalesAgreementName","Industry","StartDate","DerivedStatus","ValidFrom","ValidFromAux","IdValidFromToKey","SnapshotPeriod","IsLatestSnapshot","AccountProductPeriodForecastId","ForecastStatus","ExternalId","LastProcessedDate","AccountType","PeriodStartDate","ValidToAux","ValidTo","PeriodName","AccountName","ForecastedQuantity","ForecastedDailyQuantityBAdj","ForecastedQuantityFinal","Attainment","TopAgreements","ForecastedRevenue","ForecastedDailyQuantity","Years","ForecastedRevenueFinal","Plan","TopAccounts","UnitPrice","Price","Forecast","ForecastedDailyRevenueBAdj","Actual","ForecastedDailyRevenue"
"BigfootBar","Paul Morrison","0015e00000HchIAAAZ","YetiBar Tart Cherry/Chicken Paleo","2021-11-22","Ohana Technologies","2020-12-02","Anderson School District Sales Agreement","Consulting","2021-11-22","Upcoming Renewal","2020-11-27","2020-11-10","Momentum Design-Ripper 37-Jan-21-2020-10-06-2020-10-31","Oct","Yes","Momentum Design-Ripper 37-Jan-21","Active","Account.045","2021-09-27","Mid-Market","2020-11-02","2020-12-12","2020-12-11","Oct-20","Anderson School District",18,1,17,99,0,84.83,1,2,37166,1606,190000,4.99,4.99,1718,1200,1701,1239
"Alpine Energy","Paul Morrison","0015e00000HchIAAAZ","YetiBar Cranberry/Bison Paleo","2022-05-18","Ohana Technologies","2021-06-01","Anderson School District Sales Agreement","Consulting","2022-05-18","Approved","2021-04-28","2021-05-04","Momentum Design-Pulverizer P10-Jul-20-2020-07-06-2020-07-20","Jul","Yes","Momentum Design-Pulverizer P10-Jul-20","Active","Account.045","2021-09-27","Mid-Market","2021-05-03","2021-06-02","2021-05-18","Apr-21","Anderson School District",9,0,8,99,0,39.92,0,2,40958,1606,190000,4.99,4.99,1719,1350,1702,1365
"Alpine Energy","Paul Morrison","0015e00000HchIAAAZ","Alpine Energy Drink - Green Tea","2021-05-26","Ohana Technologies","2020-06-01","Anderson School District Sales Agreement","Consulting","2021-05-26","Pending Approval","2020-03-19","2020-05-05","Momentum Design-Hammer H500-Aug-20-2020-06-23-2020-07-04","Jun","Yes","Momentum Design-Hammer H500-Aug-20","Active","Account.045","2021-09-27","Mid-Market","2020-05-03","2020-06-11","2020-04-02","Apr-20","Anderson School District",9,0,8,99,0,16.4,0,2,37235,1606,190000,2.05,2.05,1722,1260,1705,1241
"Alpine Energy","Paul Morrison","0015e00000HchIAAAZ","Alpine Energy Drink - Tart Cherry","2021-05-07","Ohana Technologies","2020-06-01","Anderson School District Sales Agreement","Consulting","2021-05-07","Approved","2020-04-17","2020-05-04","Momentum Design-Backhoe Attachment R2-Apr-20-2020-02-27-2020-03-25","Feb","Yes","Momentum Design-Backhoe Attachment R2-Apr-20","Expired","Account.045","2021-09-27","Mid-Market","2020-05-03","2020-06-16","2020-04-28","Apr-20","Anderson School District",3,0,3,99,0,6.15,0,2,62443,1606,190000,2.05,2.05,1727,2050,1710,2081
"Alpine Energy","Paul Morrison","0015e00000HchIAAAZ","Alpine Energy Drink - Tart Cherry","2021-09-18","Ohana Technologies","2020-10-02","Anderson School District Sales Agreement","Consulting","2021-09-18","Approved","2020-08-29","2020-09-05","Momentum Design-Backhoe Attachment R2-Sep-21-2021-08-20-2021-09-03","Aug2","Yes","Momentum Design-Backhoe Attachment R2-Sep-21","Expired","Account.045","2021-09-27","Mid-Market","2020-09-02","2020-10-16","2020-09-13","Aug-20","Anderson School District",3,0,3,99,0,6.15,0,2,62545,1740,190000,2.05,2.05,1824,2050,1805,2085
"Alpine Energy","Paul Morrison","0015e00000HchIAAAZ","BigfootBar Cranberry/Sunflower","2021-12-22","Ohana Technologies","2021-01-01","Anderson School District Sales Agreement","Consulting","2021-12-22","Upcoming Renewal","2020-06-01","2020-12-08","Momentum Design-Trencher T36-Feb-20-2020-01-19-2020-02-12","Jan","Yes","Momentum Design-Trencher T36-Feb-20","Active","Account.045","2021-09-27","Mid-Market","2020-12-03","2021-01-04","2020-06-16","Nov-20","Anderson School District",7,0,7,99,0,20.93,0,2,42152,1740,190000,2.99,2.99,1831,1400,1813,1405
"YetiBar","Paul Morrison","0015e00000HchIAAAZ","GoBar Apple Vegan","2022-01-21","Ohana Technologies","2021-02-01","Anderson School District Sales Agreement","Consulting","2022-01-21","Approved","2020-11-29","2021-01-03","Momentum Design-Pickup Broom PB200-Dec-21-2021-12-05-2021-12-20","Dec2","Yes","Momentum Design-Pickup Broom PB200-Dec-21","Expired","Account.045","2021-09-27","Mid-Market","2021-01-02","2021-02-04","2020-12-25","Dec-20","Anderson School District",6,0,6,99,0,17.94,0,2,47407,1740,190000,2.99,2.99,1833,1500,1814,1580
"GoBar","Paul Morrison","0015e00000HchIAAAZ","BigfootBar Blueberry/Sunflower","2022-09-18","Ohana Technologies","2021-10-02","Anderson School District Sales Agreement","Consulting","2022-09-18","Approved","2021-09-21","2021-09-12","Momentum Design-Compactor 3500-Jan-21-2020-11-04-2020-11-16","Nov","Yes","Momentum Design-Compactor 3500-Jan-21","Active","Account.045","2021-09-27","Mid-Market","2021-09-02","2021-10-15","2021-10-08","Aug-21","Anderson School District",7,0,7,99,0,20.93,0,2,47767,1740,190000,2.99,2.99,1835,1342,1817,1592
"GoBar","Paul Morrison","0015e00000HchIAAAZ","BigfootBar Blueberry/Sunflower","2021-03-18","Ohana Technologies","2020-03-31","Anderson School District Sales Agreement","Consulting","2021-03-18","Approved","2020-02-10","2020-03-09","Momentum Design-Compactor 3500-Jun-20-2020-05-23-2020-06-10","May","Yes","Momentum Design-Compactor 3500-Jun-20","Active","Account.045","2021-09-27","Mid-Market","2020-03-04","2020-04-07","2020-02-23","Feb-20","Anderson School District",7,0,7,99,0,20.93,0,2,42488,1740,190000,2.99,2.99,1839,1342,1820,1416
"Alpine Energy","Paul Morrison","0015e00000HchIAAAZ","BigfootBar Cranberry/Sunflower","2021-05-09","Ohana Technologies","2020-06-01","Anderson School District Sales Agreement","Consulting","2021-05-09","Approved","2020-02-23","2020-05-06","Momentum Design-Trencher T36-May-21-2021-04-30-2021-05-22","Apr2","Yes","Momentum Design-Trencher T36-May-21","Expired","Account.045","2021-09-27","Mid-Market","2020-05-03","2020-06-10","2020-03-04","Apr-20","Anderson School District",7,0,7,99,0,20.93,0,2,43784,1740,190000,2.99,2.99,1839,1400,1820,1459
"BigfootBar","Paul Morrison","0015e00000HchIAAAZ","YetiBar Tart Cherry/Chicken Paleo","2022-12-08","Ohana Technologies","2022-01-01","Anderson School District Sales Agreement","Consulting","2022-12-08","Upcoming Renewal","2021-12-24","2021-12-12","Momentum Design-Ripper 37-Sep-20-2020-08-16-2020-09-08","Aug","Yes","Momentum Design-Ripper 37-Sep-20","Active","Account.045","2021-09-27","Mid-Market","2021-12-03","2022-01-03","2022-01-18","Nov-21","Anderson School District",19,1,20,99,0,99.8,1,2,39433,1740,190000,4.99,4.99,1840,1267,1822,1314
"GoBar","Paul Morrison","0015e00000HchIAAAZ","GoBar Cranberry High Protein","2022-12-22","Ohana Technologies","2022-01-01","Anderson School District Sales Agreement","Consulting","2022-12-22","Pending Approval","2021-10-29","2021-12-04","Momentum Design-Compactor 9000-Apr-21-2021-03-07-2021-03-19","Mar2","Yes","Momentum Design-Compactor 9000-Apr-21","Active","Account.045","2021-09-27","Mid-Market","2021-12-03","2022-01-13","2021-11-12","Nov-21","Anderson School District",6,0,6,99,0,17.94,0,2,49235,1740,190000,2.99,2.99,1841,1620,1823,1641
"GoBar","Paul Morrison","0015e00000HchIAAAZ","BigfootBar Blueberry/Sunflower","2022-12-31","Ohana Technologies","2022-01-01","Anderson School District Sales Agreement","Consulting","2022-12-31","Upcoming Renewal","2021-12-20","2021-12-12","Momentum Design-Compactor 3500-Nov-21-2021-09-26-2021-10-25","Sep2","Yes","Momentum Design-Compactor 3500-Nov-21","Expired","Account.045","2021-09-27","Mid-Market","2021-12-03","2022-01-10","2022-01-15","Nov-21","Anderson School District",7,0,7,99,0,20.93,0,2,43846,1740,190000,2.99,2.99,1841,1342,1823,1462
"BigfootBar","Paul Morrison","0015e00000HchIAAAZ","YetiBar Tart Cherry/Chicken Paleo","2022-09-11","Ohana Technologies","2021-10-02","Anderson School District Sales Agreement","Consulting","2022-09-11","Approved","2021-03-21","2021-09-12","Momentum Design-Ripper 37-Feb-21-2020-09-04-2020-09-26","Sep","Yes","Momentum Design-Ripper 37-Feb-21","Active","Account.045","2021-09-27","Mid-Market","2021-09-02","2021-10-06","2021-04-08","Aug-21","Anderson School District",19,1,18,99,0,89.82,1,2,37207,1740,190000,4.99,4.99,1842,1267,1824,1240
"BigfootBar","Paul Morrison","0015e00000HchIAAAZ","GoBar Mixed Berry","2022-02-27","Ohana Technologies","2021-03-04","Anderson School District Sales Agreement","Consulting","2022-02-27","Approved","2021-02-19","2021-02-10","Momentum Design-Ripper 34-Jan-20-2020-01-13-2020-01-27","Jan","Yes","Momentum Design-Ripper 34-Jan-20","Expired","Account.045","2021-09-27","Mid-Market","2021-02-02","2021-03-11","2021-03-07","Jan-21","Anderson School District",28,1,29,99,0,86.71,1,2,40177,1740,190000,2.99,2.99,1844,1260,1825,1339
"YetiBar","Paul Morrison","0015e00000HchIAAAZ","GoBar Apple Vegan","2021-10-22","Ohana Technologies","2020-11-01","Anderson School District Sales Agreement","Consulting","2021-10-22","Pending Approval","2020-09-29","2020-10-08","Momentum Design-Pickup Broom PB200-Apr-20-2020-03-24-2020-04-11","Mar","Yes","Momentum Design-Pickup Broom PB200-Apr-20","Active","Account.045","2021-09-27","Mid-Market","2020-10-03","2020-11-15","2020-10-18","Sep-20","Anderson School District",6,0,6,99,0,17.94,0,2,43303,1740,190000,2.99,2.99,1844,1500,1825,1443
"Alpine Energy","Paul Morrison","0015e00000HchIAAAZ","BigfootBar Cranberry/Pistachio","2022-02-07","Ohana Technologies","2021-03-04","Anderson School District Sales Agreement","Consulting","2022-02-07","Approved","2020-11-05","2021-02-11","Momentum Design-Sweeper S1000-Jul-21-2021-01-15-2021-02-12","Jan2","Yes","Momentum Design-Sweeper S1000-Jul-21","Active","Account.045","2021-09-27","Mid-Market","2021-02-02","2021-03-04","2020-12-01","Jan-21","Anderson School District",6,0,6,99,0,17.94,0,2,45089,1740,190000,2.99,2.99,1846,1500,1828,1503
"BigfootBar","Paul Morrison","0015e00000HchIAAAZ","GoBar Mixed Berry","2022-06-29","Ohana Technologies","2021-07-02","Anderson School District Sales Agreement","Consulting","2022-06-29","Approved","2021-04-24","2021-06-06","Momentum Design-Ripper 34-May-20-2020-03-31-2020-04-24","Mar","Yes","Momentum Design-Ripper 34-May-20","Expired","Account.045","2021-09-27","Mid-Market","2021-06-02","2021-07-10","2021-05-05","May-21","Anderson School District",28,1,27,99,0,80.73,1,2,37249,1740,190000,2.99,2.99,1848,1260,1829,1242
"YetiBar","Paul Morrison","0015e00000HchIAAAZ","YetiBar Blueberry/Bison Paleo","2021-05-15","Ohana Technologies","2020-06-01","Anderson School District Sales Agreement","Consulting","2021-05-15","Pending Approval","2020-03-09","2020-05-11","Momentum Design-Utility Broom UB1000-Feb-20-2020-01-30-2020-02-25","Jan","Yes","Momentum Design-Utility Broom UB1000-Feb-20","Active","Account.045","2021-09-27","Mid-Market","2020-05-03","2020-06-04","2020-04-07","Apr-20","Anderson School District",9,0,8,99,0,39.92,0,2,38482,1740,190000,4.99,4.99,1849,1350,1830,1283
"YetiBar","Paul Morrison","0015e00000HchIAAAZ","BigfootBar Blueberry/Pistachio","2021-02-19","Ohana Technologies","2020-03-03","Anderson School District Sales Agreement","Consulting","2021-02-19","Pending Approval","2020-02-29","2020-02-10","Momentum Design-Pickup Broom PB100-Oct-21-2021-10-12-2021-10-24","Oct2","Yes","Momentum Design-Pickup Broom PB100-Oct-21","Expired","Account.045","2021-09-27","Mid-Market","2020-02-02","2020-03-09","2020-03-25","Jan-20","Anderson School District",6,0,6,99,0,17.94,0,2,49228,1740,190000,2.99,2.99,1850,1380,1832,1641
"Alpine Energy","Paul Morrison","0015e00000HchIAAAZ","GoBar Veggie Vegan","2021-12-20","Ohana Technologies","2021-01-01","Anderson School District Sales Agreement","Consulting","2021-12-20","Pending Approval","2020-12-07","2020-12-10","Momentum Design-Trencher T60-Jul-20-2020-07-21-2020-08-12","Jul","Yes","Momentum Design-Trencher T60-Jul-20","Active","Account.045","2021-09-27","Mid-Market","2020-12-03","2021-01-13","2020-12-26","Nov-20","Anderson School District",5,0,5,99,0,14.95,0,2,52126,1740,190000,2.99,2.99,1858,1500,1839,1738
"YetiBar","Paul Morrison","0015e00000HchIAAAZ","GoBar Apple Vegan","2022-06-27","Ohana Technologies","2021-07-02","Anderson School District Sales Agreement","Consulting","2022-06-27","Approved","2021-06-20","2021-06-09","Momentum Design-Pickup Broom PB200-May-21-2021-01-21-2021-02-11","Jan2","Yes","Momentum Design-Pickup Broom PB200-May-21","Active","Account.045","2021-09-27","Mid-Market","2021-06-02","2021-07-04","2021-07-16","May-21","Anderson School District",6,0,6,99,0,17.94,0,2,46015,1740,190000,2.99,2.99,1859,1500,1840,1534
"Alpine Energy","Paul Morrison","0015e00000HchIAAAZ","GoBar Cranberry Vegan","2021-12-30","Ohana Technologies","2021-01-01","Anderson School District Sales Agreement","Consulting","2021-12-30","Pending Approval","2020-10-31","2020-12-03","Momentum Design-Backhoe Attachment R1-Feb-20-2020-02-14-2020-02-27","Feb","Yes","Momentum Design-Backhoe Attachment R1-Feb-20","Active","Account.045","2021-09-27","Mid-Market","2020-12-03","2021-01-03","2020-11-18","Nov-20","Anderson School District",3,0,3,99,0,8.97,0,2,66362,1740,190000,2.99,2.99,1859,1950,1840,2212
"BigfootBar","Paul Morrison","0015e00000HchIAAAZ","YetiBar Tart Cherry/Bison Paleo","2021-10-14","Ohana Technologies","2020-11-01","Anderson School District Sales Agreement","Consulting","2021-10-14","Pending Approval","2020-04-22","2020-10-09","Momentum Design-Ripper 19-Sep-20-2020-08-06-2020-08-30","Aug","Yes","Momentum Design-Ripper 19-Sep-20","Expired","Account.045","2021-09-27","Mid-Market","2020-10-03","2020-11-10","2020-05-16","Sep-20","Anderson School District",47,2,47,99,0,234.53,2,2,43767,1740,190000,4.99,4.99,1860,1253,1841,1459
"YetiBar","Paul Morrison","0015e00000HchIAAAZ","BigfootBar Blueberry/Pistachio","2022-11-26","Ohana Technologies","2021-12-02","Anderson School District Sales Agreement","Consulting","2022-11-26","Pending Approval","2020-09-08","2021-11-11","Momentum Design-Pickup Broom PB100-Feb-21-2021-01-25-2021-02-11","Jan2","Yes","Momentum Design-Pickup Broom PB100-Feb-21","Active","Account.045","2021-09-27","Mid-Market","2021-11-02","2021-12-04","2020-09-20","Oct-21","Anderson School District",6,0,6,99,0,17.94,0,2,47752,1740,190000,2.99,2.99,1860,1380,1841,1592
"Alpine Energy","Paul Morrison","0015e00000HchIAAAZ","GoBar Cranberry Vegan","2022-05-02","Ohana Technologies","2021-05-02","Anderson School District Sales Agreement","Consulting","2022-05-02","Pending Approval","2021-03-05","2020-04-10","Momentum Design-Backhoe Attachment R1-Feb-21-2021-02-27-2021-03-14","Feb2","Yes","Momentum Design-Backhoe Attachment R1-Feb-21","Expired","Account.045","2021-09-27","Mid-Market","2020-04-02","2021-05-06","2021-03-18","Mar-20","Anderson School District",3,0,3,99,0,8.97,0,2,66482,1740,190000,2.99,2.99,1862,1950,1843,2216
"Alpine Energy","Paul Morrison","0015e00000HchIAAAZ","GoBar Veggie Vegan","2022-03-01","Ohana Technologies","2021-03-04","Anderson School District Sales Agreement","Consulting","2022-03-01","Upcoming Renewal","2021-01-11","2021-02-05","Momentum Design-Trencher T60-Dec-21-2021-11-20-2021-12-15","Nov2","Yes","Momentum Design-Trencher T60-Dec-21","Active","Account.045","2021-09-27","Mid-Market","2021-02-02","2021-03-08","2021-01-24","Jan-21","Anderson School District",5,0,5,99,0,14.95,0,2,49734,1740,190000,2.99,2.99,1862,1500,1843,1658
"GoBar","Paul Morrison","0015e00000HchIAAAZ","BigfootBar Blueberry/Sunflower","2022-02-08","Ohana Technologies","2021-03-04","Anderson School District Sales Agreement","Consulting","2022-02-08","Approved","2021-01-30","2021-02-07","Momentum Design-Compactor 3500-Apr-21-2021-04-30-2021-05-19","Apr2","Yes","Momentum Design-Compactor 3500-Apr-21","Active","Account.045","2021-09-27","Mid-Market","2021-02-02","2021-03-05","2021-02-18","Jan-21","Anderson School District",7,0,7,99,0,20.93,0,2,47693,1740,190000,2.99,2.99,1863,1342,1844,1590
"GoBar","Paul Morrison","0015e00000HchIAAAZ","BigfootBar Blueberry/Sunflower","2021-03-07","Ohana Technologies","2020-03-31","Anderson School District Sales Agreement","Consulting","2021-03-07","Approved","2020-03-02","2020-03-04","Momentum Design-Compactor 3500-Jul-21-2021-07-16-2021-08-09","Jul2","Yes","Momentum Design-Compactor 3500-Jul-21","Expired","Account.045","2021-09-27","Mid-Market","2020-03-04","2020-04-15","2020-03-24","Feb-20","Anderson School District",7,0,7,99,0,20.93,0,2,41382,1740,190000,2.99,2.99,1866,1342,1847,1379
"YetiBar","Paul Morrison","0015e00000HchIAAAZ","YetiBar Blueberry/Bison Paleo","2022-11-15","Ohana Technologies","2021-12-02","Anderson School District Sales Agreement","Consulting","2022-11-15","Approved","2021-07-13","2021-11-03","Momentum Design-Utility Broom UB1000-May-21-2021-05-20-2021-06-09","May2","Yes","Momentum Design-Utility Broom UB1000-May-21","Expired","Account.045","2021-09-27","Mid-Market","2021-11-02","2021-12-14","2021-07-27","Oct-21","Anderson School District",9,0,8,99,0,39.92,0,2,45741,1740,190000,4.99,4.99,1868,1350,1850,1525
"Alpine Energy","Paul Morrison","0015e00000HchIAAAZ","YetiBar Cranberry/Bison Paleo","2022-09-09","Ohana Technologies","2021-10-02","Anderson School District Sales Agreement","Consulting","2022-09-09","Upcoming Renewal","2021-06-01","2021-09-05","Momentum Design-Pulverizer P10-Jan-21-2020-12-10-2020-12-23","Dec","Yes","Momentum Design-Pulverizer P10-Jan-21","Expired","Account.045","2021-09-27","Mid-Market","2021-09-02","2021-10-16","2021-06-12","Aug-21","Anderson School District",9,0,8,99,0,39.92,0,2,47570,1740,190000,4.99,4.99,1870,1350,1851,1586
"Alpine Energy","Paul Morrison","0015e00000HchIAAAZ","GoBar Veggie Vegan","2021-08-13","Ohana Technologies","2020-09-01","Anderson School District Sales Agreement","Consulting","2021-08-13","Pending Approval","2020-04-12","2020-08-02","Momentum Design-Trencher T60-Nov-21-2021-10-01-2021-10-26","Oct2","Yes","Momentum Design-Trencher T60-Nov-21","Active","Account.045","2021-09-27","Mid-Market","2020-08-02","2020-09-02","2020-05-10","Jul-20","Anderson School District",5,0,5,99,0,14.95,0,2,52949,1740,190000,2.99,2.99,1871,1500,1852,1765
"YetiBar","Paul Morrison","0015e00000HchIAAAZ","BigfootBar Blueberry/Pistachio","2022-03-31","Ohana Technologies","2021-04-01","Anderson School District Sales Agreement","Consulting","2022-03-31","Upcoming Renewal","2021-03-27","2021-03-05","Momentum Design-Pickup Broom PB100-Apr-20-2020-01-22-2020-02-01","Jan","Yes","Momentum Design-Pickup Broom PB100-Apr-20","Active","Account.045","2021-09-27","Mid-Market","2021-03-05","2021-04-15","2021-04-20","Feb-21","Anderson School District",7,0,7,99,0,20.93,0,2,49359,1874,190000,2.99,2.99,1963,1610,1943,1645
"GoBar","Paul Morrison","0015e00000HchIAAAZ","BigfootBar Tart Cherry/Pistachio","2021-12-06","Ohana Technologies","2021-01-01","Anderson School District Sales Agreement","Consulting","2021-12-06","Approved","2020-12-28","2020-12-06","Momentum Design-Compactor 9500-Jul-20-2020-04-30-2020-05-21","Apr","Yes","Momentum Design-Compactor 9500-Jul-20","Active","Account.045","2021-09-27","Mid-Market","2020-12-03","2021-01-06","2021-01-13","Nov-20","Anderson School District",4,0,4,99,0,11.96,0,2,59033,1874,190000,2.99,2.99,1966,1733,1947,1968
"BigfootBar","Paul Morrison","0015e00000HchIAAAZ","YetiBar Tart Cherry/Bison Paleo","2021-03-22","Ohana Technologies","2020-03-31","Anderson School District Sales Agreement","Consulting","2021-03-22","Upcoming Renewal","2020-02-20","2020-03-05","Momentum Design-Ripper 19-Oct-21-2021-02-02-2021-02-12","Feb2","Yes","Momentum Design-Ripper 19-Oct-21","Active","Account.045","2021-09-27","Mid-Market","2020-03-04","2020-04-02","2020-03-15","Feb-20","Anderson School District",50,2,50,99,0,249.5,2,2,40082,1874,190000,4.99,4.99,1968,1333,1949,1336
"YetiBar","Paul Morrison","0015e00000HchIAAAZ","YetiBar Blueberry/Bison Paleo","2022-12-30","Ohana Technologies","2022-01-01","Anderson School District Sales Agreement","Consulting","2022-12-30","Approved","2021-10-24","2021-12-07","Momentum Design-Utility Broom UB1000-Jun-21-2021-05-16-2021-06-11","May2","Yes","Momentum Design-Utility Broom UB1000-Jun-21","Expired","Account.045","2021-09-27","Mid-Market","2021-12-03","2022-01-10","2021-11-14","Nov-21","Anderson School District",10,0,9,99,0,44.91,0,2,50796,1874,190000,4.99,4.99,1970,1500,1951,1693
