"Case_Id","LeadingCause","CaseNumber","Variance"
"500B000000356OiIAI","Origin is Phone and Offer_Voucher__c is true",10193,-3.135
"500B000000356OjIAI","Product_Family_KB__c is DVD Players and Priority is High",10194,-1.712
"500B000000356OjIAI","of other factors",10194,-3.553
"500B000000356OkIAI","Origin is Phone and IsEscalated is true",10195,-2.3169999999999997
"500B000000356OnIAI","from the baseline",10198,80.39
"500B000000356OoIAI","Origin is Phone and Reason is Unknown Failure",10199,-1.5119999999999998
"500B000000356OpIAI","Origin is Phone and Offer_Voucher__c is false",10200,1.53
"500B000000356OqIAI","Origin is Phone and Offer_Voucher__c is false",10201,1.53
"500B000000356OsIAI","of other factors",10203,-1.7
"500B000000356OtIAI","Origin is Phone",10204,-1.555
"500B000000356OvIAI","Origin is Phone and Offer_Voucher__c is false",10206,1.53
"500B000000356OxIAI","of other factors",10208,-4.945
"500B000000356Y1IAI","from the baseline",10770,80.39
"500B000000356Y3IAI","Product_Family_KB__c is Tablets and Priority is Low",10772,2.0909999999999997
"500B000000356Y4IAI","Origin is Phone",10773,-1.555
"500B000000356Y4IAI","from the baseline",10773,80.39
"500B000000356Y5IAI","Origin is Phone",10774,-1.555
"500B000000356Y5IAI","Origin is Phone and Offer_Voucher__c is false",10774,1.53
"500B000000356Y6IAI","from the baseline",10775,80.39
"500B000000356Y7IAI","Origin is Phone and Field_Service__c is true",10776,-3.017
"500B000000356Y8IAI","Origin is Phone",10777,-1.555
"500B000000356Y9IAI","of other factors",10778,7.336
"500B000000356YCIAY","Origin is Website and Product_Family_KB__c is Cameras",10781,1.656
"500B000000356YCIAY","Product_Family_KB__c is Cameras and Offer_Voucher__c is false",10781,1.035
"500B000000356YCIAY","of other factors",10781,5.977
"500B000000356YFIAY","from the baseline",10784,80.39
"500B000000356YGIAY","Product_Family_KB__c is DVD Players and Priority is Medium",10785,1.945
"500B000000356asIAA","Product_Family_KB__c is Headphones and Priority is High",10947,1.834
"500B000000356avIAA","Origin is Phone and Field_Service__c is true",10950,-3.017
"500B000000356awIAA","of other factors",10951,0.433
"500B000000356ayIAA","Origin is Phone",10953,-1.555
"500B000000356ayIAA","of other factors",10953,-9.9
"500B000000356ayIAA","from the baseline",10953,80.39
"500B000000356b0IAA","Origin is Phone and Field_Service__c is false",10955,1.47
"500B000000356b3IAA","Origin is Phone",10958,-1.555
"500B000000356b3IAA","Origin is Phone and Offer_Voucher__c is false",10958,1.53
"500B000000356b4IAA","of other factors",10959,-1.014
"500B000000356b6IAA","from the baseline",10961,80.39
"500B000000356b8IAA","Product_Family_KB__c is Headphones and Reason is Feature Question",10963,1.709
"500B000000356b8IAA","Product_Family_KB__c is Headphones and Priority is Medium",10963,-1.083
"500B000000356bAIAQ","Origin is Phone and Offer_Voucher__c is false",10965,1.53
"500B000000356bBIAQ","Origin is Phone and Offer_Voucher__c is false",10966,1.53
"500B000000356fGIAQ","from the baseline",11214,80.39
"500B000000356fJIAQ","Origin is Phone and Offer_Voucher__c is false",11217,1.53
"500B000000356fKIAQ","of other factors",11218,-7.822
"500B000000356fLIAQ","from the baseline",11219,80.39
"500B000000356fQIAQ","of other factors",11224,-4.85
"500B000000356fRIAQ","Origin is Phone and Field_Service__c is true",11225,-3.017
"500B000000356fRIAQ","Origin is Phone",11225,-1.555
"500B000000356fSIAQ","Product_Family_KB__c is Computers and Priority is High",11226,-1.341
"500B000000356fUIAQ","Origin is Website and IsEscalated is true",11228,1.016
"500B000000356fbIAA","Product_Family_KB__c is DVD Players and Priority is Medium",11235,1.945
"500B000000356fbIAA","from the baseline",11235,80.39
"500B000000356fcIAA","Origin is Phone",11236,-1.555
"500B000000356P0IAI","Origin is Phone and Offer_Voucher__c is false",10211,1.53
"500B000000356P1IAI","Origin is Phone and IsEscalated is true",10212,-2.3169999999999997
"500B000000356P1IAI","from the baseline",10212,80.39
"500B000000356P4IAI","Origin is Phone and Field_Service__c is false",10215,1.47
"500B000000356P5IAI","of other factors",10216,-3.85
"500B000000356P6IAI","Product_Family_KB__c is Headphones and Priority is High",10217,1.834
"500B000000356PAIAY","Origin is Phone and Reason is Documentation",10221,-1.514
"500B000000356PGIAY","Origin is Phone and Offer_Voucher__c is false",10227,1.53
"500B000000356PGIAY","of other factors",10227,-1.88
"500B000000356PIIAY","Product_Family_KB__c is DVD Players and Priority is High",10229,-1.712
"500B000000356PKIAY","Origin is Phone",10231,-1.555
"500B000000356PKIAY","Origin is Phone and Reason is Documentation",10231,-1.514
"500B000000356PMIAY","Origin is Phone",10233,-1.555
"500B000000356YHIAY","Origin is Website and Field_Service__c is true",10786,1.2590000000000001
"500B000000356YHIAY","from the baseline",10786,80.39
"500B000000356YKIAY","of other factors",10789,5.704
"500B000000356YMIAY","Origin is Phone and Offer_Voucher__c is true",10791,-3.135
"500B000000356YMIAY","Origin is Phone",10791,-1.555
"500B000000356YRIAY","Origin is Phone and Field_Service__c is true",10796,-3.017
"500B000000356YSIAY","Origin is Phone",10797,-1.555
"500B000000356YVIAY","from the baseline",10800,80.39
"500B000000356YYIAY","Origin is Phone and Offer_Voucher__c is false",10803,1.53
"500B000000356YZIAY","Origin is Phone and Offer_Voucher__c is false",10804,1.53
"500B000000356YaIAI","of other factors",10805,-6.375
"500B000000356bGIAQ","Origin is Phone and Field_Service__c is false",10971,1.47
"500B000000356bGIAQ","of other factors",10971,-1.932
"500B000000356bHIAQ","Origin is Website and Field_Service__c is true",10972,1.2590000000000001
"500B000000356bIIAQ","Origin is Phone",10973,-1.555
"500B000000356bJIAQ","Origin is Phone",10974,-1.555
"500B000000356bJIAQ","from the baseline",10974,80.39
"500B000000356bLIAQ","Origin is Phone",10976,-1.555
"500B000000356bOIAQ","Origin is Phone and Offer_Voucher__c is true",10979,-3.135
"500B000000356bOIAQ","Origin is Phone",10979,-1.555
"500B000000356bOIAQ","from the baseline",10979,80.39
"500B000000356bVIAQ","Origin is Phone and Offer_Voucher__c is false",10986,1.53
"500B000000356bXIAQ","from the baseline",10988,80.39
"500B000000356bYIAQ","Origin is Phone",10989,-1.555
"500B000000356fdIAA","Origin is Phone and Offer_Voucher__c is false",11237,1.53
"500B000000356ffIAA","Origin is Phone",11239,-1.555
"500B000000356ffIAA","from the baseline",11239,80.39
"500B000000356fkIAA","from the baseline",11244,80.39
"500B000000356flIAA","of other factors",11245,-3.0239999999999996
"500B000000356fmIAA","Origin is Phone and Offer_Voucher__c is false",11246,1.53
"500B000000356fmIAA","from the baseline",11246,80.39
"500B000000356fnIAA","Product_Family_KB__c is DVD Players and Priority is Medium",11247,1.945
"500B000000356fuIAA","Origin is Phone and Offer_Voucher__c is true",11254,-3.135
"500B000000356fuIAA","from the baseline",11254,80.39
"500B000000356fxIAA","Origin is Phone and Offer_Voucher__c is false",11257,1.53
"500B000000356PNIAY","Origin is Phone",10234,-1.555
"500B000000356PPIAY","Origin is Phone",10236,-1.555
"500B000000356PPIAY","Origin is Phone and Offer_Voucher__c is false",10236,1.53
"500B000000356PSIAY","from the baseline",10239,80.39
"500B000000356PTIAY","Origin is Phone",10240,-1.555
"500B000000356PTIAY","Origin is Phone and Reason is Documentation",10240,-1.514
"500B000000356PbIAI","Product_Family_KB__c is DVD Players and Priority is Medium",10248,1.945
"500B000000356PbIAI","Origin is Phone",10248,-1.555
"500B000000356PcIAI","from the baseline",10249,80.39
"500B000000356PdIAI","Origin is Phone and Reason is Unknown Failure",10250,-1.5119999999999998
"500B000000356PgIAI","Origin is Phone",10253,-1.555
"500B000000356PgIAI","Origin is Phone and Offer_Voucher__c is false",10253,1.53
"500B000000356PiIAI","Origin is Phone",10255,-1.555
"500B000000356PiIAI","from the baseline",10255,80.39
"500B000000356YeIAI","Origin is Phone and Offer_Voucher__c is false",10809,1.53
"500B000000356YjIAI","Origin is Phone and Field_Service__c is true",10814,-3.017
"500B000000356YjIAI","Origin is Phone and Offer_Voucher__c is false",10814,1.53
"500B000000356YkIAI","Origin is Phone",10815,-1.555
"500B000000356YmIAI","Origin is Phone and Field_Service__c is true",10817,-3.017
"500B000000356YmIAI","Origin is Phone",10817,-1.555
"500B000000356YmIAI","of other factors",10817,-2.984
"500B000000356YoIAI","of other factors",10819,-6.932
"500B000000356YpIAI","of other factors",10820,-0.527
"500B000000356YrIAI","of other factors",10822,2.5140000000000002
"500B000000356YrIAI","from the baseline",10822,80.39
"500B000000356YsIAI","from the baseline",10823,80.39
"500B000000356YtIAI","Origin is Phone and Offer_Voucher__c is false",10824,1.53
"500B000000356YtIAI","Origin is Phone and Reason is Unknown Failure",10824,-1.5119999999999998
"500B000000356YvIAI","from the baseline",10826,80.39
"500B000000356YxIAI","Origin is Website",10828,1.021
"500B000000356YyIAI","from the baseline",10829,80.39
"500B000000356YzIAI","of other factors",10830,4.262
"500B000000356YzIAI","from the baseline",10830,80.39
"500B000000356bdIAA","Product_Family_KB__c is DVD Players and Priority is High",10994,-1.712
"500B000000356beIAA","from the baseline",10995,80.39
"500B000000356bfIAA","Origin is Phone and Field_Service__c is false",10996,1.47
"500B000000356bgIAA","Product_Family_KB__c is Headphones and Reason is Feature Question",10997,1.709
"500B000000356bgIAA","Origin is Website and Field_Service__c is true",10997,1.2590000000000001
"500B000000356bhIAA","from the baseline",10998,80.39
"500B000000356biIAA","Origin is Phone and Offer_Voucher__c is false",10999,1.53
"500B000000356bkIAA","Product_Family_KB__c is Headphones and Priority is High",11001,1.834
"500B000000356bpIAA","Origin is Phone",11006,-1.555
"500B000000356ibIAA","from the baseline",11421,80.39
"500B000000356idIAA","from the baseline",11423,80.39
"500B000000356ieIAA","Origin is Website and Type_of_Support__c is Silver",11424,1.58
"500B000000356igIAA","Origin is Website and Product_Family_KB__c is Video Games",11426,-2.235
"500B000000356igIAA","Origin is Website and Offer_Voucher__c is true",11426,1.1
"500B000000356iiIAA","from the baseline",11428,80.39
"500B000000356gmIAA","Origin is Phone",11308,-1.555
"500B000000356gnIAA","Origin is Phone and Offer_Voucher__c is true",11309,-3.135
"500B000000356goIAA","Origin is Phone",11310,-1.555
"500B000000356gzIAA","of other factors",11321,3.332
"500B000000356h0IAA","Product_Family_KB__c is Home Audio and Priority is Medium",11322,-1.392
"500B000000356h0IAA","Origin is Website and Field_Service__c is true",11322,1.2590000000000001
"500B000000356h1IAA","Field_Service__c is false",11323,-0.8320000000000001
"500B000000356h3IAA","from the baseline",11325,80.39
"500B000000356h4IAA","Origin is Website and Product_Family_KB__c is Cell Phones",11326,1.037
"500B000000356h4IAA","from the baseline",11326,80.39
"500B000000356h6IAA","from the baseline",11328,80.39
"500B000000356PkIAI","Origin is Phone",10257,-1.555
"500B000000356PoIAI","Origin is Phone and Offer_Voucher__c is false",10261,1.53
"500B000000356PpIAI","of other factors",10262,-0.9059999999999999
"500B000000356PsIAI","Product_Family_KB__c is DVD Players and Priority is Medium",10265,1.945
"500B000000356PtIAI","Origin is Phone",10266,-1.555
"500B000000356PuIAI","Origin is Phone",10267,-1.555
"500B000000356PwIAI","Origin is Phone",10269,-1.555
"500B000000356PzIAI","Origin is Phone and Offer_Voucher__c is false",10272,1.53
"500B000000356PzIAI","Origin is Phone and Reason is Documentation",10272,-1.514
"500B000000356Q2IAI","Origin is Phone and Offer_Voucher__c is true",10275,-3.135
"500B000000356Q2IAI","of other factors",10275,-7.857
"500B000000356Q3IAI","Product_Family_KB__c is Headphones and Priority is High",10276,1.834
"500B000000356Q4IAI","Origin is Phone and IsEscalated is true",10277,-2.3169999999999997
"500B000000356Q4IAI","Origin is Phone and Offer_Voucher__c is false",10277,1.53
"500B000000356Z1IAI","from the baseline",10832,80.39
"500B000000356Z2IAI","Origin is Phone and Offer_Voucher__c is false",10833,1.53
"500B000000356Z2IAI","of other factors",10833,-3.895
"500B000000356Z4IAI","Origin is Phone and Offer_Voucher__c is false",10835,1.53
"500B000000356Z6IAI","Product_Family_KB__c is Tablets and Priority is Medium",10837,-1.4809999999999999
"500B000000356Z7IAI","of other factors",10838,-1.3659999999999999
"500B000000356Z8IAI","Origin is Phone and Field_Service__c is false",10839,1.47
"500B000000356Z8IAI","from the baseline",10839,80.39
"500B000000356ZAIAY","Origin is Phone and Field_Service__c is false",10841,1.47
"500B000000356ZBIAY","Origin is Phone",10842,-1.555
"500B000000356ZCIAY","of other factors",10843,1.4480000000000002
"500B000000356ZFIAY","Origin is Website",10846,1.021
"500B000000356ZGIAY","Origin is Website",10847,1.021
"500B000000356ZHIAY","Origin is Phone",10848,-1.555
"500B000000356ZLIAY","Origin is Phone and Field_Service__c is false",10852,1.47
"500B000000356ZMIAY","of other factors",10853,-5.247000000000001
"500B000000356h9IAA","Origin is Website and Field_Service__c is true",11331,1.2590000000000001
"500B000000356hAIAQ","Origin is Website",11332,1.021
"500B000000356hCIAQ","of other factors",11334,5.021
"500B000000356hIIAQ","Origin is Website and Product_Family_KB__c is Video Games",11340,-2.235
"500B000000356hIIAQ","of other factors",11340,-2.077
"500B000000356hJIAQ","Origin is Website and Type_of_Support__c is Silver",11341,1.58
"500B000000356hLIAQ","Origin is Website and Type_of_Support__c is Platinum",11343,-0.998
"500B000000356hLIAQ","from the baseline",11343,80.39
"500B000000356hNIAQ","Origin is Website and Product_Family_KB__c is Cell Phones",11345,1.037
"500B000000356hNIAQ","Origin is Website",11345,1.021
"500B000000356hQIAQ","Origin is Website and Product_Family_KB__c is Computers",11348,1.24
"500B000000356hQIAQ","Origin is Website",11348,1.021
"500B000000356hRIAQ","Field_Service__c is false",11349,-0.8320000000000001
"500B000000356hTIAQ","from the baseline",11351,80.39
"500B000000356hrIAA","Origin is Website",11375,1.021
"500B000000356hsIAA","Origin is Website and Field_Service__c is true",11376,1.2590000000000001
"500B000000356htIAA","Origin is Website",11377,1.021
"500B000000356htIAA","Product_Family_KB__c is Computers and Priority is Medium",11377,-0.838
"500B000000356hvIAA","Product_Family_KB__c is DVD Players and Priority is Medium",11379,1.945
"500B000000356i0IAA","Product_Family_KB__c is Video Games and Offer_Voucher__c is false",11384,-1.121
"500B000000356i1IAA","Origin is Website",11385,1.021
"500B000000356i2IAA","Origin is Website",11386,1.021
"500B000000356i3IAA","Origin is Website and Product_Family_KB__c is Cell Phones",11387,1.037
"500B000000356i3IAA","Origin is Website",11387,1.021
"500B000000356i5IAA","Product_Family_KB__c is Cell Phones and Priority is Low",11389,-1.226
"500B000000356i7IAA","Origin is Website",11391,1.021
"500B000000356i8IAA","of other factors",11392,-0.927
"500B000000356iAIAQ","Origin is Website",11394,1.021
"500B000000356iAIAQ","from the baseline",11394,80.39
"500B000000356iBIAQ","of other factors",11395,4.848
"500B000000356iDIAQ","from the baseline",11397,80.39
"500B000000356Q7IAI","from the baseline",10280,80.39
"500B000000356Q8IAI","Origin is Phone",10281,-1.555
"500B000000356Q8IAI","from the baseline",10281,80.39
"500B000000356QDIAY","of other factors",10286,1.4780000000000002
"500B000000356QGIAY","Origin is Phone and Offer_Voucher__c is true",10289,-3.135
"500B000000356QGIAY","Origin is Phone",10289,-1.555
"500B000000356QGIAY","of other factors",10289,-4.593999999999999
